qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR19115553|k141_10841/Torchivirus/6318/5649-5754/1.6622294791666667	NP_733845.1	61.4	1935	697	15	533	6316	1	1893	0.0	2328.0	6318	2035	91.5	93.0	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_54625/Tremovirus/8827/2007-2106/1.873420082644628	YP_009272812.1	48.9	2380	1134	26	1748	8806	277	2602	0.0	2198.0	8827	2694	80.0	86.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
ERR3179227|k141_8640/Norovirus/10293/7917-7851/2.554662089552239	YP_009342327.1	64.9	1853	594	19	9558	4099	1	1830	0.0	2184.0	10293	1830	53.0	100.0	YP_009342327.1 hypothetical protein 1 [Wuhan insect virus 11]
SRR19115554|k141_56600/Aalivirus/8101/5791-5692/1.9959160833333331	YP_009272812.1	47.9	2369	1155	36	6967	17	277	2618	0.0	2152.0	8101	2694	85.8	86.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_48558/Tremovirus/8558/2037-2133/2.2893409090909094	YP_009272812.1	47.7	2300	1156	21	1751	8542	268	2555	0.0	2107.0	8558	2694	79.4	84.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115553|k141_33126/Cosavirus/8730/684-591/1.383152016129032	YP_009351892.1	43.4	2869	1391	51	8023	2	129	2961	0.0	2106.0	8730	3057	91.9	92.7	YP_009351892.1 polyprotein [Pityohyphantes rubrofasciatus iflavirus]
SRR19115553|k141_20800/Torchivirus/6864/5787-5886/1.5682242708333334	YP_009272812.1	47.8	2299	1154	20	1	6792	406	2692	0.0	2102.0	6864	2694	99.0	84.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_58145/Norovirus/3706/1594-1540/2.290105970149253	NP_066241.1	94.5	1091	58	2	3350	84	1	1091	0.0	2035.0	3706	1906	88.2	57.2	NP_066241.1 replicase polyprotein [Acute bee paralysis virus]
SRR19115554|k141_31363/Caliciviridae/9707/9213-9381/1.3975423478260869	YP_009336629.1	39.4	2979	1539	54	778	9570	67	2817	0.0	1935.0	9707	2823	90.6	97.4	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
SRR19115554|k141_28804/Caliciviridae/8603/350-182/1.405378956521739	NP_049374.1	40.5	2845	1479	63	8336	18	149	2847	0.0	1923.0	8603	2858	96.7	94.4	NP_049374.1 polyprotein [Sacbrood virus]
SRR19115554|k141_14238/Limnipivirus/4930/969-1029/1.6696441463414633	NP_851403.1	66.4	1484	439	8	498	4928	11	1441	0.0	1904.0	4930	1933	89.9	74.0	NP_851403.1 non-structural polyprotein [Kashmir bee virus]
SRR19115554|k141_54088/Caliciviridae/5822/1268-1103/1.0057264166666666	YP_009552769.1	68.0	1390	437	6	5787	1624	1	1384	0.0	1886.0	5822	1761	71.5	78.6	YP_009552769.1 nonstructural polyprotein [Culex Bastrovirus-like virus]
ERR3179227|k141_2490/Potamipivirus/5041/336-510/1.8978272262773723	YP_009407905.1	58.7	1572	604	16	139	4791	722	2268	0.0	1854.0	5041	2268	92.3	68.2	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]
SRR19115553|k141_36433/Salivirus/3068/1670-1496/5.938983831775702	YP_009552280.1	96.1	945	37	0	2855	21	1	945	0.0	1822.0	3068	1527	92.4	61.9	YP_009552280.1 polyprotein P2/P3 [cadicivirus B1]
ERR3179227|k141_21283/Ampivirus/3791/2639-2462/1.658317105263158	YP_009336777.1	74.0	1226	279	4	3745	74	231	1418	0.0	1806.0	3791	2007	96.9	59.2	YP_009336777.1 hypothetical protein 1 [Wenzhou channeled applesnail virus 2]
SRR19115554|k141_11263/Salivirus/7602/483-315/2.7810671028037386	YP_009407943.1	99.7	913	3	0	2739	1	1	913	0.0	1805.0	7602	2145	36.0	42.6	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]
SRR19115554|k141_52651/Tremovirus/8514/7395-7491/2.345178016528925	NP_044945.1	53.0	1699	660	17	1099	5853	84	1757	0.0	1773.0	8514	1759	55.8	95.2	NP_044945.1 replicase polyprotein [Drosophila C virus]
SRR19115554|k141_10850/Avihepatovirus/6106/171-249/1.7522139603960398	YP_009272812.1	45.8	2079	1053	33	1	6087	614	2669	0.0	1765.0	6106	2694	99.7	76.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_16679/Norovirus/9210/7074-6954/1.691493880597015	YP_009342327.1	51.0	1907	802	24	8674	2993	42	1829	0.0	1745.0	9210	1830	61.7	97.7	YP_009342327.1 hypothetical protein 1 [Wuhan insect virus 11]
ERR3179227|k141_8621/Norovirus/8746/2226-2277/2.394898208955224	YP_009336557.1	55.4	1689	696	17	1133	6121	212	1869	0.0	1692.0	8746	1870	57.0	88.7	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]
SRR15534018|k141_72201/Sapovirus/7702/4545-4722/8.482721186440678	YP_006347580.1	41.2	2323	1273	35	3	6827	3	2281	0.0	1678.0	7702	2284	88.6	99.8	YP_006347580.1 polyprotein [Bat sapovirus TLC58/HK]
SRR19115553|k141_36521/Norovirus/8075/5786-5726/2.416537611940299	YP_008888535.1	50.8	1977	846	39	7585	1883	11	1937	0.0	1677.0	8075	1938	70.6	99.4	YP_008888535.1 non-structural polyprotein [Formica exsecta virus 1]
SRR19115553|k141_3704/Torchivirus/3353/827-719/1.8749123958333331	YP_009337438.1	70.3	1115	325	4	3333	4	1613	2726	0.0	1598.0	3353	2801	99.3	39.8	YP_009337438.1 hypothetical protein [Sanxia water strider virus 9]
SRR19115554|k141_46637/Ampivirus/10067/1742-1649/1.6150811304347827	YP_009342286.1	45.2	1953	850	26	9734	4029	7	1790	0.0	1573.0	10067	1794	56.7	99.4	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115554|k141_52522/Caliciviridae/7045/505-334/1.7588721739130435	YP_009337003.1	38.4	2426	1326	46	7045	134	407	2786	0.0	1537.0	7045	2786	98.1	85.4	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
ERR3179227|k141_26247/Torchivirus/2596/724-619/1.853486875	YP_009336540.1	86.9	870	107	3	2594	3	1076	1944	0.0	1527.0	2596	2070	99.8	42.0	YP_009336540.1 hypothetical protein 1 [Hubei picorna-like virus 15]
SRR19115554|k141_2847/Salivirus/5097/1872-2067/1.445841121495327	YP_009329985.1	46.4	1695	760	26	109	5097	16	1594	0.0	1444.0	5097	1701	97.9	92.8	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_40374/Harkavirus/5704/3802-3733/1.3512881034482758	YP_009342286.1	45.0	1802	904	28	5508	277	20	1792	0.0	1441.0	5704	1794	91.7	98.8	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115553|k141_23550/Rosavirus/3651/2181-2301/4.738127295081967	YP_009552279.1	77.4	924	201	4	520	3282	1	919	0.0	1430.0	3651	919	75.7	100.0	YP_009552279.1 polyprotein P1 [cadicivirus B1]
ERR3179227|k141_17734/Ampivirus/9294/1806-1719/1.7845017391304347	YP_009329985.1	43.1	1815	863	27	8702	3366	17	1697	0.0	1424.0	9294	1701	57.4	98.8	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115553|k141_27169/Tremovirus/9562/6852-6951/1.4610998347107438	YP_009329985.1	43.4	1729	790	18	221	5365	142	1696	0.0	1419.0	9562	1701	53.8	91.4	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_8362/Rosavirus/3699/1389-1287/1.4593805732484078	NP_851404.2	78.6	894	181	4	2909	240	1	888	0.0	1411.0	3699	888	72.2	100.0	NP_851404.2 structural polyprotein, partial [Kashmir bee virus]
ERR3179227|k141_12932/Passerivirus/9101/7593-7644/1.5593504310344828	YP_009342286.1	44.0	1819	916	32	641	5902	11	1792	0.0	1402.0	9101	1794	57.8	99.3	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115554|k141_29664/Cardiovirus/3049/2211-2283/1.4692897368421052	YP_009272812.1	65.9	1009	343	1	18	3044	1629	2636	0.0	1399.0	3049	2694	99.3	37.4	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_14110/Ampivirus/9565/6954-7116/2.2376063157894737	YP_009513239.1	46.0	1645	825	23	4731	9551	10	1629	0.0	1395.0	9565	2153	50.4	75.2	YP_009513239.1 RNA-dependent RNA polymerase [Solenopsis invicta virus 2]
SRR19115554|k141_17072/Caliciviridae/5505/492-324/1.4737473913043475	YP_009336612.1	40.9	1837	997	25	5501	132	1096	2890	0.0	1350.0	5505	2901	97.5	61.9	YP_009336612.1 hypothetical protein [Hubei picorna-like virus 39]
ERR3179227|k141_4730/Tremovirus/6796/913-832/1.561628429752066	YP_009329985.1	48.4	1432	669	12	6736	2483	321	1696	0.0	1328.0	6796	1701	62.6	80.9	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
ERR3179227|k141_20892/Norovirus/5843/3479-3359/2.6148858208955224	YP_009342327.1	47.7	1644	757	24	5103	247	44	1609	0.0	1325.0	5843	1830	83.1	85.6	YP_009342327.1 hypothetical protein 1 [Wuhan insect virus 11]
SRR19115554|k141_586/Tremovirus/7412/7005-7104/1.4273038016528925	YP_009342286.1	46.2	1611	792	24	612	5351	225	1792	0.0	1315.0	7412	1794	64.0	87.4	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115554|k141_7636/Ampivirus/7488/4701-4626/1.281523304347826	YP_009336629.1	38.2	2132	1076	43	6310	29	67	1987	0.0	1310.0	7488	2823	83.9	68.0	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
ERR3179227|k141_4063/Tremovirus/2592/1767-1668/2.4449547107438017	NP_733846.1	97.3	674	18	0	2590	569	133	806	0.0	1306.0	2592	807	78.0	83.5	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]
SRR19115554|k141_41166/Aalivirus/4071/1575-1476/2.229973833333333	YP_009272812.1	56.8	1166	462	11	3460	17	38	1179	0.0	1305.0	4071	2694	84.6	42.4	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115553|k141_36442/Megrivirus/3991/733-694/1.0135329268292683	YP_010563504.1	72.6	872	239	0	2751	136	1	872	0.0	1285.0	3991	874	65.5	99.8	YP_010563504.1 DNA polymerase [Klebsiella phage vB_KpP_FBKp27]
SRR19115553|k141_35473/Norovirus/3188/693-744/1.7360183582089552	NP_044945.1	55.3	1142	421	8	4	3186	264	1397	0.0	1229.0	3188	1759	99.8	64.5	NP_044945.1 replicase polyprotein [Drosophila C virus]
SRR19115553|k141_11111/Avihepatovirus/9886/2025-2121/1.9471757425742573	YP_009330055.1	31.5	2805	1596	69	1848	9611	62	2758	0.0	1225.0	9886	2760	78.5	97.7	YP_009330055.1 hypothetical protein [Hubei picorna-like virus 31]
ERR3179227|k141_2418/Salivirus/3813/3336-3141/1.386031401869159	YP_009342286.1	56.0	1193	448	11	3555	1	542	1665	0.0	1194.0	3813	1794	93.2	62.7	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115553|k141_37108/Cosavirus/2051/1809-1884/1.096710887096774	YP_009351892.1	83.7	673	110	0	20	2038	2138	2810	0.0	1192.0	2051	3057	98.4	22.0	YP_009351892.1 polyprotein [Pityohyphantes rubrofasciatus iflavirus]
SRR19115554|k141_25931/Tremovirus/2285/1335-1419/1.423530082644628	NP_851404.2	77.6	758	161	3	1	2265	64	815	0.0	1187.0	2285	888	99.1	84.7	NP_851404.2 structural polyprotein, partial [Kashmir bee virus]
SRR19115554|k141_53189/Tremovirus/5310/1410-1320/2.143744628099173	NP_044946.1	65.5	915	286	9	2750	21	5	894	0.0	1185.0	5310	901	51.4	98.8	NP_044946.1 capsid polyprotein, partial [Drosophila C virus]
SRR19115553|k141_16787/Salivirus/4319/1581-1770/1.9494468224299064	YP_009345910.1	48.9	1326	611	19	375	4319	26	1296	0.0	1177.0	4319	1618	91.3	78.6	YP_009345910.1 non-structural polyprotein [Bat badicivirus 1]
SRR19115554|k141_3579/Cosavirus/3194/1623-1701/1.4209658064516129	YP_001040002.1	68.5	788	243	4	227	2578	1113	1899	0.0	1123.0	3194	1900	73.6	41.4	YP_001040002.1 polymerase polyprotein [Israeli acute paralysis virus]
SRR19115553|k141_18796/Norovirus/8680/727-670/1.4562367521367523	YP_009165593.1	31.2	2797	1628	72	7915	23	270	2940	0.0	1117.0	8680	3185	90.9	83.9	YP_009165593.1 polyprotein [Opsiphanes invirae iflavirus 1]
SRR19115554|k141_3691/Astroviridae/2683/658-577/1.146112972972973	YP_007438853.1	99.5	546	3	0	2420	783	402	947	0.0	1109.0	2683	947	61.1	57.7	YP_007438853.1 polyprotein P2ab [Ryegrass mottle virus]
SRR19115554|k141_51149/Caliciviridae/5129/2912-2816/1.27226575	YP_009140562.1	40.4	1584	675	19	4209	4	93	1589	0.0	1092.0	5129	3057	82.0	49.0	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR19115554|k141_9993/Ampivirus/4450/4167-4254/1.9025308695652168	YP_009342287.1	74.4	762	154	10	2235	4448	1	745	0.0	1090.0	4450	1165	49.8	63.9	YP_009342287.1 hypothetical protein 2 [Wuhan arthropod virus 2]
SRR19115554|k141_21618/Rosavirus/2355/2214-2313/1.253243694267516	NP_066242.1	95.1	572	28	0	639	2354	7	578	0.0	1083.0	2355	914	72.9	62.6	NP_066242.1 capsid protein [Acute bee paralysis virus]
SRR19115554|k141_28630/Sapovirus/9572/311-194/1.722196355932203	YP_009337003.1	29.3	2876	1670	71	8210	24	21	2675	0.0	1071.0	9572	2786	85.5	95.3	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
SRR19115554|k141_57634/Potamipivirus/7616/945-987/1.5121952755905512	YP_003934933.1	48.4	1193	567	17	1609	5100	308	1480	0.0	1045.0	7616	1480	45.9	79.3	YP_003934933.1 coat protein [Armigeres subalbatus virus SaX06-AK20]
SRR19115554|k141_2258/Norovirus/10808/9578-9518/1.0618466929133858	YP_010105024.1	76.3	931	220	1	9866	7074	1	930	0.0	1043.0	10808	2479	25.8	37.5	YP_010105024.1 tail protein [Acinetobacter phage VB_ApiP_XC38]
ERR3179227|k141_22050/Vesivirus/3766/3511-3376/1.296088823529412	YP_009336507.1	63.2	821	292	6	2444	6	1	819	0.0	1043.0	3766	1040	64.8	78.8	YP_009336507.1 hypothetical protein 2 [Hubei orthoptera virus 3]
SRR19115554|k141_36873/Caliciviridae/1816/1236-1341/1.3788318260869563	YP_009336830.1	82.7	600	104	0	1	1800	1569	2168	0.0	1035.0	1816	3146	99.1	19.1	YP_009336830.1 hypothetical protein [Hubei arthropod virus 3]
ERR3179227|k141_31851/Kunsagivirus/1989/981-1089/1.4433811475409837	YP_009344960.1	74.4	665	167	2	4	1989	1330	1994	0.0	1026.0	1989	3021	99.8	22.0	YP_009344960.1 polyprotein [Helicoverpa armigera iflavirus]
SRR19115554|k141_51325/Vesivirus/5656/1318-1231/1.0375430147058824	YP_009230207.1	55.1	928	407	5	5576	2796	5	923	0.0	1021.0	5656	1006	49.2	91.4	YP_009230207.1 capsid protein [Camponotus nipponicus virus]
SRR19115553|k141_28650/Tremovirus/4309/1233-1344/1.81155088	YP_009337018.1	41.3	1524	743	27	73	4293	1076	2565	0.0	1018.0	4309	2953	98.0	50.5	YP_009337018.1 hypothetical protein [Hubei picorna-like virus 48]
SRR19115554|k141_57665/Ailurivirus/2114/1284-1383/1.1967236241610737	YP_009272812.1	68.7	697	217	1	19	2109	1941	2636	0.0	1010.0	2114	2694	98.9	25.8	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_56106/Salivirus/2532/1527-1332/1.4423400000000002	YP_009342286.1	66.7	804	249	5	2429	21	314	1099	0.0	1005.0	2532	1794	95.1	43.8	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
ERR3179227|k141_22530/Norovirus/4936/2505-2556/1.5456840298507462	YP_009329985.1	39.2	1446	639	23	674	4894	4	1248	0.0	994.0	4936	1701	85.5	73.2	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_1197/Tremovirus/3711/2553-2466/2.304255867768595	YP_009272812.1	51.8	962	434	13	2833	5	274	1224	1.58e-316	962.0	3711	2694	76.2	35.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_39416/Caliciviridae/3527/671-533/1.0400712080536914	YP_009337152.1	43.0	1160	623	15	3487	11	1710	2832	3.3e-313	955.0	3527	2876	98.6	39.0	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]
SRR19115554|k141_32846/Salivirus/5560/4762-4570/2.333732710280374	YP_009345054.1	32.4	2039	1036	39	5541	277	193	2175	1.54e-306	945.0	5560	2189	94.7	90.6	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR19115554|k141_969/Salivirus/10685/2628-2820/2.367255327102804	YP_009345054.1	34.1	2092	1005	40	1654	6936	126	2170	3.7999999999999998e-292	944.0	10685	2189	49.4	93.4	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR19115554|k141_51758/Rosavirus/3356/2583-2634/1.457118666666667	YP_009272812.1	44.6	1134	601	12	3	3335	1224	2353	7.19e-306	930.0	3356	2694	99.3	41.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_5261/Teschovirus/1676/1637-1538/1.6974085714285716	YP_009407905.1	81.3	560	102	3	1676	3	801	1359	1.49e-318	930.0	1676	2268	99.9	24.6	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]
SRR19115554|k141_30637/Norovirus/2677/1936-1834/1.5704438888888888	YP_009272812.1	51.1	897	394	6	2675	9	1303	2162	5.099999999999999e-308	926.0	2677	2694	99.6	31.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115553|k141_20319/Tremovirus/2938/2610-2700/2.238148181818182	NP_044946.1	79.4	562	113	1	1251	2936	1	559	0.0	911.0	2938	901	57.4	62.0	NP_044946.1 capsid polyprotein, partial [Drosophila C virus]
SRR19115553|k141_10783/Caliciviridae/11006/1892-1721/4.169655	YP_009337174.1	28.9	2371	1488	56	10182	3271	141	2381	1.0800000000000001e-271	894.0	11006	2408	62.8	93.1	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR19115554|k141_37324/Caliciviridae/10899/9168-9339/4.170862166666667	YP_009337174.1	28.9	2371	1489	56	877	7788	141	2381	9.69e-271	891.0	10899	2408	63.4	93.1	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR19115554|k141_3298/Norovirus/1923/1227-1263/1.130699142857143	YP_007438854.1	99.5	442	2	0	596	1921	1	442	4.6e-318	875.0	1923	553	69.0	79.9	YP_007438854.1 polyprotein P2a [Ryegrass mottle virus]
ERR3179227|k141_24304/Tremovirus/2086/364-277/2.529955123966942	YP_009336541.1	88.4	491	56	1	1476	4	1	490	9.93e-311	867.0	2086	773	70.6	63.4	YP_009336541.1 hypothetical protein 2 [Hubei picorna-like virus 15]
ERR3179227|k141_12245/Harkavirus/2439/1512-1464/2.378539	NP_733845.1	98.3	424	7	0	1719	448	1612	2035	4.439999999999999e-292	866.0	2439	2035	52.2	20.8	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_39694/Harkavirus/1769/264-312/2.4641578571428573	NP_733845.1	92.9	439	31	0	13	1329	1597	2035	7.59e-295	863.0	1769	2035	74.4	21.6	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
ERR3179227|k141_9829/Lagovirus/11485/6849-6933/1.6141125252525252	YP_009336820.1	28.4	2702	1659	72	3150	10742	1466	4056	7.040000000000001e-252	862.0	11485	4206	66.1	61.6	YP_009336820.1 hypothetical protein [Hubei picorna-like virus 53]
SRR19115554|k141_21798/Harkavirus/3015/465-396/2.5767056603773586	YP_009329822.1	58.7	681	278	3	3015	982	844	1524	1.09e-281	832.0	3015	1524	67.5	44.7	YP_009329822.1 replicative protein [Bivalve RNA virus G5]
SRR19115554|k141_16006/Sapovirus/4374/627-528/1.1754331355932202	YP_009140562.1	36.4	1514	863	38	4370	21	1572	3049	6.66e-261	828.0	4374	3057	99.5	48.3	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR19115553|k141_21630/Salivirus/8029/4431-4599/1.816030654205608	YP_009337053.1	27.0	2785	1707	73	9	8027	662	3236	1.93e-244	820.0	8029	3530	99.9	72.9	YP_009337053.1 hypothetical protein [Hubei picorna-like virus 50]
ERR3179227|k141_18992/Salivirus/3638/3278-3104/3.3132097196261685	YP_009407943.1	40.9	1172	605	20	3460	2	692	1794	7.250000000000001e-266	815.0	3638	2145	95.1	51.4	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]
SRR19115554|k141_41356/Norovirus/1644/1089-1191/1.558401296296296	YP_009272812.1	68.9	547	169	1	2	1642	1188	1733	3.4199999999999997e-268	806.0	1644	2694	99.8	20.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115553|k141_29419/Tremovirus/2060/1280-1193/2.3821175206611573	YP_009336541.1	61.3	674	242	9	2058	58	112	773	3.2899999999999997e-282	795.0	2060	773	97.1	85.6	YP_009336541.1 hypothetical protein 2 [Hubei picorna-like virus 15]
SRR19115553|k141_4244/Ailurivirus/2250/384-312/1.2829478523489932	YP_009272812.1	51.3	754	345	5	2249	3	1749	2485	5.58e-256	782.0	2250	2694	99.9	27.4	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_38841/Tremovirus/5861/1151-1052/2.0567100826446283	YP_009336557.1	50.6	785	379	5	5070	2737	1087	1869	1.03e-245	778.0	5861	1870	39.8	41.9	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]
SRR19115554|k141_12397/Potamipivirus/3270/345-534/1.3745191240875914	YP_009336571.1	41.9	1106	488	18	1	3270	461	1427	4.06e-251	764.0	3270	1820	100.0	53.1	YP_009336571.1 hypothetical protein 1 [Hubei diptera virus 1]
SRR19115554|k141_5402/Ampivirus/2320/1002-1077/1.437847304347826	YP_009336629.1	51.0	773	335	11	20	2320	218	952	3.3099999999999997e-246	758.0	2320	2823	99.2	26.0	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
SRR19115554|k141_44827/Caliciviridae/7743/6681-6852/4.0995045	YP_009337174.1	29.9	1869	1172	47	3	5381	577	2383	4.2799999999999996e-228	756.0	7743	2408	69.5	75.0	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR19115553|k141_8842/Avihepatovirus/2548/498-597/3.285820792079208	YP_009361997.1	46.1	853	432	12	2	2548	196	1024	3.19e-247	754.0	2548	2207	100.0	37.6	YP_009361997.1 polyprotein [parechovirus D1]
SRR19115554|k141_22904/Ampivirus/4441/853-763/1.7554306086956522	YP_009329985.1	54.7	675	299	4	4440	2431	1029	1701	4.67e-243	753.0	4441	1701	45.3	39.6	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_24449/Caliciviridae/2826/222-51/1.8873543478260868	YP_009337003.1	45.9	916	468	15	2710	14	1829	2733	7.1599999999999995e-242	753.0	2826	2786	95.4	32.5	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
ERR3179227|k141_24752/Salivirus/1169/101-41/1.0247554310344826	NP_733845.1	94.0	384	23	0	1152	1	1049	1432	1.2900000000000001e-247	731.0	1169	2035	98.5	18.9	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
ERR3179227|k141_28166/Caliciviridae/1581/324-228/1.48990125	YP_009336778.1	68.5	511	161	0	1537	5	214	724	1.49e-254	729.0	1581	1106	97.0	46.2	YP_009336778.1 hypothetical protein 2 [Wenzhou channeled applesnail virus 2]
SRR19115554|k141_45156/Astroviridae/1226/942-1050/1.0551302521008403	YP_009164038.1	84.1	402	64	0	18	1223	26	427	4.52e-262	723.0	1226	539	98.4	74.6	YP_009164038.1 RNA-dependent RNA polymerase [Verticillium dahliae partitivirus 1]
