qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR25999231|k141_7237/Hepatovirus/1442/396-1440/9.444609830508474	YP_009336994.1	35.1	496	292	13	10	1440	1337	1821	1.58e-72	253.0	1442	1911	99.2	25.4	YP_009336994.1 hypothetical protein 1 [Wenzhou picorna-like virus 28]
SRR14089789|k119_79377/Sicinivirus/2225/1215-1251/1.017077289719626	YP_010783268.1	37.7	371	216	6	2098	1010	2	365	5.75e-73	244.0	2225	367	48.9	99.2	YP_010783268.1 phosphoserine aminotransferase [Tetraselmis virus 1]
SRR14089792|k119_42585/Sicinivirus/2218/1009-973/1.0174670093457945	YP_010783268.1	37.7	371	216	6	127	1215	2	365	5.54e-73	244.0	2218	367	49.1	99.2	YP_010783268.1 phosphoserine aminotransferase [Tetraselmis virus 1]
SRR14089793|k119_58304/Sicinivirus/2214/1017-981/1.0178520560747664	YP_010783268.1	37.7	371	216	6	133	1221	2	365	5.440000000000001e-73	244.0	2214	367	49.2	99.2	YP_010783268.1 phosphoserine aminotransferase [Tetraselmis virus 1]
SRR14089791|k119_128163/Sicinivirus/2357/1061-1025/1.008813831775701	YP_010783268.1	37.7	371	216	6	177	1265	2	365	1.2400000000000001e-72	244.0	2357	367	46.2	99.2	YP_010783268.1 phosphoserine aminotransferase [Tetraselmis virus 1]
SRR25999231|k141_26791/Potamipivirus/785/102-138/1.2928108602150536	YP_010669815.1	53.2	218	94	1	783	130	105	314	1.39e-78	243.0	785	334	83.3	62.9	YP_010669815.1 nucleotide-sugar epimerase [Synechococcus phage S-SCSM1]
SRR25999230|k141_81533/Crohivirus/4996/4672-4183/5.631580952380952	YP_009337741.1	27.0	858	555	25	2804	318	9	824	1.66e-63	238.0	4996	882	49.8	92.5	YP_009337741.1 hypothetical protein 3 [Hubei odonate virus 7]
SRR25999230|k141_7962/Cosavirus/2155/804-1194/2.172210581395349	YP_009252331.1	45.7	256	133	5	427	1182	2	255	1.94e-68	228.0	2155	273	35.1	93.0	YP_009252331.1 replication associated protein [Deer faeces associated circular DNA virus 1]
SRR25999230|k141_47744/Lagovirus/367/289-238/1.0798923148148147	YP_009310053.1	88.4	121	14	0	2	364	400	520	1.8500000000000002e-72	227.0	367	533	98.9	22.7	YP_009310053.1 ORF3 [Parus major densovirus]
SRR25999231|k141_32073/Astroviridae/447/441-0/15.811902666666668	YP_009664789.1	69.1	152	43	2	444	1	217	368	2.2199999999999998e-67	221.0	447	850	99.3	17.9	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR6202123|k119_29/Torchivirus/518/381-411/1.2144349166666666	YP_006990210.1	71.9	139	39	0	100	516	1	139	3.51e-68	213.0	518	340	80.5	40.9	YP_006990210.1 DNA ligase [Stenotrophomonas phage IME15]
SRR25999230|k141_35426/Aphthovirus/4145/405-888/3.224868073394496	YP_009010984.1	21.7	1352	883	44	370	4143	400	1669	4.4699999999999994e-54	212.0	4145	3010	91.0	42.2	YP_009010984.1 polyprotein [Spodoptera exigua iflavirus 2]
SRR25999231|k141_26929/Astroviridae/970/3-840/24.099255333333332	YP_006905858.1	44.3	282	142	7	2	823	486	760	3.43e-58	204.0	970	889	84.7	30.9	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR25999230|k141_60372/Astroviridae/365/359-5/7.928998666666667	YP_009480672.1	81.8	121	22	0	363	1	128	248	5.25e-62	202.0	365	618	99.5	19.6	YP_009480672.1 ORF2 [Bat Middle East Hepe-Astrovirus]
SRR25999230|k141_10451/Astroviridae/459/6-426/4.232257333333333	YP_009408590.1	68.0	150	47	1	4	450	256	405	1.74e-60	199.0	459	631	97.4	23.8	YP_009408590.1 structural polyprotein [Bastrovirus/VietNam/Bat/16715_78]
SRR25999230|k141_38093/Hunnivirus/3384/2931-2892/1.215523925925926	YP_010765823.1	35.2	307	196	1	1466	2377	25	331	1.23e-54	197.0	3384	351	27.0	87.5	YP_010765823.1 hypothetical protein QGM56_gp64 [Pseudomonas phage vB_PaeP_E220]
SRR25999230|k141_66456/Parechovirus/7009/4792-3898/4.857168833333334	YP_009337367.1	29.8	440	275	9	5358	4060	88	500	1.25e-48	196.0	7009	1945	18.5	21.2	YP_009337367.1 hypothetical protein 2 [Hubei picorna-like virus 66]
SRR25999231|k141_72537/Astroviridae/705/669-66/2.129343133333333	YP_009664789.1	46.8	237	97	5	662	30	547	780	1.47e-55	192.0	705	850	89.8	27.5	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR25999231|k141_42382/Avisivirus/10004/608-563/1.3297677777777777	YP_007675727.1	45.2	219	110	3	5388	4753	6	221	2.47e-52	188.0	10004	236	6.4	91.5	YP_007675727.1 QueC-like queuosine biosynthesis [Cellulophaga phage phiSM]
SRR25999230|k141_79391/Hepatovirus/1069/378-1065/3.862255508474576	NP_853560.2	36.1	302	180	5	197	1066	2414	2714	2.54e-50	184.0	1069	2893	81.4	10.4	NP_853560.2 polyprotein [Deformed wing virus]
SRR25999231|k141_9322/Oscivirus/712/444-498/1.1147442592592591	YP_009914777.1	93.9	98	6	0	221	514	109	206	1.96e-57	184.0	712	215	41.3	45.6	YP_009914777.1 ead/Ea22-like family protein [Escherichia phage D6]
SRR25999230|k141_31631/Astroviridae/552/540-297/1.0840329333333334	YP_009337677.1	48.1	181	93	1	550	8	536	715	1.85e-52	182.0	552	939	98.4	19.2	YP_009337677.1 hypothetical protein 1 [Beihai tombus-like virus 15]
SRR25999231|k141_66171/Hepatovirus/701/459-657/1.1867261864406775	YP_009337707.1	47.6	208	104	3	80	700	2	205	8.449999999999999e-54	179.0	701	344	88.6	59.3	YP_009337707.1 hypothetical protein 2 [Hubei tombus-like virus 24]
SRR14089789|k119_32441/Lagovirus/377/120-210/1.053043333333333	YP_009163846.1	65.3	121	42	0	377	15	109	229	1.54e-56	179.0	377	272	96.3	44.5	YP_009163846.1 Rnase H [Scale drop disease virus]
SRR25999230|k141_61128/Oscivirus/351/171-195/1.1132883177570094	NP_046913.1	81.0	100	19	0	302	3	1	100	1.67e-56	178.0	351	251	85.5	39.8	NP_046913.1 minor tail protein [Escherichia phage N15]
SRR25999231|k141_9234/Mamastrovirus/424/300-327/1.454888534482759	YP_009900485.1	66.7	132	44	0	423	28	28	159	4.61e-55	177.0	424	309	93.4	42.7	YP_009900485.1 cysteine synthase [Lactococcus phage AM6]
SRR25999231|k141_51424/Astroviridae/492/186-222/1.0261433070866142	NP_056791.3	54.3	164	66	4	18	491	378	538	6.9e-49	169.0	492	667	96.3	24.1	NP_056791.3 env protein [Gibbon ape leukemia virus]
SRR25999230|k141_19587/Cosavirus/301/280-253/1.259090818181818	YP_009310056.1	81.8	99	18	0	2	298	101	199	1e-50	164.0	301	303	98.7	32.7	YP_009310056.1 ORF2 [Parus major densovirus]
SRR25999230|k141_29324/Torchivirus/308/243-276/1.116260347826087	YP_009310053.1	78.0	100	22	0	2	301	255	354	8.85e-49	164.0	308	533	97.4	18.8	YP_009310053.1 ORF3 [Parus major densovirus]
SRR14089793|k119_23556/Erbovirus/436/378-399/1.0007163106796115	YP_009173309.1	70.7	99	29	0	139	435	4	102	3.27e-50	160.0	436	150	68.1	66.0	YP_009173309.1 ubiquitin conjugating enzyme E2 [Chrysochromulina ericina virus]
SRR25999230|k141_79171/Parechovirus/698/662-212/5.150707916666667	YP_009047190.1	44.0	218	102	6	665	18	346	545	8.96e-44	160.0	698	2043	92.8	9.8	YP_009047190.1 VP2 [Drosophila immigrans Nora virus]
SRR14089791|k119_17665/Vesivirus/1308/969-1008/1.0055010869565215	YP_009015381.1	51.9	156	72	2	841	1308	1	153	6.5900000000000006e-43	159.0	1308	442	35.8	34.6	YP_009015381.1 clamp loader of DNA polymerase [Bacillus phage G]
SRR25999231|k141_17254/Senecavirus/780/243-267/1.0205562962962962	YP_009900637.1	39.1	256	143	5	40	780	84	335	2.24e-43	157.0	780	564	95.0	44.7	YP_009900637.1 DNA helicase [Lactococcus phage Q33]
SRR25999230|k141_72360/Erbovirus/307/225-261/1.0134666417910447	YP_009310055.1	85.1	87	13	0	2	262	473	559	1.49e-45	157.0	307	593	85.0	14.7	YP_009310055.1 ORF1 [Parus major densovirus]
SRR14089793|k119_42272/Harkavirus/2547/462-414/1.5585546534653467	YP_010781237.1	32.2	339	195	7	348	1346	45	354	2.17e-39	152.0	2547	355	39.2	87.3	YP_010781237.1 DEHA2D17908p [Tupanvirus deep ocean]
SRR14089791|k119_99523/Harkavirus/1613/476-428/1.6298271287128714	YP_010782621.1	31.3	339	198	7	361	1359	45	354	3.3299999999999997e-40	152.0	1613	354	61.9	87.6	YP_010782621.1 putative phosphoribosyl pyrophosphate synthetase [Tupanvirus soda lake]
SRR14089790|k119_6963/Harkavirus/1597/460-412/1.6316193069306932	YP_010781237.1	32.2	339	195	7	345	1343	45	354	1.63e-40	152.0	1597	355	62.6	87.3	YP_010781237.1 DEHA2D17908p [Tupanvirus deep ocean]
SRR14089792|k119_20965/Harkavirus/1591/454-406/1.6322226732673266	YP_010782621.1	31.3	339	198	7	339	1337	45	354	2.9599999999999997e-40	152.0	1591	354	62.8	87.6	YP_010782621.1 putative phosphoribosyl pyrophosphate synthetase [Tupanvirus soda lake]
SRR14089789|k119_73121/Harkavirus/1607/470-422/1.6304238613861386	YP_010781237.1	32.2	339	195	7	355	1353	45	354	1.7299999999999999e-40	152.0	1607	355	62.2	87.3	YP_010781237.1 DEHA2D17908p [Tupanvirus deep ocean]
SRR25999231|k141_47872/Norovirus/513/201-330/1.113958	YP_010803017.1	46.1	154	83	0	51	512	357	510	6.719999999999999e-42	151.0	513	795	90.1	19.4	YP_010803017.1 phosphoenolpyruvate synthase [Fadolivirus algeromassiliense]
SRR1022354|k119_1398/Norovirus/680/15-609/2.166737988826816	YP_009342325.1	36.4	236	138	3	9	680	2398	2633	9.13e-41	151.0	680	3700	98.8	6.4	YP_009342325.1 hypothetical protein [Wuhan house centipede virus 3]
SRR14089790|k119_29297/Erbovirus/275/59-38/1.0801003883495144	YP_009173309.1	73.3	90	24	0	271	2	13	102	2.4400000000000003e-47	150.0	275	150	98.2	60.0	YP_009173309.1 ubiquitin conjugating enzyme E2 [Chrysochromulina ericina virus]
SRR25999230|k141_24326/Astroviridae/371/258-297/1.0673964566929135	NP_056791.3	54.5	121	54	1	7	366	351	471	1.2199999999999999e-42	150.0	371	667	97.0	18.1	NP_056791.3 env protein [Gibbon ape leukemia virus]
SRR25999230|k141_21981/Avihepatovirus/1326/1104-1059/1.4488381609195402	YP_010781780.1	43.1	181	100	2	217	759	72	249	7.22e-41	149.0	1326	251	41.0	70.9	YP_010781780.1 hypothetical protein QJ857_gp0927 [Tupanvirus soda lake]
SRR25999230|k141_3769/Tremovirus/301/240-282/1.54397	YP_009310055.1	86.6	82	11	0	263	18	462	543	2.49e-41	145.0	301	593	81.7	13.8	YP_009310055.1 ORF1 [Parus major densovirus]
SRR25999230|k141_50644/Aalivirus/325/307-268/1.1337484466019416	YP_009310052.1	92.5	67	5	0	202	2	1	67	8.44e-45	145.0	325	170	61.8	39.4	YP_009310052.1 ORF5 [Parus major densovirus]
SRR25999230|k141_69976/Astroviridae/301/3-300/5.034241333333333	YP_009480672.1	73.0	100	27	0	2	301	123	222	2.3e-41	145.0	301	618	99.7	16.2	YP_009480672.1 ORF2 [Bat Middle East Hepe-Astrovirus]
SRR25999231|k141_58335/Mamastrovirus/2326/1617-1656/1.0757226605504586	NP_958229.1	33.7	300	196	3	862	1761	1	297	4.74e-37	144.0	2326	306	38.7	97.1	NP_958229.1 IS3-like element IS911 family transposase [Shigella phage Sf6]
SRR25999230|k141_33326/Aalivirus/282/159-81/1.017176971830986	YP_009310054.1	94.3	70	4	0	73	282	1	70	3.92e-43	143.0	282	265	74.5	26.4	YP_009310054.1 ORF4 [Parus major densovirus]
SRR25999231|k141_699/Parechovirus/490/135-405/4.650822499999999	YP_009047190.1	50.7	134	64	1	86	487	384	515	7.36e-38	140.0	490	2043	82.0	6.5	YP_009047190.1 VP2 [Drosophila immigrans Nora virus]
SRR25999230|k141_36794/Crohivirus/2381/2378-1913/4.8718788095238095	YP_009337739.1	29.8	342	223	5	2380	1373	2209	2539	2.11e-31	136.0	2381	2556	42.3	12.9	YP_009337739.1 hypothetical protein 1 [Hubei odonate virus 7]
SRR25999231|k141_52234/Lagovirus/597/99-45/1.278388686868687	YP_009882645.1	98.6	71	1	0	82	294	1	71	1.4999999999999999e-40	135.0	597	71	35.7	100.0	YP_009882645.1 ribosomal protein S21 [Klebsiella phage ST13-OXA48phi12.1]
SRR14089791|k119_22103/Vesivirus/319/147-192/1.0689683802816905	YP_001425859.1	60.4	101	40	0	3	305	64	164	6.5600000000000005e-37	134.0	319	712	95.0	14.2	YP_001425859.1 Holliday junction branch migration helicase [Paramecium bursaria Chlorella virus FR483]
SRR25999230|k141_29353/Crohivirus/427/6-423/2.998825714285714	YP_001285409.1	44.4	142	77	1	1	426	2661	2800	4.8100000000000004e-36	134.0	427	2983	99.8	4.7	YP_001285409.1 polyprotein [Brevicoryne brassicae virus - UK]
SRR25999230|k141_68326/Mamastrovirus/1466/393-432/1.1421367889908256	YP_008766887.1	35.4	175	112	1	19	543	94	267	1.89e-33	130.0	1466	270	35.8	64.4	YP_008766887.1 transposase [Shigella phage SfIV]
SRR14089792|k119_5496/Parechovirus/5519/1970-1934/1.305036460176991	YP_009162415.1	28.7	321	173	7	3103	2141	6	270	9.860000000000001e-32	129.0	5519	283	17.4	93.6	YP_009162415.1 serine-threonine kinase [Salmon gill poxvirus]
SRR14089790|k119_67330/Parechovirus/5511/1962-1926/1.305243539823009	YP_009162415.1	28.7	321	173	7	3095	2133	6	270	9.84e-32	129.0	5511	283	17.5	93.6	YP_009162415.1 serine-threonine kinase [Salmon gill poxvirus]
SRR14089791|k119_84919/Erbovirus/216/156-177/1.1254886407766989	YP_009173309.1	80.3	71	14	0	3	215	32	102	2.47e-39	129.0	216	150	98.6	47.3	YP_009173309.1 ubiquitin conjugating enzyme E2 [Chrysochromulina ericina virus]
SRR14089793|k119_58122/Parechovirus/5503/1966-1930/1.305383185840708	YP_009162415.1	28.7	321	173	7	3100	2138	6	270	9.83e-32	129.0	5503	283	17.5	93.6	YP_009162415.1 serine-threonine kinase [Salmon gill poxvirus]
SRR14089791|k119_127775/Parechovirus/5632/1966-1930/1.302435663716814	YP_009162415.1	28.7	321	173	7	3099	2137	6	270	1.0100000000000001e-31	129.0	5632	283	17.1	93.6	YP_009162415.1 serine-threonine kinase [Salmon gill poxvirus]
SRR14089789|k119_13157/Parechovirus/5526/1977-1941/1.304885663716814	YP_009162415.1	28.7	321	173	7	3110	2148	6	270	9.87e-32	129.0	5526	283	17.4	93.6	YP_009162415.1 serine-threonine kinase [Salmon gill poxvirus]
SRR25999230|k141_46886/Aalivirus/301/244-157/1.069859837398374	YP_002274288.1	60.6	99	39	0	299	3	151	249	1.6800000000000002e-35	127.0	301	390	98.7	25.4	YP_002274288.1 peptidase [Stx2-converting phage 1717]
SRR25999230|k141_82279/Kobuvirus/442/294-429/1.1242215333333334	YP_009252331.1	44.1	143	77	3	11	436	28	168	2.27e-34	123.0	442	273	96.4	51.6	YP_009252331.1 replication associated protein [Deer faeces associated circular DNA virus 1]
SRR14089789|k119_30331/Limnipivirus/304/177-213/1.0043704629629628	YP_009449015.1	54.5	101	46	0	2	304	11	111	1.7e-35	122.0	304	197	99.7	51.3	YP_009449015.1 GTP ras-related protein Rac1 [Orpheovirus IHUMI-LCC2]
SRR25999230|k141_27027/Hepatovirus/301/133-97/1.185752743362832	YP_009310052.1	85.7	63	9	0	200	12	108	170	1.0600000000000001e-35	122.0	301	170	62.8	37.1	YP_009310052.1 ORF5 [Parus major densovirus]
SRR25999231|k141_62298/Astroviridae/441/63-384/1.0602775333333334	YP_009664789.1	43.2	169	70	5	2	430	569	737	1.9600000000000001e-31	120.0	441	850	97.3	19.9	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR25999231|k141_15322/Crohivirus/2025/447-969/4.302156547619047	NP_733846.1	23.8	667	346	28	109	2025	263	795	8.870000000000001e-27	119.0	2025	807	94.7	66.0	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]
SRR25999231|k141_54989/Astroviridae/537/378-90/5.050812666666667	YP_009664791.1	50.7	134	55	3	373	2	402	534	3.8699999999999995e-30	118.0	537	845	69.3	15.7	YP_009664791.1 capsid protein precursor [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25999231|k141_60392/Norovirus/2385/2019-2325/1.0683882681564247	YP_009345893.1	30.6	229	152	3	1709	2380	301	527	2.23e-25	117.0	2385	3531	28.2	6.4	YP_009345893.1 hypothetical protein [Wuhan insect virus 12]
SRR25999230|k141_70152/Astroviridae/301/3-219/3.583088	YP_009480672.1	78.1	73	16	0	3	221	107	179	4.01e-30	114.0	301	618	72.8	11.8	YP_009480672.1 ORF2 [Bat Middle East Hepe-Astrovirus]
SRR14089790|k119_46874/Ailurivirus/467/377-353/1.0402471363636363	YP_010780883.1	51.1	92	45	0	175	450	4	95	1.8599999999999997e-30	111.0	467	193	59.1	47.7	YP_010780883.1 rab family small GTPase [Tupanvirus deep ocean]
SRR14089791|k119_102144/Sicinivirus/3885/945-903/1.156417927927928	YP_010778246.1	29.0	286	172	11	1612	2445	14	276	1.3299999999999999e-24	110.0	3885	384	21.5	68.5	YP_010778246.1 serine/threonine protein kinase [Bodo saltans virus]
SRR25999231|k141_70329/Tottorivirus/609/603-171/3.141847904761905	NP_620562.1	36.6	161	87	3	609	130	683	829	8.56e-27	110.0	609	1795	78.8	8.2	NP_620562.1 nonstructural protein precursor, partial [Triatoma virus]
SRR25999230|k141_6147/Crohivirus/322/78-102/1.1095773148148147	YP_009310055.1	85.2	61	9	0	140	322	298	358	2.28e-28	110.0	322	593	56.8	10.3	YP_009310055.1 ORF1 [Parus major densovirus]
SRR14089790|k119_22696/Ampivirus/2163/1509-1476/1.3352488095238093	YP_007003813.1	72.8	81	22	0	455	213	5	85	1.3700000000000001e-27	109.0	2163	88	11.2	92.0	YP_007003813.1 protein ORF151D [Cyprinid herpesvirus 1]
SRR14089789|k119_122763/Ampivirus/2336/660-693/1.3214447619047618	YP_007003813.1	72.8	81	22	0	1715	1957	5	85	1.5e-27	109.0	2336	88	10.4	92.0	YP_007003813.1 protein ORF151D [Cyprinid herpesvirus 1]
SRR14089793|k119_21579/Ampivirus/2357/1676-1643/1.3198191666666663	YP_007003813.1	72.8	81	22	0	622	380	5	85	1.5100000000000001e-27	109.0	2357	88	10.3	92.0	YP_007003813.1 protein ORF151D [Cyprinid herpesvirus 1]
SRR14089791|k119_135431/Ampivirus/2343/1671-1638/1.3207430952380952	YP_007003813.1	72.8	81	22	0	617	375	5	85	1.5e-27	109.0	2343	88	10.4	92.0	YP_007003813.1 protein ORF151D [Cyprinid herpesvirus 1]
SRR14089792|k119_51667/Erbovirus/213/153-132/1.128158155339806	YP_003969734.1	71.2	66	19	0	212	15	66	131	1.87e-31	109.0	213	150	93.0	44.0	YP_003969734.1 putative ubiquitin-conjugating enzyme E2 [Cafeteria roenbergensis virus BV-PW1]
SRR14089792|k119_72758/Ampivirus/2351/1673-1640/1.320285238095238	YP_007003813.1	72.8	81	22	0	619	377	5	85	1.5100000000000001e-27	109.0	2351	88	10.3	92.0	YP_007003813.1 protein ORF151D [Cyprinid herpesvirus 1]
SRR25999231|k141_46970/Cardiovirus/319/283-208/1.0333686842105263	YP_010781597.1	53.0	100	42	1	9	308	1324	1418	8.79e-28	108.0	319	1593	94.0	6.0	YP_010781597.1 non-ribosomal peptide synthetase [Tupanvirus soda lake]
SRR25999231|k141_29414/Astroviridae/399/387-6/2.263147	YP_009664789.1	46.8	141	57	5	371	3	416	556	3.2600000000000004e-27	108.0	399	850	92.5	16.6	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR14089789|k119_41834/Sicinivirus/3411/2790-2832/1.174053063063063	YP_010778246.1	28.7	286	173	11	2123	1290	14	276	1.1999999999999998e-23	107.0	3411	384	24.5	68.5	YP_010778246.1 serine/threonine protein kinase [Bodo saltans virus]
SRR25999231|k141_53114/Gallivirus/560/542-515/1.1946505263157894	YP_009507248.1	38.8	152	93	0	11	466	319	470	4.06e-26	107.0	560	1084	81.4	14.0	YP_009507248.1 ORF B [Trichoplusia ni TED virus]
SRR25999230|k141_55772/Astroviridae/1227/954-684/1.6406292	YP_010804469.1	36.8	239	122	11	843	169	38	261	2.5499999999999998e-24	107.0	1227	458	55.0	48.9	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089792|k119_77306/Sicinivirus/3611/2769-2811/1.1662817117117117	YP_010778246.1	28.3	286	174	11	2101	1268	14	276	1.0300000000000001e-22	105.0	3611	384	23.1	68.5	YP_010778246.1 serine/threonine protein kinase [Bodo saltans virus]
SRR25999231|k141_28238/Tottorivirus/469/51-171/1.2340734285714283	YP_009949297.1	42.1	152	84	3	6	458	255	403	7.62e-26	103.0	469	406	96.6	36.7	YP_009949297.1 beta-ketoacyl-ACP synthase I [Escherichia phage 500465-2]
SRR25999231|k141_63105/Potamipivirus/2507/2384-2348/1.141382258064516	YP_067940.1	26.9	525	341	18	2407	920	792	1302	4.8100000000000005e-21	102.0	2507	1314	59.4	38.9	YP_067940.1 BNRF1 [Macacine gammaherpesvirus 4]
SRR25999230|k141_67335/Vesivirus/346/63-165/1.1563306603773584	YP_009507248.1	49.6	117	55	2	3	344	166	281	1.78e-25	102.0	346	1084	98.8	10.7	YP_009507248.1 ORF B [Trichoplusia ni TED virus]
SRR14089791|k119_77075/Potamipivirus/4445/2241-2271/1.2323732954545452	YP_443922.1	36.1	180	109	5	1422	1952	1138	1314	1.02e-19	100.0	4445	2146	11.9	8.2	YP_443922.1 polyprotein [Atlantic salmon swim bladder sarcoma virus]
SRR25999230|k141_5682/Sicinivirus/375/123-87/1.1893628037383177	YP_009310055.1	100.0	47	0	0	375	235	449	495	8.42e-25	100.0	375	593	37.6	7.9	YP_009310055.1 ORF1 [Parus major densovirus]
SRR25999230|k141_60236/Sicinivirus/301/222-261/1.2052361682242991	YP_009310055.1	87.7	57	7	0	295	125	135	191	8.38e-25	99.8	301	593	56.8	9.6	YP_009310055.1 ORF1 [Parus major densovirus]
SRR25999230|k141_45027/Megrivirus/1017/576-9/2.269815112781955	YP_009047190.1	28.9	308	192	9	863	3	1424	1725	1.8400000000000002e-21	99.0	1017	2043	84.7	14.8	YP_009047190.1 VP2 [Drosophila immigrans Nora virus]
