qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR19115554|k141_12485/Cosavirus/6410/5508-5784/1.2273898255813953	YP_009342431.1	61.1	1469	549	8	35	4423	111	1562	0.0	1774.0	6410	1562	68.5	93.0	YP_009342431.1 hypothetical protein 1 [Wuhan insect virus 31]
SRR19115554|k141_46263/Hepatovirus/8514/4548-5820/9.321138983050847	NP_044945.1	53.0	1699	660	17	1099	5853	84	1757	0.0	1773.0	8514	1759	55.8	95.2	NP_044945.1 replicase polyprotein [Drosophila C virus]
SRR19115554|k141_55334/Hepatovirus/6106/3999-6102/14.89625593220339	YP_009272812.1	45.8	2079	1053	33	1	6087	614	2669	0.0	1765.0	6106	2694	99.7	76.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_44621/Parechovirus/9210/4566-3630/6.62289875	YP_009342327.1	51.0	1907	802	24	8674	2993	42	1829	0.0	1745.0	9210	1830	61.7	97.7	YP_009342327.1 hypothetical protein 1 [Wuhan insect virus 11]
SRR19115554|k141_21936/Hepatovirus/10067/5849-4274/9.074492372881355	YP_009342286.1	45.2	1953	850	26	9734	4029	7	1790	0.0	1573.0	10067	1794	56.7	99.4	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR14381429|k141_16661/Crohivirus/6888/6189-237/149.9926071428571	YP_009508298.1	41.0	2168	1168	30	6428	171	3	2141	0.0	1565.0	6888	2143	90.9	99.8	YP_009508298.1 polyprotein [Shanbavirus A]
SRR19115554|k141_33986/Crohivirus/9820/2998-2605/6.246541666666666	YP_009513239.1	47.1	1733	852	24	5090	6	10	1716	0.0	1507.0	9820	2153	51.8	79.3	YP_009513239.1 RNA-dependent RNA polymerase [Solenopsis invicta virus 2]
SRR19115554|k141_54715/Hepatovirus/2235/1311-2181/4.48181186440678	YP_009407943.1	99.7	745	2	0	1	2235	1212	1956	0.0	1462.0	2235	2145	100.0	34.7	YP_009407943.1 RNA-dependent RNA polymerase, partial [Lasius niger virus 1]
SRR19115554|k141_54867/Hepatovirus/5097/4110-5085/10.03986186440678	YP_009329985.1	46.4	1695	760	26	109	5097	16	1594	0.0	1444.0	5097	1701	97.9	92.8	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_10860/Hepatovirus/5704/1531-526/8.570455084745763	YP_009342286.1	45.0	1802	904	28	5508	277	20	1792	0.0	1441.0	5704	1794	91.7	98.8	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115554|k141_32951/Hepatovirus/3049/999-3015/12.162718644067796	YP_009272812.1	65.9	1009	343	1	18	3044	1629	2636	0.0	1399.0	3049	2694	99.3	37.4	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_36735/Bopivirus/5505/2643-195/10.838314598540148	YP_009336612.1	40.9	1837	997	25	5501	132	1096	2890	0.0	1350.0	5505	2901	97.5	61.9	YP_009336612.1 hypothetical protein [Hubei picorna-like virus 39]
SRR19115554|k141_31022/Hepatovirus/7412/3543-5277/10.658674576271189	YP_009342286.1	46.2	1611	792	24	612	5351	225	1792	0.0	1315.0	7412	1794	64.0	87.4	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR19115554|k141_50707/Crohivirus/7488/2427-1794/6.76598369047619	YP_009336629.1	38.2	2132	1076	43	6310	29	67	1987	0.0	1310.0	7488	2823	83.9	68.0	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
SRR19115554|k141_55636/Kobuvirus/4071/1794-486/6.300871333333333	YP_009272812.1	56.8	1166	462	11	3460	17	38	1179	0.0	1305.0	4071	2694	84.6	42.4	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_44284/Harkavirus/2285/1326-1743/2.8874525531914896	NP_851404.2	77.6	758	161	3	1	2265	64	815	0.0	1187.0	2285	888	99.1	84.7	NP_851404.2 structural polyprotein, partial [Kashmir bee virus]
SRR19115554|k141_49572/Crohivirus/5310/4209-3012/15.252005952380951	NP_044946.1	65.5	915	286	9	2750	21	5	894	0.0	1185.0	5310	901	51.4	98.8	NP_044946.1 capsid polyprotein, partial [Drosophila C virus]
SRR14381429|k141_17285/Parechovirus/9792/8040-9408/7.294681666666666	YP_009330050.1	30.9	2878	1747	65	1441	9612	241	3027	0.0	1170.0	9792	3029	83.5	92.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_9498/Parechovirus/9261/7521-8994/7.5658125	YP_009330050.1	30.9	2887	1729	68	923	9094	241	3027	0.0	1169.0	9261	3029	88.2	92.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_14722/Parechovirus/9860/7449-9447/8.3129975	YP_009330050.1	30.6	2891	1750	71	1482	9683	240	3027	0.0	1161.0	9860	3029	83.2	92.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_13289/Cosavirus/8021/1235-389/14.801754651162792	YP_009337724.1	39.7	1720	855	34	4970	141	79	1726	0.0	1146.0	8021	1727	60.2	95.4	YP_009337724.1 hypothetical protein 2 [Hubei picorna-like virus 51]
SRR19115554|k141_47911/Hepatovirus/3194/1245-2541/11.365660169491523	YP_001040002.1	68.5	788	243	4	227	2578	1113	1899	0.0	1123.0	3194	1900	73.6	41.4	YP_001040002.1 polymerase polyprotein [Israeli acute paralysis virus]
SRR19115554|k141_27682/Crohivirus/3039/1401-261/3.8000321428571424	YP_009336630.1	56.9	981	417	3	3006	79	1084	2063	0.0	1120.0	3039	2578	96.3	38.0	YP_009336630.1 hypothetical protein 1 [Changjiang crawfish virus 6]
SRR14381429|k141_3888/Bopivirus/9971/1925-401/7.242259854014598	YP_009330050.1	29.8	2882	1765	67	8260	128	247	3028	0.0	1115.0	9971	3029	81.6	91.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_8730/Bopivirus/10053/8082-9606/7.427480656934307	YP_009330050.1	29.9	2880	1751	71	1748	9880	247	3028	0.0	1115.0	10053	3029	80.9	91.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_18457/Rosavirus/2683/2038-1318/1.312628787878788	YP_007438853.1	99.5	546	3	0	2420	783	402	947	0.0	1109.0	2683	947	61.1	57.7	YP_007438853.1 polyprotein P2ab [Ryegrass mottle virus]
SRR14381429|k141_18829/Bopivirus/9310/7527-9054/7.1106306569343065	YP_009330050.1	29.9	2877	1748	70	1197	9308	247	3021	0.0	1108.0	9310	3029	87.1	91.6	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_22131/Rosavirus/4039/2013-2724/2.0121934343434345	NP_942020.1	99.1	540	5	0	1602	3221	6	545	0.0	1105.0	4039	545	40.1	99.1	NP_942020.1 RNA-dependent RNA polymerase [Cocksfoot mottle virus]
SRR19115554|k141_43826/Parechovirus/4450/288-1740/8.855935416666666	YP_009342287.1	74.4	762	154	10	2235	4448	1	745	0.0	1090.0	4450	1165	49.8	63.9	YP_009342287.1 hypothetical protein 2 [Wuhan arthropod virus 2]
SRR14381429|k141_29796/Parechovirus/8889/7575-8865/7.315646666666667	YP_009330050.1	30.4	2789	1697	67	976	8886	241	2939	0.0	1084.0	8889	3029	89.0	89.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_29018/Avisivirus/2355/903-1395/1.916203105590062	NP_066242.1	95.1	572	28	0	639	2354	7	578	0.0	1083.0	2355	914	72.9	62.6	NP_066242.1 capsid protein [Acute bee paralysis virus]
SRR19115554|k141_35120/Cosavirus/9572/1985-14/11.325172093023255	YP_009337003.1	29.3	2876	1670	71	8210	24	21	2675	0.0	1071.0	9572	2786	85.5	95.3	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
SRR19115554|k141_55426/Kobuvirus/5021/3656-2570/3.4900675333333333	YP_009140562.1	40.2	1549	658	19	4101	1	93	1554	0.0	1055.0	5021	3057	81.7	47.8	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR14381429|k141_9466/Bopivirus/1813/1807-22/41.01426277372263	YP_004782204.1	86.6	603	80	1	1811	3	307	908	0.0	1054.0	1813	2338	99.8	25.7	YP_004782204.1 polyprotein [Bat picornavirus 3]
SRR19115554|k141_57559/Potamipivirus/7616/945-987/1.5121952755905512	YP_003934933.1	48.4	1193	567	17	1609	5100	308	1480	0.0	1045.0	7616	1480	45.9	79.3	YP_003934933.1 coat protein [Armigeres subalbatus virus SaX06-AK20]
SRR19115554|k141_33749/Norovirus/10808/9578-9518/1.0618466929133858	YP_010105024.1	76.3	931	220	1	9866	7074	1	930	0.0	1043.0	10808	2479	25.8	37.5	YP_010105024.1 tail protein [Acinetobacter phage VB_ApiP_XC38]
SRR19115554|k141_18549/Harkavirus/1816/597-1281/4.744280106382979	YP_009336830.1	82.7	600	104	0	1	1800	1569	2168	0.0	1035.0	1816	3146	99.1	19.1	YP_009336830.1 hypothetical protein [Hubei arthropod virus 3]
SRR19115554|k141_30988/Tottorivirus/1671/1164-1398/2.261138095238095	NP_733845.1	90.4	552	53	0	3	1658	1013	1564	0.0	1033.0	1671	2035	99.1	27.1	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_51475/Parechovirus/5656/1450-1081/1.3277200833333334	YP_009230207.1	55.1	928	407	5	5576	2796	5	923	0.0	1021.0	5656	1006	49.2	91.4	YP_009230207.1 capsid protein [Camponotus nipponicus virus]
SRR14381429|k141_31770/Astroviridae/6707/6653-4058/55.608476	YP_009505809.1	69.4	758	214	9	2377	137	48	798	0.0	1010.0	6707	800	33.4	93.9	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR19115554|k141_57591/Hepatovirus/2114/111-2085/14.13701440677966	YP_009272812.1	68.7	697	217	1	19	2109	1941	2636	0.0	1010.0	2114	2694	98.9	25.8	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_55937/Hepatovirus/2532/2427-1125/7.625965254237288	YP_009342286.1	66.7	804	249	5	2429	21	314	1099	0.0	1005.0	2532	1794	95.1	43.8	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR14381429|k141_11582/Astroviridae/2484/6-2046/45.04718	YP_009505809.1	68.0	756	230	8	160	2400	46	798	0.0	999.0	2484	800	90.2	94.1	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR30793080|k141_97532/Avisivirus/2896/1668-2067/1.1477599378881986	YP_009337883.1	56.3	902	372	6	93	2771	18	906	0.0	984.0	2896	964	92.5	92.2	YP_009337883.1 RNA-dependent RNA polymerase [Hubei orthoptera virus 4]
SRR19115554|k141_13552/Crohivirus/3711/1683-1260/6.6626916666666665	YP_009272812.1	51.8	962	434	13	2833	5	274	1224	1.58e-316	962.0	3711	2694	76.2	35.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR14381429|k141_14601/Crohivirus/8438/7358-5999/5.514039523809523	YP_009330050.1	29.6	2621	1621	67	7531	89	241	2784	2.57e-294	957.0	8438	3029	88.2	84.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_9586/Harkavirus/3527/1061-506/5.0933379787234045	YP_009337152.1	43.0	1160	623	15	3487	11	1710	2832	3.3e-313	955.0	3527	2876	98.6	39.0	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]
SRR14381429|k141_2621/Enterovirus/8540/7026-8502/6.200013076923077	YP_009330050.1	28.7	2768	1707	73	720	8534	198	2861	6.16e-293	954.0	8540	3029	91.5	87.9	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_22048/Hepatovirus/5560/2518-658/9.361769491525424	YP_009345054.1	32.4	2039	1036	39	5541	277	193	2175	1.54e-306	945.0	5560	2189	94.7	90.6	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR19115554|k141_888/Harkavirus/10685/4779-6570/9.014551702127658	YP_009345054.1	34.1	2092	1005	40	1654	6936	126	2170	3.7999999999999998e-292	944.0	10685	2189	49.4	93.4	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR14381429|k141_16175/Parechovirus/5373/1659-2127/4.164125416666667	YP_009342321.1	37.5	1514	866	23	740	5152	388	1864	2.2e-299	942.0	5373	2976	82.1	49.6	YP_009342321.1 hypothetical protein [Wuhan insect virus 13]
SRR14381429|k141_18644/Astroviridae/4882/4042-2509/55.97276	YP_009505809.1	65.3	760	243	11	2370	130	46	797	0.0	942.0	4882	800	45.9	94.0	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR19115554|k141_4481/Crohivirus/1676/1652-1424/2.373034404761905	YP_009407905.1	81.3	560	102	3	1676	3	801	1359	1.49e-318	930.0	1676	2268	99.9	24.6	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]
SRR19115554|k141_21231/Hepatovirus/3356/2340-3189/4.806048813559322	YP_009272812.1	44.6	1134	601	12	3	3335	1224	2353	7.19e-306	930.0	3356	2694	99.3	41.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_37450/Hepatovirus/2677/649-31/4.212960677966102	YP_009272812.1	51.1	897	394	6	2675	9	1303	2162	5.099999999999999e-308	926.0	2677	2694	99.6	31.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR14381429|k141_23792/Crohivirus/8431/7249-5776/5.916105	YP_009330050.1	29.6	2586	1578	64	7308	7	241	2737	3.8199999999999996e-282	923.0	8431	3029	86.6	82.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_29561/Aquamavirus/3916/1747-1204/1.2086003	NP_942020.1	81.9	542	96	1	2382	757	6	545	0.0	920.0	3916	545	41.5	99.1	NP_942020.1 RNA-dependent RNA polymerase [Cocksfoot mottle virus]
SRR14381429|k141_26059/Crohivirus/7935/7194-5865/5.865120714285714	YP_009330050.1	28.6	2593	1639	66	7356	10	247	2767	4.45e-277	905.0	7935	3029	92.6	83.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_20596/Kobuvirus/4011/3051-1725/6.17156	YP_009336575.1	42.1	1303	664	25	3695	3	69	1353	1.59e-290	904.0	4011	3061	92.1	42.0	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR19115554|k141_52037/Hepatovirus/10899/5928-7275/7.978509322033898	YP_009337174.1	28.9	2371	1489	56	877	7788	141	2381	9.69e-271	891.0	10899	2408	63.4	93.1	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR19115554|k141_6113/Norovirus/1923/1227-1263/1.130699142857143	YP_007438854.1	99.5	442	2	0	596	1921	1	442	4.6e-318	875.0	1923	553	69.0	79.9	YP_007438854.1 polyprotein P2a [Ryegrass mottle virus]
SRR19115554|k141_41020/Harkavirus/1769/156-1062/7.564717553191489	NP_733845.1	92.9	439	31	0	13	1329	1597	2035	7.59e-295	863.0	1769	2035	74.4	21.6	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_48550/Hepatovirus/3015/2463-1026/11.179722033898305	YP_009329822.1	58.7	681	278	3	3015	982	844	1524	1.09e-281	832.0	3015	1524	67.5	44.7	YP_009329822.1 replicative protein [Bivalve RNA virus G5]
SRR19115554|k141_24432/Hepatovirus/4374/2493-30/11.046930508474576	YP_009140562.1	36.4	1514	863	38	4370	21	1572	3049	6.66e-261	828.0	4374	3057	99.5	48.3	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR19115554|k141_51321/Rafivirus/1644/381-1179/3.57263704	YP_009272812.1	68.9	547	169	1	2	1642	1188	1733	3.4199999999999997e-268	806.0	1644	2694	99.8	20.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_49360/Crohivirus/2711/1239-1662/4.396542142857142	YP_009336584.1	52.8	825	337	13	286	2709	1	790	5.04e-275	787.0	2711	825	89.4	95.8	YP_009336584.1 hypothetical protein 2 [Hubei picorna-like virus 16]
SRR14381429|k141_13104/Cosavirus/4021/1312-352/10.046662790697676	YP_009336575.1	42.8	1118	579	24	3484	218	1965	3050	1.61e-247	787.0	4021	3061	81.2	35.5	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR19115554|k141_37382/Aquamavirus/2063/665-122/1.5166113	NP_942020.1	86.1	433	60	0	1301	3	6	438	7.97e-280	780.0	2063	545	63.0	79.4	NP_942020.1 RNA-dependent RNA polymerase [Cocksfoot mottle virus]
SRR19115554|k141_11209/Hepatovirus/5861/5027-2762/12.16705593220339	YP_009336557.1	50.6	785	379	5	5070	2737	1087	1869	1.03e-245	778.0	5861	1870	39.8	41.9	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]
SRR14381429|k141_28217/Crohivirus/2163/825-396/5.632153571428572	YP_009345906.1	54.8	688	298	6	2059	20	336	1018	4.25e-249	768.0	2163	3179	94.3	21.5	YP_009345906.1 polyprotein [Bat iflavirus]
SRR14381429|k141_16323/Cosavirus/4938/2181-1731/5.774238372093024	YP_009337415.1	33.9	1442	753	26	3830	3	171	1578	2.7599999999999996e-241	762.0	4938	2054	77.5	68.5	YP_009337415.1 hypothetical protein 1 [Hubei picorna-like virus 79]
SRR14381429|k141_17997/Astroviridae/1749/1716-9/44.83488666666666	YP_009505809.1	72.2	543	135	9	1611	19	47	585	1.8899999999999998e-270	761.0	1749	800	91.1	67.4	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR19115554|k141_39545/Hepatovirus/4103/3830-1820/13.937795762711865	YP_009336571.1	49.9	789	382	6	4081	1739	1037	1820	2.72e-246	761.0	4103	1820	57.1	43.1	YP_009336571.1 hypothetical protein 1 [Hubei diptera virus 1]
SRR19115554|k141_4617/Crohivirus/2320/63-501/2.8069766666666665	YP_009336629.1	51.0	773	335	11	20	2320	218	952	3.3099999999999997e-246	758.0	2320	2823	99.2	26.0	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
SRR19115554|k141_18557/Hepatovirus/7743/3543-4863/7.179316101694915	YP_009337174.1	29.9	1869	1172	47	3	5381	577	2383	4.2799999999999996e-228	756.0	7743	2408	69.5	75.0	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR30793080|k141_111170/Avisivirus/6830/1526-1133/1.222867204968944	YP_009336871.1	37.7	1360	764	20	6745	2732	1	1299	1.28e-240	755.0	6830	1299	58.8	100.0	YP_009336871.1 hypothetical protein 2 [Hubei toti-like virus 16]
SRR19115554|k141_21698/Hepatovirus/4441/3709-2509/10.038729661016948	YP_009329985.1	54.7	675	299	4	4440	2431	1029	1701	4.67e-243	753.0	4441	1701	45.3	39.6	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_43270/Hepatovirus/2826/1110-120/8.487144915254236	YP_009337003.1	45.9	916	468	15	2710	14	1829	2733	7.1599999999999995e-242	753.0	2826	2786	95.4	32.5	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
SRR19115554|k141_3903/Cosavirus/2754/1491-1221/1.1474017441860465	YP_009336825.1	47.8	822	415	8	2474	30	4	818	1.6599999999999998e-256	740.0	2754	818	88.8	99.6	YP_009336825.1 hypothetical protein 2 [Hubei diptera virus 22]
SRR19115554|k141_19204/Hepatovirus/2367/177-2190/14.167594067796609	YP_009336571.1	50.5	765	366	6	1	2271	1061	1820	8.6e-246	739.0	2367	1820	95.9	41.8	YP_009336571.1 hypothetical protein 1 [Hubei diptera virus 1]
SRR14381429|k141_32976/Crohivirus/7301/6770-5396/5.676509761904762	YP_009330050.1	28.0	2312	1427	60	6929	450	241	2466	4.85e-216	728.0	7301	3029	88.8	73.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_14709/Astroviridae/3436/906-3183/46.63772666666667	YP_009664789.1	51.9	769	300	16	1137	3239	73	839	2.39e-248	728.0	3436	850	61.2	90.2	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR19115554|k141_42819/Astroviridae/1226/744-1200/1.3526981333333334	YP_009164038.1	84.1	402	64	0	18	1223	26	427	4.52e-262	723.0	1226	539	98.4	74.6	YP_009164038.1 RNA-dependent RNA polymerase [Verticillium dahliae partitivirus 1]
SRR19115554|k141_8315/Crohivirus/2628/843-324/2.878742261904762	YP_009337152.1	46.2	826	414	12	2473	2	1	798	9.63e-231	721.0	2628	2876	94.1	27.7	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]
SRR19115554|k141_29571/Cosavirus/7423/5862-6282/1.3988575581395348	YP_009336670.1	51.4	683	322	4	5182	7218	10	686	1.09e-233	718.0	7423	700	27.4	96.7	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_23181/Cosavirus/2920/1434-1854/1.3748586046511628	YP_009336670.1	51.4	683	322	4	755	2791	10	686	5.239999999999999e-249	718.0	2920	700	69.8	96.7	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_4391/Crohivirus/2488/1152-1704/4.357632142857143	YP_009272812.1	65.7	519	167	3	956	2488	258	773	1.6e-230	716.0	2488	2694	61.6	19.2	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR30793080|k141_86859/Aphthovirus/2006/906-1272/1.7048566055045873	NP_077730.1	56.5	627	269	2	2	1873	293	918	4.7700000000000004e-247	714.0	2006	1043	93.3	60.0	NP_077730.1 RNA dependent RNA polymerase protein A [Nodamura virus]
SRR19115554|k141_10920/Cosavirus/2759/1071-1491/1.2894197674418606	YP_009336670.1	51.3	684	323	4	390	2429	9	686	4.0200000000000005e-248	714.0	2759	700	73.9	96.9	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_14456/Cosavirus/2407/1231-736/2.470739302325581	YP_009667003.1	43.7	801	445	3	2402	9	264	1061	4.319999999999999e-242	710.0	2407	1138	99.5	70.1	YP_009667003.1 putative RNA-dependent RNA polymerase [Raphanus sativus chrysovirus 1]
SRR19115554|k141_1245/Cosavirus/2024/1352-932/1.481877093023256	YP_009336670.1	51.3	678	320	4	2024	3	13	684	5.899999999999999e-249	707.0	2024	700	99.9	96.0	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR14381429|k141_25930/Crohivirus/6623/1005-2478/5.726043571428571	YP_009330050.1	32.4	1464	896	28	946	5130	241	1680	1.3e-206	696.0	6623	3029	63.2	47.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_47709/Crohivirus/9997/4800-5799/4.238827142857143	YP_009345020.1	26.6	2521	1528	70	230	7378	234	2580	1.16e-200	692.0	9997	3113	71.5	75.4	YP_009345020.1 hypothetical protein [Zhejiang mosquito virus 1]
SRR30793080|k141_15980/Erbovirus/19923/19866-19833/1.098522358490566	YP_009213075.1	62.4	548	205	1	18582	16939	3	549	2.23e-221	688.0	19923	549	8.3	99.6	YP_009213075.1 terminase large subunit [Clostridium phage phiCD481-1]
SRR19115554|k141_34093/Hepatovirus/6902/3155-1307/10.850372881355932	YP_009333576.1	27.5	2252	1289	62	6691	149	136	2115	1.25e-202	679.0	6902	2409	94.8	82.2	YP_009333576.1 hypothetical protein 1 [Beihai picorna-like virus 121]
