Query,Name,Contig,Frame,Score,From,To,Alignment_length,HMM_length,Coverage,Threshold,Score_ratio,Length_contig
Astroviridae_1B,k141_16454|frame=-1,k141_16454,-1,321.47271728515625,223,403,181,516,0.3507751937984496,15,21.431514485677084,545
Parechovirus_2A_2B_2C,k141_16661|frame=-2,k141_16661,-2,307.05816650390625,13,355,343,594,0.5774410774410774,12,25.588180541992188,6888
Astroviridae_1B,k141_7484|frame=1,k141_7484,1,278.9403076171875,321,491,171,516,0.3313953488372093,15,18.5960205078125,526
Parechovirus_3A_3B_3C_3D,k141_21548|frame=-1,k141_21548,-1,251.78675842285156,9,559,551,567,0.9717813051146384,12,20.982229868570965,3906
Kobuvirus_3A_3B_3C_3D,k141_16661|frame=-2,k141_16661,-2,245.46885681152344,39,597,559,627,0.8915470494417863,15,16.364590454101563,6888
Kobuvirus_3A_3B_3C_3D,k141_17975|frame=-2,k141_17975,-2,236.5115966796875,37,599,563,627,0.89792663476874,15,15.767439778645834,7045
Kobuvirus_VP0-VP3-VP1,k141_9466|frame=-3,k141_9466,-3,219.87428283691406,170,683,514,845,0.6082840236686391,15,14.658285522460938,1813
Astroviridae_1B_pcr_primer_region_RDRP,k141_16454|frame=-1,k141_16454,-1,207.46498107910156,1,128,128,128,1.0,15,13.830998738606771,545
Astroviridae_1B_pcr_primer_region_RDRP,k141_21581|frame=-3,k141_21581,-3,205.4308319091797,1,128,128,128,1.0,15,13.695388793945312,1485
Astroviridae_1B_pcr_primer_region_RDRP,k141_18644|frame=-1,k141_18644,-1,204.2894744873047,1,128,128,128,1.0,15,13.619298299153646,4882
Kobuvirus_2A_2B_2C,k141_21548|frame=-1,k141_21548,-1,197.8990478515625,153,633,481,635,0.75748031496063,15,13.193269856770833,3906
Astroviridae_1B_pcr_primer_region_RDRP,k141_14709|frame=2,k141_14709,2,197.80580139160156,1,128,128,128,1.0,15,13.18705342610677,3436
Astroviridae_1B_pcr_primer_region_RDRP,k141_31770|frame=-1,k141_31770,-1,197.7874298095703,1,128,128,128,1.0,15,13.185828653971354,6707
Astroviridae_1B_pcr_primer_region_RDRP,k141_20877|frame=-2,k141_20877,-2,184.93507385253906,15,128,114,128,0.890625,15,12.329004923502604,394
Astroviridae_1B_pcr_primer_region_RDRP,k141_33133|frame=-1,k141_33133,-1,182.00341796875,1,128,128,128,1.0,15,12.133561197916666,1985
Astroviridae_1B_pcr_primer_region_RDRP,k141_18443|frame=1,k141_18443,1,167.0652313232422,1,107,107,128,0.8359375,15,11.137682088216145,413
Kobuvirus_polyprotein,k141_13289|frame=-1,k141_13289,-1,156.9560089111328,1398,2327,930,2410,0.38589211618257263,15,10.463733927408855,8021
Parechovirus_2A_2B_2C,k141_21548|frame=-1,k141_21548,-1,154.72959899902344,15,299,285,594,0.4797979797979798,12,12.89413324991862,3906
Astroviridae_1A,k141_17603|frame=2,k141_17603,2,152.20623779296875,43,335,293,858,0.3414918414918415,15,10.14708251953125,874
Kobuvirus_2A_2B_2C,k141_16661|frame=-2,k141_16661,-2,143.7574462890625,72,423,352,635,0.5543307086614173,15,9.583829752604167,6888
Kobuvirus_2A_2B_2C,k141_17975|frame=-2,k141_17975,-2,136.4888916015625,55,422,368,635,0.5795275590551181,15,9.099259440104166,7045
Kobuvirus_3A_3B_3C_3D,k141_13289|frame=-1,k141_13289,-1,135.94581604003906,98,572,475,627,0.7575757575757576,15,9.063054402669271,8021
Kobuvirus_3A_3B_3C_3D,k141_14722|frame=3,k141_14722,3,126.56092834472656,98,616,519,627,0.8277511961722488,15,8.43739522298177,9860
Kobuvirus_3A_3B_3C_3D,k141_3721|frame=-1,k141_3721,-1,119.73583984375,103,617,515,627,0.8213716108452951,15,7.982389322916666,4842
Astroviridae_1B_pcr_primer_region_RDRP,k141_7484|frame=1,k141_7484,1,117.50611877441406,53,128,76,128,0.59375,15,7.833741251627604,526
Kobuvirus_3A_3B_3C_3D,k141_3888|frame=-2,k141_3888,-2,115.55252838134766,102,617,516,627,0.8229665071770335,15,7.703501892089844,9971
Kobuvirus_3A_3B_3C_3D,k141_18144|frame=1,k141_18144,1,114.84175109863281,102,617,516,627,0.8229665071770335,15,7.656116739908854,5129
Parechovirus_3A_3B_3C_3D,k141_13289|frame=-1,k141_13289,-1,114.7902603149414,111,547,437,567,0.7707231040564374,12,9.565855026245117,8021
Kobuvirus_3A_3B_3C_3D,k141_5211|frame=2,k141_5211,2,114.76559448242188,102,618,517,627,0.8245614035087719,15,7.651039632161458,5098
Kobuvirus_3A_3B_3C_3D,k141_18829|frame=3,k141_18829,3,112.30736541748047,101,617,517,627,0.8245614035087719,15,7.4871576944986975,9310
Kobuvirus_3A_3B_3C_3D,k141_8730|frame=2,k141_8730,2,111.9488296508789,102,617,516,627,0.8229665071770335,15,7.463255310058594,10053
Kobuvirus_3A_3B_3C_3D,k141_1677|frame=-1,k141_1677,-1,111.31051635742188,109,617,509,627,0.8118022328548644,15,7.420701090494791,5142
Kobuvirus_3A_3B_3C_3D,k141_33538|frame=3,k141_33538,3,109.84332275390625,109,611,503,627,0.8022328548644339,15,7.32288818359375,3773
Kobuvirus_3A_3B_3C_3D,k141_17285|frame=1,k141_17285,1,109.17691802978516,37,566,530,627,0.8452950558213717,15,7.278461201985677,9792
Kobuvirus_3A_3B_3C_3D,k141_10396|frame=1,k141_10396,1,109.09275817871094,101,544,444,627,0.7081339712918661,15,7.272850545247396,5580
Kobuvirus_3A_3B_3C_3D,k141_9498|frame=2,k141_9498,2,108.94876098632812,101,566,466,627,0.7432216905901117,15,7.263250732421875,9261
Kobuvirus_3A_3B_3C_3D,k141_29796|frame=1,k141_29796,1,105.30119323730469,101,544,444,627,0.7081339712918661,15,7.020079549153646,8889
Kobuvirus_3A_3B_3C_3D,k141_24306|frame=-3,k141_24306,-3,104.55152893066406,102,566,465,627,0.7416267942583732,15,6.970101928710937,6530
Parechovirus_3A_3B_3C_3D,k141_30338|frame=2,k141_30338,2,101.41981506347656,118,510,393,567,0.6931216931216931,12,8.451651255289713,1862
Parechovirus_3A_3B_3C_3D,k141_24306|frame=-3,k141_24306,-3,100.45563507080078,105,539,435,567,0.7671957671957672,12,8.371302922566732,6530
Parechovirus_3A_3B_3C_3D,k141_33454|frame=2,k141_33454,2,98.88479614257812,222,510,289,567,0.5097001763668431,12,8.240399678548178,1547
Kobuvirus_VP0-VP3-VP1,k141_13289|frame=-3,k141_13289,-3,98.19697570800781,263,674,412,845,0.48757396449704143,15,6.546465047200521,8021
Kobuvirus_3A_3B_3C_3D,k141_21195|frame=-2,k141_21195,-2,97.50960540771484,101,467,367,627,0.5853269537480064,15,6.500640360514323,3673
Parechovirus_3A_3B_3C_3D,k141_14722|frame=3,k141_14722,3,97.13371276855469,108,497,390,567,0.6878306878306878,12,8.094476064046225,9860
Parechovirus_3A_3B_3C_3D,k141_9498|frame=2,k141_9498,2,95.56781768798828,105,538,434,567,0.7654320987654321,12,7.9639848073323565,9261
Parechovirus_3A_3B_3C_3D,k141_13104|frame=-1,k141_13104,-1,94.22505950927734,114,510,397,567,0.7001763668430335,12,7.852088292439778,4021
Parechovirus_3A_3B_3C_3D,k141_10396|frame=1,k141_10396,1,93.95638275146484,105,482,378,567,0.6666666666666666,12,7.82969856262207,5580
Kobuvirus_3A_3B_3C_3D,k141_15113|frame=2,k141_15113,2,93.81917572021484,99,467,369,627,0.5885167464114832,15,6.25461171468099,8254
Parechovirus_3A_3B_3C_3D,k141_17285|frame=1,k141_17285,1,92.52735900878906,105,507,403,567,0.7107583774250441,12,7.710613250732422,9792
Parechovirus_3A_3B_3C_3D,k141_29796|frame=1,k141_29796,1,92.20611572265625,105,482,378,567,0.6666666666666666,12,7.6838429768880205,8889
Kobuvirus_3A_3B_3C_3D,k141_3378|frame=1,k141_3378,1,91.74008178710938,39,603,565,627,0.9011164274322169,15,6.116005452473958,10619
Parechovirus_3A_3B_3C_3D,k141_30547|frame=-2,k141_30547,-2,89.63838195800781,235,511,277,567,0.48853615520282184,12,7.469865163167317,4107
Kobuvirus_3A_3B_3C_3D,k141_25842|frame=1,k141_25842,1,89.4058609008789,103,472,370,627,0.5901116427432217,15,5.960390726725261,1998
Kobuvirus_3A_3B_3C_3D,k141_13104|frame=-1,k141_13104,-1,89.2922592163086,95,542,448,627,0.7145135566188198,15,5.952817281087239,4021
Parechovirus_3A_3B_3C_3D,k141_5211|frame=2,k141_5211,2,89.2517318725586,100,545,446,567,0.7865961199294532,12,7.437644322713216,5098
Kobuvirus_2A_2B_2C,k141_9267|frame=1,k141_9267,1,88.65172576904297,204,408,205,635,0.3228346456692913,15,5.910115051269531,5555
Parechovirus_3A_3B_3C_3D,k141_3721|frame=-1,k141_3721,-1,87.66775512695312,101,544,444,567,0.783068783068783,12,7.305646260579427,4842
Kobuvirus_3A_3B_3C_3D,k141_2119|frame=2,k141_2119,2,87.54737091064453,101,472,372,627,0.5933014354066986,15,5.836491394042969,2040
Parechovirus_3A_3B_3C_3D,k141_33538|frame=3,k141_33538,3,87.46721649169922,92,544,453,567,0.798941798941799,12,7.288934707641602,3773
Kobuvirus_polyprotein,k141_17975|frame=-2,k141_17975,-2,87.3009262084961,346,1142,797,2410,0.33070539419087136,15,5.820061747233073,7045
Parechovirus_3A_3B_3C_3D,k141_1677|frame=-1,k141_1677,-1,86.69581604003906,104,544,441,567,0.7777777777777778,12,7.224651336669922,5142
Kobuvirus_3A_3B_3C_3D,k141_25796|frame=-1,k141_25796,-1,85.01737213134766,101,472,372,627,0.5933014354066986,15,5.66782480875651,4098
Kobuvirus_3A_3B_3C_3D,k141_2621|frame=3,k141_2621,3,83.78665161132812,102,472,371,627,0.5917065390749602,15,5.585776774088542,8540
Kobuvirus_VP0-VP3-VP1,k141_17975|frame=-2,k141_17975,-2,83.66539764404297,54,821,768,845,0.9088757396449704,15,5.577693176269531,7045
Kobuvirus_3A_3B_3C_3D,k141_34246|frame=2,k141_34246,2,83.63086700439453,102,472,371,627,0.5917065390749602,15,5.575391133626302,4432
Parechovirus_3A_3B_3C_3D,k141_18144|frame=1,k141_18144,1,83.30978393554688,104,544,441,567,0.7777777777777778,12,6.942481994628906,5129
Parechovirus_3A_3B_3C_3D,k141_3888|frame=-2,k141_3888,-2,82.28128051757812,103,544,442,567,0.7795414462081128,12,6.856773376464844,9971
Parechovirus_3A_3B_3C_3D,k141_18829|frame=3,k141_18829,3,82.05992126464844,103,543,441,567,0.7777777777777778,12,6.838326772054036,9310
Parechovirus_3A_3B_3C_3D,k141_25842|frame=1,k141_25842,1,81.76322174072266,105,422,318,567,0.5608465608465608,12,6.813601811726888,1998
Parechovirus_3A_3B_3C_3D,k141_8730|frame=2,k141_8730,2,81.34222412109375,103,543,441,567,0.7777777777777778,12,6.7785186767578125,10053
Parechovirus_3A_3B_3C_3D,k141_3378|frame=1,k141_3378,1,81.02409362792969,110,482,373,567,0.6578483245149912,12,6.752007802327474,10619
Parechovirus_3A_3B_3C_3D,k141_25796|frame=-1,k141_25796,-1,80.60845184326172,105,422,318,567,0.5608465608465608,12,6.717370986938477,4098
Kobuvirus_3A_3B_3C_3D,k141_25241|frame=-3,k141_25241,-3,80.47346496582031,254,599,346,627,0.5518341307814992,15,5.364897664388021,2410
Kobuvirus_3A_3B_3C_3D,k141_33005|frame=-2,k141_33005,-2,80.25873565673828,109,472,364,627,0.580542264752791,15,5.350582377115885,4984
Parechovirus_3A_3B_3C_3D,k141_24337|frame=-3,k141_24337,-3,79.50545501708984,121,438,318,567,0.5608465608465608,12,6.625454584757487,1099
Parechovirus_3A_3B_3C_3D,k141_21195|frame=-2,k141_21195,-2,79.43655395507812,106,411,306,567,0.5396825396825397,12,6.619712829589844,3673
Parechovirus_2A_2B_2C,k141_3378|frame=1,k141_3378,1,79.39807891845703,35,286,252,594,0.42424242424242425,12,6.616506576538086,10619
Parechovirus_3A_3B_3C_3D,k141_15113|frame=2,k141_15113,2,78.97892761230469,106,411,306,567,0.5396825396825397,12,6.581577301025391,8254
Kobuvirus_3A_3B_3C_3D,k141_20403|frame=-2,k141_20403,-2,75.7757339477539,100,373,274,627,0.4370015948963317,15,5.051715596516927,1994
Kobuvirus_3A_3B_3C_3D,k141_35403|frame=-1,k141_35403,-1,74.34008026123047,101,399,299,627,0.4768740031897927,15,4.956005350748698,5003
Parechovirus_3A_3B_3C_3D,k141_34296|frame=-1,k141_34296,-1,74.30545043945312,105,408,304,567,0.5361552028218695,12,6.192120869954427,5012
Kobuvirus_3A_3B_3C_3D,k141_26059|frame=-1,k141_26059,-1,73.38809204101562,101,374,274,627,0.4370015948963317,15,4.892539469401042,7935
Kobuvirus_3A_3B_3C_3D,k141_26401|frame=-3,k141_26401,-3,72.8242416381836,101,370,270,627,0.430622009569378,15,4.854949442545573,2871
Kobuvirus_3A_3B_3C_3D,k141_34296|frame=-1,k141_34296,-1,72.6834487915039,102,463,362,627,0.5773524720893142,15,4.845563252766927,5012
Kobuvirus_3A_3B_3C_3D,k141_14601|frame=-2,k141_14601,-2,72.25308227539062,103,372,270,627,0.430622009569378,15,4.816872151692708,8438
Parechovirus_3A_3B_3C_3D,k141_34246|frame=2,k141_34246,2,72.16984558105469,103,413,311,567,0.5485008818342152,12,6.014153798421224,4432
Parechovirus_3A_3B_3C_3D,k141_33005|frame=-2,k141_33005,-2,70.61939239501953,105,413,309,567,0.544973544973545,12,5.884949366251628,4984
Kobuvirus_3A_3B_3C_3D,k141_23792|frame=-2,k141_23792,-2,70.4588394165039,101,356,256,627,0.4082934609250399,15,4.69725596110026,8431
Parechovirus_3A_3B_3C_3D,k141_2119|frame=2,k141_2119,2,70.35171508789062,103,413,311,567,0.5485008818342152,12,5.862642923990886,2040
Parechovirus_3A_3B_3C_3D,k141_2621|frame=3,k141_2621,3,70.04450225830078,103,413,311,567,0.5485008818342152,12,5.837041854858398,8540
Kobuvirus_3A_3B_3C_3D,k141_17794|frame=-2,k141_17794,-2,69.34954833984375,109,384,276,627,0.44019138755980863,15,4.62330322265625,4840
Kobuvirus_3A_3B_3C_3D,k141_30338|frame=2,k141_30338,2,69.28121948242188,182,541,360,627,0.5741626794258373,15,4.618747965494792,1862
Kobuvirus_3A_3B_3C_3D,k141_26150|frame=-3,k141_26150,-3,68.6869125366211,109,374,266,627,0.42424242424242425,15,4.579127502441406,4181
Parechovirus_3A_3B_3C_3D,k141_25241|frame=-3,k141_25241,-3,68.22886657714844,202,529,328,567,0.5784832451499118,12,5.685738881429036,2410
Parechovirus_3A_3B_3C_3D,k141_14456|frame=-2,k141_14456,-2,67.95145416259766,258,500,243,567,0.42857142857142855,12,5.662621180216472,1243
Kobuvirus_2A_2B_2C,k141_3378|frame=1,k141_3378,1,67.66545867919922,7,421,415,635,0.6535433070866141,15,4.511030578613282,10619
Parechovirus_3A_3B_3C_3D,k141_9613|frame=-1,k141_9613,-1,66.1479721069336,262,485,224,567,0.3950617283950617,12,5.512331008911133,849
Kobuvirus_3A_3B_3C_3D,k141_21415|frame=1,k141_21415,1,65.4232177734375,100,300,201,627,0.32057416267942584,15,4.3615478515625,2466
Kobuvirus_3A_3B_3C_3D,k141_24337|frame=-3,k141_24337,-3,64.58568572998047,185,494,310,627,0.4944178628389155,15,4.305712381998698,1099
Kobuvirus_3A_3B_3C_3D,k141_33454|frame=2,k141_33454,2,64.54468536376953,247,541,295,627,0.4704944178628389,15,4.302979024251302,1547
Kobuvirus_3A_3B_3C_3D,k141_2490|frame=3,k141_2490,3,64.00938415527344,101,293,193,627,0.3078149920255183,15,4.267292277018229,1466
Kobuvirus_3A_3B_3C_3D,k141_8927|frame=-1,k141_8927,-1,61.923336029052734,100,378,279,627,0.4449760765550239,15,4.128222401936849,2605
Kobuvirus_3A_3B_3C_3D,k141_30547|frame=-2,k141_30547,-2,60.96095275878906,246,541,296,627,0.47208931419457734,15,4.064063517252604,4107
Kobuvirus_3A_3B_3C_3D,k141_100|frame=1,k141_100,1,60.518394470214844,124,399,276,627,0.44019138755980863,15,4.034559631347657,1081
Astroviridae_1B,k141_25241|frame=-3,k141_25241,-3,60.40127944946289,92,398,307,516,0.5949612403100775,15,4.026751963297526,2410
Kobuvirus_3A_3B_3C_3D,k141_12531|frame=1,k141_12531,1,60.08122253417969,326,541,216,627,0.3444976076555024,15,4.005414835611979,835
Kobuvirus_3A_3B_3C_3D,k141_5044|frame=-1,k141_5044,-1,57.84659957885742,101,304,204,627,0.3253588516746411,15,3.856439971923828,1154
Parechovirus_3A_3B_3C_3D,k141_252|frame=-2,k141_252,-2,56.498138427734375,222,398,177,567,0.31216931216931215,12,4.708178202311198,735
Parechovirus_3A_3B_3C_3D,k141_20403|frame=-2,k141_20403,-2,56.37532424926758,105,353,249,567,0.43915343915343913,12,4.697943687438965,1994
Parechovirus_3A_3B_3C_3D,k141_14601|frame=-2,k141_14601,-2,55.72068405151367,105,353,249,567,0.43915343915343913,12,4.64339033762614,8438
Parechovirus_3A_3B_3C_3D,k141_17201|frame=2,k141_17201,2,55.14077377319336,256,441,186,567,0.328042328042328,12,4.595064481099446,757
Kobuvirus_3A_3B_3C_3D,k141_14456|frame=-2,k141_14456,-2,55.00886154174805,313,617,305,627,0.4864433811802233,15,3.6672574361165364,1243
Parechovirus_3A_3B_3C_3D,k141_17794|frame=-2,k141_17794,-2,52.88554000854492,106,353,248,567,0.43738977072310403,12,4.40712833404541,4840
Parechovirus_3A_3B_3C_3D,k141_8927|frame=-1,k141_8927,-1,50.43701171875,108,319,212,567,0.37389770723104054,12,4.203084309895833,2605
Parechovirus_3A_3B_3C_3D,k141_26150|frame=-3,k141_26150,-3,50.2087287902832,104,342,239,567,0.42151675485008816,12,4.184060732523601,4181
Kobuvirus_3A_3B_3C_3D,k141_9267|frame=1,k141_9267,1,50.182838439941406,195,570,376,627,0.5996810207336523,15,3.3455225626627603,5555
Parechovirus_3A_3B_3C_3D,k141_26059|frame=-1,k141_26059,-1,49.98731994628906,103,342,240,567,0.42328042328042326,12,4.165609995524089,7935
Kobuvirus_3A_3B_3C_3D,k141_9613|frame=-1,k141_9613,-1,49.10696792602539,317,553,237,627,0.37799043062200954,15,3.273797861735026,849
Parechovirus_2A_2B_2C,k141_22466|frame=-1,k141_22466,-1,48.026885986328125,36,278,243,594,0.4090909090909091,12,4.002240498860677,1483
Parechovirus_2A_2B_2C,k141_21322|frame=-3,k141_21322,-3,47.545867919921875,60,284,225,594,0.3787878787878788,12,3.9621556599934897,2012
Parechovirus_3A_3B_3C_3D,k141_35403|frame=-1,k141_35403,-1,47.49549865722656,103,353,251,567,0.4426807760141093,12,3.957958221435547,5003
Parechovirus_3A_3B_3C_3D,k141_9267|frame=1,k141_9267,1,47.20161437988281,162,539,378,567,0.6666666666666666,12,3.9334678649902344,5555
Kobuvirus_2A_2B_2C,k141_16175|frame=2,k141_16175,2,46.79084014892578,166,532,367,635,0.5779527559055118,15,3.1193893432617186,5373
Parechovirus_3A_3B_3C_3D,k141_26401|frame=-3,k141_26401,-3,44.6297721862793,103,318,216,567,0.38095238095238093,12,3.7191476821899414,2871
Parechovirus_3A_3B_3C_3D,k141_23792|frame=-2,k141_23792,-2,43.154380798339844,105,318,214,567,0.37742504409171074,12,3.596198399861654,8431
Parechovirus_2A_2B_2C,k141_10450|frame=2,k141_10450,2,41.31765365600586,147,424,278,594,0.468013468013468,12,3.443137804667155,1290
Parechovirus_2A_2B_2C,k141_16175|frame=2,k141_16175,2,40.26591110229492,39,287,249,594,0.41919191919191917,12,3.35549259185791,5373
Parechovirus_3A_3B_3C_3D,k141_12531|frame=1,k141_12531,1,39.979881286621094,275,486,212,567,0.37389770723104054,12,3.3316567738850913,835
Parechovirus_2A_2B_2C,k141_12959|frame=2,k141_12959,2,39.31575012207031,28,286,259,594,0.43602693602693604,12,3.276312510172526,1717
Parechovirus_2A_2B_2C,k141_1045|frame=1,k141_1045,1,38.758480072021484,26,207,182,594,0.3063973063973064,12,3.2298733393351235,869
Parechovirus_2A_2B_2C,k141_31885|frame=3,k141_31885,3,37.46510696411133,146,415,270,594,0.45454545454545453,12,3.1220922470092773,2074
Parechovirus_2A_2B_2C,k141_26059|frame=-1,k141_26059,-1,37.126808166503906,146,416,271,594,0.4562289562289562,12,3.093900680541992,7935
Parechovirus_3A_3B_3C_3D,k141_100|frame=1,k141_100,1,36.93975067138672,105,342,238,567,0.41975308641975306,12,3.078312555948893,1081
Parechovirus_2A_2B_2C,k141_34296|frame=-1,k141_34296,-1,36.786346435546875,28,286,259,594,0.43602693602693604,12,3.0655288696289062,5012
Parechovirus_2A_2B_2C,k141_5211|frame=2,k141_5211,2,36.536781311035156,146,416,271,594,0.4562289562289562,12,3.044731775919596,5098
Parechovirus_3A_3B_3C_3D,k141_18644|frame=-1,k141_18644,-1,36.28739929199219,220,460,241,567,0.42504409171075835,12,3.023949940999349,4882
Parechovirus_2A_2B_2C,k141_25930|frame=1,k141_25930,1,36.2099494934082,28,286,259,594,0.43602693602693604,12,3.01749579111735,6623
Parechovirus_2A_2B_2C,k141_10396|frame=1,k141_10396,1,36.10108184814453,28,286,259,594,0.43602693602693604,12,3.0084234873453775,5580
Parechovirus_2A_2B_2C,k141_18144|frame=1,k141_18144,1,36.047889709472656,146,415,270,594,0.45454545454545453,12,3.003990809122721,5129
