Query,Name,Contig,Frame,Score,From,To,Alignment_length,HMM_length,Coverage,Threshold,Score_ratio,Length_contig
Astroviridae_1B,k141_16454|frame=-1,k141_16454,-1,321.47271728515625,223,403,181,516,0.3507751937984496,15,21.431514485677084,545
Parechovirus_2A_2B_2C,k141_16661|frame=-2,k141_16661,-2,307.05816650390625,13,355,343,594,0.5774410774410774,12,25.588180541992188,6888
Astroviridae_2,k141_23885|frame=1,k141_23885,1,303.53485107421875,187,340,154,866,0.17782909930715934,15,20.23565673828125,466
Astroviridae_1B,k141_7484|frame=1,k141_7484,1,278.9403076171875,321,491,171,516,0.3313953488372093,15,18.5960205078125,526
Parechovirus_polyprotein,k141_21548|frame=-1,k141_21548,-1,268.2843322753906,1610,2197,588,2205,0.26666666666666666,12,22.357027689615887,3906
Astroviridae_2,k141_33988|frame=-3,k141_33988,-3,261.35107421875,249,392,144,866,0.16628175519630484,15,17.423404947916666,441
Parechovirus_3A_3B_3C_3D,k141_21548|frame=-1,k141_21548,-1,251.78675842285156,9,559,551,567,0.9717813051146384,12,20.982229868570965,3906
Kobuvirus_3A_3B_3C_3D,k141_16661|frame=-2,k141_16661,-2,245.46885681152344,39,597,559,627,0.8915470494417863,15,16.364590454101563,6888
Kobuvirus_3A_3B_3C_3D,k141_17975|frame=-2,k141_17975,-2,236.5115966796875,37,599,563,627,0.89792663476874,15,15.767439778645834,7045
Astroviridae_1B,k141_18443|frame=1,k141_18443,1,228.3012237548828,239,375,137,516,0.2655038759689923,15,15.220081583658855,413
Kobuvirus_polyprotein,k141_9466|frame=-3,k141_9466,-3,220.17422485351562,462,975,514,2410,0.21327800829875518,15,14.678281656901042,1813
Kobuvirus_VP0-VP3-VP1,k141_9466|frame=-3,k141_9466,-3,219.87428283691406,170,683,514,845,0.6082840236686391,15,14.658285522460938,1813
Astroviridae_1B,k141_20877|frame=-2,k141_20877,-2,219.67579650878906,283,412,130,516,0.25193798449612403,15,14.645053100585937,394
Astroviridae_2,k141_20746|frame=2,k141_20746,2,215.5421905517578,347,500,154,866,0.17782909930715934,15,14.369479370117187,506
Astroviridae_1A,k141_18644|frame=-2,k141_18644,-2,208.3537139892578,616,831,216,858,0.2517482517482518,15,13.890247599283855,4882
Astroviridae_1B_pcr_primer_region_RDRP,k141_16454|frame=-1,k141_16454,-1,207.46498107910156,1,128,128,128,1.0,15,13.830998738606771,545
Astroviridae_1B_pcr_primer_region_RDRP,k141_21581|frame=-3,k141_21581,-3,205.4308319091797,1,128,128,128,1.0,15,13.695388793945312,1485
Astroviridae_1B_pcr_primer_region_RDRP,k141_18644|frame=-1,k141_18644,-1,204.2894744873047,1,128,128,128,1.0,15,13.619298299153646,4882
Astroviridae_1A,k141_8014|frame=-1,k141_8014,-1,198.8211212158203,435,567,133,858,0.155011655011655,15,13.25474141438802,401
Kobuvirus_2A_2B_2C,k141_21548|frame=-1,k141_21548,-1,197.8990478515625,153,633,481,635,0.75748031496063,15,13.193269856770833,3906
Astroviridae_1B_pcr_primer_region_RDRP,k141_14709|frame=2,k141_14709,2,197.80580139160156,1,128,128,128,1.0,15,13.18705342610677,3436
Astroviridae_1B_pcr_primer_region_RDRP,k141_31770|frame=-1,k141_31770,-1,197.7874298095703,1,128,128,128,1.0,15,13.185828653971354,6707
Astroviridae_1B,k141_8763|frame=1,k141_8763,1,193.09024047851562,156,262,107,516,0.20736434108527133,15,12.872682698567708,320
Astroviridae_1B_pcr_primer_region_RDRP,k141_20877|frame=-2,k141_20877,-2,184.93507385253906,15,128,114,128,0.890625,15,12.329004923502604,394
Astroviridae_1B_pcr_primer_region_RDRP,k141_33133|frame=-1,k141_33133,-1,182.00341796875,1,128,128,128,1.0,15,12.133561197916666,1985
Astroviridae_1B_pcr_primer_region_RDRP,k141_18443|frame=1,k141_18443,1,167.0652313232422,1,107,107,128,0.8359375,15,11.137682088216145,413
Astroviridae_1B,k141_12125|frame=1,k141_12125,1,162.99139404296875,11,140,130,516,0.25193798449612403,15,10.866092936197917,412
Astroviridae_1B,k141_12914|frame=1,k141_12914,1,161.40924072265625,53,173,121,516,0.23449612403100775,15,10.760616048177083,373
Kobuvirus_polyprotein,k141_13289|frame=-1,k141_13289,-1,156.9560089111328,1398,2327,930,2410,0.38589211618257263,15,10.463733927408855,8021
Astroviridae_2,k141_21729|frame=1,k141_21729,1,156.52618408203125,315,421,107,866,0.1235565819861432,15,10.435078938802084,347
Parechovirus_2A_2B_2C,k141_21548|frame=-1,k141_21548,-1,154.72959899902344,15,299,285,594,0.4797979797979798,12,12.89413324991862,3906
Astroviridae_1A,k141_17603|frame=2,k141_17603,2,152.20623779296875,43,335,293,858,0.3414918414918415,15,10.14708251953125,874
Parechovirus_polyprotein,k141_21548|frame=-1,k141_21548,-1,151.2366943359375,1060,1344,285,2205,0.1292517006802721,12,12.603057861328125,3906
Astroviridae_1B,k141_33190|frame=-1,k141_33190,-1,149.32662963867188,397,512,116,516,0.2248062015503876,15,9.955108642578125,349
Astroviridae_2,k141_8521|frame=1,k141_8521,1,147.18270874023438,394,529,136,866,0.15704387990762125,15,9.812180582682291,463
Kobuvirus_2A_2B_2C,k141_16661|frame=-2,k141_16661,-2,143.7574462890625,72,423,352,635,0.5543307086614173,15,9.583829752604167,6888
Astroviridae_1B,k141_27462|frame=3,k141_27462,3,137.54051208496094,10,128,119,516,0.23062015503875968,15,9.169367472330729,427
Kobuvirus_2A_2B_2C,k141_17975|frame=-2,k141_17975,-2,136.4888916015625,55,422,368,635,0.5795275590551181,15,9.099259440104166,7045
Kobuvirus_3A_3B_3C_3D,k141_13289|frame=-1,k141_13289,-1,135.94581604003906,98,572,475,627,0.7575757575757576,15,9.063054402669271,8021
Astroviridae_1A,k141_31426|frame=-3,k141_31426,-3,128.3089599609375,233,384,152,858,0.17715617715617715,15,8.5539306640625,557
Kobuvirus_3A_3B_3C_3D,k141_14722|frame=3,k141_14722,3,126.56092834472656,98,616,519,627,0.8277511961722488,15,8.43739522298177,9860
Astroviridae_1B,k141_30912|frame=-2,k141_30912,-2,123.88123321533203,10,124,115,516,0.22286821705426357,15,8.258748881022136,2954
Kobuvirus_3A_3B_3C_3D,k141_3721|frame=-1,k141_3721,-1,119.73583984375,103,617,515,627,0.8213716108452951,15,7.982389322916666,4842
Astroviridae_1B_pcr_primer_region_RDRP,k141_7484|frame=1,k141_7484,1,117.50611877441406,53,128,76,128,0.59375,15,7.833741251627604,526
Kobuvirus_polyprotein,k141_14722|frame=3,k141_14722,3,116.3448715209961,1881,2394,514,2410,0.21327800829875518,15,7.756324768066406,9860
Kobuvirus_3A_3B_3C_3D,k141_3888|frame=-2,k141_3888,-2,115.55252838134766,102,617,516,627,0.8229665071770335,15,7.703501892089844,9971
Kobuvirus_3A_3B_3C_3D,k141_18144|frame=1,k141_18144,1,114.84175109863281,102,617,516,627,0.8229665071770335,15,7.656116739908854,5129
Parechovirus_3A_3B_3C_3D,k141_13289|frame=-1,k141_13289,-1,114.7902603149414,111,547,437,567,0.7707231040564374,12,9.565855026245117,8021
Kobuvirus_3A_3B_3C_3D,k141_5211|frame=2,k141_5211,2,114.76559448242188,102,618,517,627,0.8245614035087719,15,7.651039632161458,5098
Astroviridae_1B,k141_34269|frame=2,k141_34269,2,112.36566162109375,416,511,96,516,0.18604651162790697,15,7.491044108072916,301
Kobuvirus_3A_3B_3C_3D,k141_18829|frame=3,k141_18829,3,112.30736541748047,101,617,517,627,0.8245614035087719,15,7.4871576944986975,9310
Kobuvirus_3A_3B_3C_3D,k141_8730|frame=2,k141_8730,2,111.9488296508789,102,617,516,627,0.8229665071770335,15,7.463255310058594,10053
Kobuvirus_3A_3B_3C_3D,k141_1677|frame=-1,k141_1677,-1,111.31051635742188,109,617,509,627,0.8118022328548644,15,7.420701090494791,5142
Parechovirus_polyprotein,k141_13289|frame=-1,k141_13289,-1,110.6390609741211,1750,2185,436,2205,0.19773242630385487,12,9.219921747843424,8021
Kobuvirus_3A_3B_3C_3D,k141_33538|frame=3,k141_33538,3,109.84332275390625,109,611,503,627,0.8022328548644339,15,7.32288818359375,3773
Kobuvirus_3A_3B_3C_3D,k141_17285|frame=1,k141_17285,1,109.17691802978516,37,566,530,627,0.8452950558213717,15,7.278461201985677,9792
Kobuvirus_3A_3B_3C_3D,k141_10396|frame=1,k141_10396,1,109.09275817871094,101,544,444,627,0.7081339712918661,15,7.272850545247396,5580
Kobuvirus_3A_3B_3C_3D,k141_9498|frame=2,k141_9498,2,108.94876098632812,101,566,466,627,0.7432216905901117,15,7.263250732421875,9261
Kobuvirus_polyprotein,k141_3721|frame=-1,k141_3721,-1,107.580810546875,1886,2397,512,2410,0.21244813278008298,15,7.172054036458333,4842
Kobuvirus_3A_3B_3C_3D,k141_29796|frame=1,k141_29796,1,105.30119323730469,101,544,444,627,0.7081339712918661,15,7.020079549153646,8889
Kobuvirus_3A_3B_3C_3D,k141_24306|frame=-3,k141_24306,-3,104.55152893066406,102,566,465,627,0.7416267942583732,15,6.970101928710937,6530
Astroviridae_2,k141_22081|frame=-1,k141_22081,-1,103.32149505615234,439,558,120,866,0.13856812933025403,15,6.888099670410156,427
Kobuvirus_polyprotein,k141_3888|frame=-2,k141_3888,-2,103.20930480957031,1886,2397,512,2410,0.21244813278008298,15,6.8806203206380205,9971
Kobuvirus_polyprotein,k141_5211|frame=2,k141_5211,2,103.0538101196289,1886,2394,509,2410,0.2112033195020747,15,6.8702540079752605,5098
Kobuvirus_polyprotein,k141_18144|frame=1,k141_18144,1,102.00370025634766,1886,2397,512,2410,0.21244813278008298,15,6.8002466837565105,5129
Parechovirus_3A_3B_3C_3D,k141_30338|frame=2,k141_30338,2,101.41981506347656,118,510,393,567,0.6931216931216931,12,8.451651255289713,1862
Parechovirus_3A_3B_3C_3D,k141_24306|frame=-3,k141_24306,-3,100.45563507080078,105,539,435,567,0.7671957671957672,12,8.371302922566732,6530
Kobuvirus_polyprotein,k141_8730|frame=2,k141_8730,2,99.91793823242188,1886,2397,512,2410,0.21244813278008298,15,6.661195882161459,10053
Kobuvirus_polyprotein,k141_18829|frame=3,k141_18829,3,99.83289337158203,1885,2395,511,2410,0.21203319502074688,15,6.655526224772135,9310
Parechovirus_polyprotein,k141_14722|frame=3,k141_14722,3,99.75596618652344,1558,2135,578,2205,0.2621315192743764,12,8.312997182210287,9860
Kobuvirus_polyprotein,k141_10396|frame=1,k141_10396,1,99.42425537109375,1886,2327,442,2410,0.183402489626556,15,6.62828369140625,5580
Kobuvirus_polyprotein,k141_17033|frame=3,k141_17033,3,99.34192657470703,349,732,384,2410,0.15933609958506223,15,6.622795104980469,2613
Parechovirus_3A_3B_3C_3D,k141_33454|frame=2,k141_33454,2,98.88479614257812,222,510,289,567,0.5097001763668431,12,8.240399678548178,1547
Kobuvirus_polyprotein,k141_33538|frame=3,k141_33538,3,98.8172607421875,1892,2324,433,2410,0.17966804979253112,15,6.5878173828125,3773
Kobuvirus_polyprotein,k141_1677|frame=-1,k141_1677,-1,98.60761260986328,1892,2397,506,2410,0.2099585062240664,15,6.573840840657552,5142
Kobuvirus_VP0-VP3-VP1,k141_13289|frame=-3,k141_13289,-3,98.19697570800781,263,674,412,845,0.48757396449704143,15,6.546465047200521,8021
Kobuvirus_polyprotein,k141_17285|frame=1,k141_17285,1,98.19290161132812,1884,2327,444,2410,0.18423236514522823,15,6.546193440755208,9792
Kobuvirus_polyprotein,k141_9498|frame=2,k141_9498,2,98.02034759521484,1889,2327,439,2410,0.1821576763485477,15,6.53468983968099,9261
Kobuvirus_3A_3B_3C_3D,k141_21195|frame=-2,k141_21195,-2,97.50960540771484,101,467,367,627,0.5853269537480064,15,6.500640360514323,3673
Parechovirus_polyprotein,k141_30338|frame=2,k141_30338,2,97.17176055908203,1828,2148,321,2205,0.145578231292517,12,8.097646713256836,1862
Parechovirus_3A_3B_3C_3D,k141_14722|frame=3,k141_14722,3,97.13371276855469,108,497,390,567,0.6878306878306878,12,8.094476064046225,9860
Parechovirus_polyprotein,k141_24306|frame=-3,k141_24306,-3,95.86007690429688,1743,2176,434,2205,0.19682539682539682,12,7.988339742024739,6530
Kobuvirus_polyprotein,k141_29796|frame=1,k141_29796,1,95.58244323730469,1886,2327,442,2410,0.183402489626556,15,6.372162882486979,8889
Parechovirus_3A_3B_3C_3D,k141_9498|frame=2,k141_9498,2,95.56781768798828,105,538,434,567,0.7654320987654321,12,7.9639848073323565,9261
Kobuvirus_polyprotein,k141_13289|frame=-3,k141_13289,-3,95.39212036132812,555,967,413,2410,0.17136929460580913,15,6.359474690755208,8021
Parechovirus_polyprotein,k141_33454|frame=2,k141_33454,2,94.92557525634766,1860,2148,289,2205,0.1310657596371882,12,7.910464604695638,1547
Parechovirus_VP0_VP3_VP1,k141_35365|frame=1,k141_35365,1,94.45488739013672,326,451,126,808,0.15594059405940594,12,7.871240615844727,494
Astroviridae_2,k141_19556|frame=3,k141_19556,3,94.44625854492188,86,208,123,866,0.1420323325635104,15,6.296417236328125,451
Parechovirus_3A_3B_3C_3D,k141_13104|frame=-1,k141_13104,-1,94.22505950927734,114,510,397,567,0.7001763668430335,12,7.852088292439778,4021
Parechovirus_3A_3B_3C_3D,k141_10396|frame=1,k141_10396,1,93.95638275146484,105,482,378,567,0.6666666666666666,12,7.82969856262207,5580
Kobuvirus_3A_3B_3C_3D,k141_15113|frame=2,k141_15113,2,93.81917572021484,99,467,369,627,0.5885167464114832,15,6.25461171468099,8254
Kobuvirus_polyprotein,k141_24306|frame=-3,k141_24306,-3,92.66718292236328,1892,2327,436,2410,0.18091286307053941,15,6.177812194824218,6530
Kobuvirus_polyprotein,k141_20596|frame=-2,k141_20596,-2,92.57340240478516,349,732,384,2410,0.15933609958506223,15,6.17156016031901,4011
Parechovirus_3A_3B_3C_3D,k141_17285|frame=1,k141_17285,1,92.52735900878906,105,507,403,567,0.7107583774250441,12,7.710613250732422,9792
Parechovirus_3A_3B_3C_3D,k141_29796|frame=1,k141_29796,1,92.20611572265625,105,482,378,567,0.6666666666666666,12,7.6838429768880205,8889
Kobuvirus_3A_3B_3C_3D,k141_3378|frame=1,k141_3378,1,91.74008178710938,39,603,565,627,0.9011164274322169,15,6.116005452473958,10619
Parechovirus_polyprotein,k141_9498|frame=2,k141_9498,2,90.78974914550781,1743,2176,434,2205,0.19682539682539682,12,7.565812428792317,9261
Kobuvirus_polyprotein,k141_21195|frame=-2,k141_21195,-2,90.76433563232422,1885,2250,366,2410,0.15186721991701244,15,6.050955708821615,3673
Parechovirus_polyprotein,k141_13104|frame=-1,k141_13104,-1,90.14897155761719,1752,2148,397,2205,0.1800453514739229,12,7.512414296468099,4021
Parechovirus_3A_3B_3C_3D,k141_30547|frame=-2,k141_30547,-2,89.63838195800781,235,511,277,567,0.48853615520282184,12,7.469865163167317,4107
Parechovirus_polyprotein,k141_35365|frame=1,k141_35365,1,89.4184799194336,573,697,125,2205,0.05668934240362812,12,7.451539993286133,494
Kobuvirus_3A_3B_3C_3D,k141_25842|frame=1,k141_25842,1,89.4058609008789,103,472,370,627,0.5901116427432217,15,5.960390726725261,1998
Kobuvirus_3A_3B_3C_3D,k141_13104|frame=-1,k141_13104,-1,89.2922592163086,95,542,448,627,0.7145135566188198,15,5.952817281087239,4021
Parechovirus_polyprotein,k141_10396|frame=1,k141_10396,1,89.25962829589844,1743,2120,378,2205,0.17142857142857143,12,7.438302357991536,5580
Parechovirus_3A_3B_3C_3D,k141_5211|frame=2,k141_5211,2,89.2517318725586,100,545,446,567,0.7865961199294532,12,7.437644322713216,5098
Kobuvirus_2A_2B_2C,k141_9267|frame=1,k141_9267,1,88.65172576904297,204,408,205,635,0.3228346456692913,15,5.910115051269531,5555
Parechovirus_polyprotein,k141_29796|frame=1,k141_29796,1,87.78775787353516,1743,2120,378,2205,0.17142857142857143,12,7.315646489461263,8889
Parechovirus_3A_3B_3C_3D,k141_3721|frame=-1,k141_3721,-1,87.66775512695312,101,544,444,567,0.783068783068783,12,7.305646260579427,4842
Kobuvirus_3A_3B_3C_3D,k141_2119|frame=2,k141_2119,2,87.54737091064453,101,472,372,627,0.5933014354066986,15,5.836491394042969,2040
Parechovirus_polyprotein,k141_17285|frame=1,k141_17285,1,87.53617858886719,1743,2145,403,2205,0.18276643990929706,12,7.294681549072266,9792
Parechovirus_3A_3B_3C_3D,k141_33538|frame=3,k141_33538,3,87.46721649169922,92,544,453,567,0.798941798941799,12,7.288934707641602,3773
Kobuvirus_polyprotein,k141_17975|frame=-2,k141_17975,-2,87.3009262084961,346,1142,797,2410,0.33070539419087136,15,5.820061747233073,7045
Kobuvirus_polyprotein,k141_13104|frame=-1,k141_13104,-1,87.21118927001953,1745,2324,580,2410,0.24066390041493776,15,5.814079284667969,4021
Kobuvirus_polyprotein,k141_15113|frame=2,k141_15113,2,87.00414276123047,1882,2250,369,2410,0.15311203319502076,15,5.800276184082032,8254
Parechovirus_3A_3B_3C_3D,k141_1677|frame=-1,k141_1677,-1,86.69581604003906,104,544,441,567,0.7777777777777778,12,7.224651336669922,5142
Parechovirus_polyprotein,k141_30547|frame=-2,k141_30547,-2,85.60829162597656,1873,2149,277,2205,0.12562358276643992,12,7.134024302164714,4107
Kobuvirus_polyprotein,k141_9267|frame=1,k141_9267,1,85.47712707519531,1339,1545,207,2410,0.08589211618257261,15,5.698475138346354,5555
Parechovirus_polyprotein,k141_5211|frame=2,k141_5211,2,85.04609680175781,1738,2183,446,2205,0.20226757369614512,12,7.087174733479817,5098
Kobuvirus_3A_3B_3C_3D,k141_25796|frame=-1,k141_25796,-1,85.01737213134766,101,472,372,627,0.5933014354066986,15,5.66782480875651,4098
Kobuvirus_3A_3B_3C_3D,k141_2621|frame=3,k141_2621,3,83.78665161132812,102,472,371,627,0.5917065390749602,15,5.585776774088542,8540
Kobuvirus_VP0-VP3-VP1,k141_17975|frame=-2,k141_17975,-2,83.66539764404297,54,821,768,845,0.9088757396449704,15,5.577693176269531,7045
Parechovirus_polyprotein,k141_3721|frame=-1,k141_3721,-1,83.66450500488281,1739,2182,444,2205,0.20136054421768707,12,6.972042083740234,4842
Kobuvirus_3A_3B_3C_3D,k141_34246|frame=2,k141_34246,2,83.63086700439453,102,472,371,627,0.5917065390749602,15,5.575391133626302,4432
Parechovirus_3A_3B_3C_3D,k141_18144|frame=1,k141_18144,1,83.30978393554688,104,544,441,567,0.7777777777777778,12,6.942481994628906,5129
Parechovirus_polyprotein,k141_33538|frame=3,k141_33538,3,83.10417175292969,1731,2182,452,2205,0.20498866213151928,12,6.925347646077474,3773
Parechovirus_3A_3B_3C_3D,k141_3888|frame=-2,k141_3888,-2,82.28128051757812,103,544,442,567,0.7795414462081128,12,6.856773376464844,9971
Parechovirus_polyprotein,k141_1677|frame=-1,k141_1677,-1,82.26180267333984,1742,2182,441,2205,0.2,12,6.85515022277832,5142
Parechovirus_3A_3B_3C_3D,k141_18829|frame=3,k141_18829,3,82.05992126464844,103,543,441,567,0.7777777777777778,12,6.838326772054036,9310
Parechovirus_3A_3B_3C_3D,k141_25842|frame=1,k141_25842,1,81.76322174072266,105,422,318,567,0.5608465608465608,12,6.813601811726888,1998
Kobuvirus_polyprotein,k141_25842|frame=1,k141_25842,1,81.54888153076172,1892,2255,364,2410,0.15103734439834024,15,5.436592102050781,1998
Parechovirus_3A_3B_3C_3D,k141_8730|frame=2,k141_8730,2,81.34222412109375,103,543,441,567,0.7777777777777778,12,6.7785186767578125,10053
Parechovirus_3A_3B_3C_3D,k141_3378|frame=1,k141_3378,1,81.02409362792969,110,482,373,567,0.6578483245149912,12,6.752007802327474,10619
Parechovirus_3A_3B_3C_3D,k141_25796|frame=-1,k141_25796,-1,80.60845184326172,105,422,318,567,0.5608465608465608,12,6.717370986938477,4098
Parechovirus_polyprotein,k141_21195|frame=-2,k141_21195,-2,80.53952026367188,1560,2049,490,2205,0.2222222222222222,12,6.711626688639323,3673
Kobuvirus_3A_3B_3C_3D,k141_25241|frame=-3,k141_25241,-3,80.47346496582031,254,599,346,627,0.5518341307814992,15,5.364897664388021,2410
Kobuvirus_3A_3B_3C_3D,k141_33005|frame=-2,k141_33005,-2,80.25873565673828,109,472,364,627,0.580542264752791,15,5.350582377115885,4984
Kobuvirus_polyprotein,k141_3378|frame=1,k141_3378,1,80.1707763671875,1757,2350,594,2410,0.24647302904564317,15,5.344718424479167,10619
Kobuvirus_polyprotein,k141_2119|frame=2,k141_2119,2,79.90438079833984,1886,2255,370,2410,0.15352697095435686,15,5.326958719889323,2040
Kobuvirus_VP0-VP3-VP1,k141_17033|frame=3,k141_17033,3,79.58187866210938,261,440,180,845,0.21301775147928995,15,5.305458577473958,2613
Parechovirus_3A_3B_3C_3D,k141_24337|frame=-3,k141_24337,-3,79.50545501708984,121,438,318,567,0.5608465608465608,12,6.625454584757487,1099
Parechovirus_3A_3B_3C_3D,k141_21195|frame=-2,k141_21195,-2,79.43655395507812,106,411,306,567,0.5396825396825397,12,6.619712829589844,3673
Parechovirus_2A_2B_2C,k141_3378|frame=1,k141_3378,1,79.39807891845703,35,286,252,594,0.42424242424242425,12,6.616506576538086,10619
Parechovirus_polyprotein,k141_15113|frame=2,k141_15113,2,79.29780578613281,1559,2049,491,2205,0.22267573696145124,12,6.608150482177734,8254
Parechovirus_3A_3B_3C_3D,k141_15113|frame=2,k141_15113,2,78.97892761230469,106,411,306,567,0.5396825396825397,12,6.581577301025391,8254
Parechovirus_polyprotein,k141_18144|frame=1,k141_18144,1,78.91439819335938,1742,2182,441,2205,0.2,12,6.576199849446614,5129
Parechovirus_polyprotein,k141_18829|frame=3,k141_18829,3,77.89302825927734,1741,2181,441,2205,0.2,12,6.491085688273112,9310
Parechovirus_polyprotein,k141_3888|frame=-2,k141_3888,-2,77.7706298828125,1741,2182,442,2205,0.20045351473922904,12,6.480885823567708,9971
Parechovirus_polyprotein,k141_25842|frame=1,k141_25842,1,77.4111557006836,1743,2059,317,2205,0.1437641723356009,12,6.450929641723633,1998
Kobuvirus_polyprotein,k141_25796|frame=-1,k141_25796,-1,77.38056182861328,1892,2255,364,2410,0.15103734439834024,15,5.158704121907552,4098
Parechovirus_polyprotein,k141_3378|frame=1,k141_3378,1,76.80833435058594,1748,2120,373,2205,0.1691609977324263,12,6.400694529215495,10619
Parechovirus_polyprotein,k141_8730|frame=2,k141_8730,2,76.79081726074219,1742,2181,440,2205,0.19954648526077098,12,6.399234771728516,10053
Parechovirus_polyprotein,k141_25796|frame=-1,k141_25796,-1,76.65564727783203,1743,2056,314,2205,0.14240362811791382,12,6.387970606486003,4098
Kobuvirus_polyprotein,k141_2621|frame=3,k141_2621,3,75.88328552246094,1886,2255,370,2410,0.15352697095435686,15,5.058885701497396,8540
Kobuvirus_polyprotein,k141_34246|frame=2,k141_34246,2,75.8819580078125,1886,2255,370,2410,0.15352697095435686,15,5.058797200520833,4432
Kobuvirus_3A_3B_3C_3D,k141_20403|frame=-2,k141_20403,-2,75.7757339477539,100,373,274,627,0.4370015948963317,15,5.051715596516927,1994
Parechovirus_polyprotein,k141_24337|frame=-3,k141_24337,-3,75.60248565673828,1759,2076,318,2205,0.14421768707482993,12,6.300207138061523,1099
Parechovirus_polyprotein,k141_3378|frame=1,k141_3378,1,75.29663848876953,1080,1331,252,2205,0.11428571428571428,12,6.274719874064128,10619
Kobuvirus_3A_3B_3C_3D,k141_35403|frame=-1,k141_35403,-1,74.34008026123047,101,399,299,627,0.4768740031897927,15,4.956005350748698,5003
Parechovirus_3A_3B_3C_3D,k141_34296|frame=-1,k141_34296,-1,74.30545043945312,105,408,304,567,0.5361552028218695,12,6.192120869954427,5012
