qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR30851198|k141_52163/Mamastrovirus/1868/3-1662/16.47318125	YP_006905858.1	38.2	574	274	16	1	1668	374	884	6.22e-99	324.0	1868	889	89.3	57.5	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR25884743|k141_5552/Crohivirus/802/787-28/21.63289880952381	YP_009508298.1	56.4	266	113	2	800	3	1628	1890	4.54e-92	300.0	802	2143	99.5	12.3	YP_009508298.1 polyprotein [Shanbavirus A]
SRR30851198|k141_303/Mamastrovirus/606/18-603/12.821906249999998	YP_009664787.1	66.2	201	68	0	2	604	536	736	1.3499999999999999e-95	298.0	606	816	99.5	24.6	YP_009664787.1 polyprotein 1AB, partial [Mamastrovirus 18]
SRR25884743|k141_2916/Mamastrovirus/542/3-537/11.926378124999998	YP_009664790.1	75.6	180	44	0	1	540	54	233	1.8599999999999998e-94	286.0	542	522	99.6	34.5	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR30851198|k141_6893/Bopivirus/4193/3110-2174/2.8792912408759124	YP_009336820.1	29.1	729	427	22	4082	2055	2272	2963	9.97e-73	273.0	4193	4206	48.4	16.5	YP_009336820.1 hypothetical protein [Hubei picorna-like virus 53]
SRR25884743|k141_8506/Crohivirus/968/15-963/34.69002380952381	YP_009508298.1	43.6	312	176	0	29	964	1018	1329	2.17e-81	272.0	968	2143	96.7	14.6	YP_009508298.1 polyprotein [Shanbavirus A]
SRR25884743|k141_7223/Astroviridae/414/411-0/16.668979375	YP_009505809.1	92.8	138	10	0	414	1	82	219	6.170000000000001e-85	266.0	414	800	100.0	17.3	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR30851198|k141_14937/Avisivirus/626/596-200/1.5548464596273293	YP_009337883.1	59.6	208	84	0	626	3	522	729	1.13e-80	261.0	626	964	99.7	21.6	YP_009337883.1 RNA-dependent RNA polymerase [Hubei orthoptera virus 4]
SRR25884743|k141_8669/Kunsagivirus/15270/6198-5232/4.462152561983471	YP_009336820.1	22.4	1709	1024	54	10095	5170	1464	2944	7.9e-64	248.0	15270	4206	32.3	35.2	YP_009336820.1 hypothetical protein [Hubei picorna-like virus 53]
SRR25884743|k141_2363/Astroviridae/485/482-8/14.3561575	YP_009505809.1	72.7	154	38	1	485	24	213	362	6.41e-75	241.0	485	800	95.3	18.8	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR25884743|k141_8203/Crohivirus/803/6-642/22.678375	YP_009508298.1	51.9	237	111	1	9	710	1905	2141	4.05e-71	240.0	803	2143	87.4	11.1	YP_009508298.1 polyprotein [Shanbavirus A]
SRR24146889|k141_63309/Cosavirus/4651/2343-2550/1.2114439534883723	NP_795382.1	37.4	423	251	8	2001	3257	14	426	7.16e-67	236.0	4651	446	27.0	92.6	NP_795382.1 putative DNA polymerase III delta prime subunit [Streptococcus phage 315.1]
SRR25884743|k141_8439/Astroviridae/369/3-366/14.771004375	YP_009664791.1	86.1	122	17	0	2	367	162	283	1.35e-71	231.0	369	845	99.2	14.4	YP_009664791.1 capsid protein precursor [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_6658/Astroviridae/539/479-2/12.96003625	YP_009505809.1	91.5	129	8	1	380	3	46	174	1.4500000000000002e-70	230.0	539	800	70.1	16.1	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR25884743|k141_6366/Crohivirus/975/711-3/32.872347619047616	YP_009345900.1	48.7	238	119	3	712	2	1	236	3.65e-63	219.0	975	2173	72.9	10.9	YP_009345900.1 polyprotein [Crohivirus B]
SRR25884743|k141_1376/Astroviridae/1138/3-798/4.68281375	YP_009505809.1	36.9	374	209	11	3	1067	382	747	5.26e-63	218.0	1138	800	93.6	45.8	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR25884743|k141_3215/Crohivirus/1086/6-1080/20.142425	YP_009508298.1	33.9	360	225	5	6	1085	144	490	2.5899999999999998e-61	216.0	1086	2143	99.4	16.2	YP_009508298.1 polyprotein [Shanbavirus A]
SRR25884743|k141_6444/Mamastrovirus/518/458-2/6.92610625	YP_009664790.1	67.8	152	49	0	459	4	3	154	6.09e-67	215.0	518	522	88.0	29.1	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_3850/Caliciviridae/704/599-17/5.5333290849673205	YP_009345016.1	47.8	209	107	2	624	1	25	232	1.19e-65	215.0	704	553	88.6	37.6	YP_009345016.1 hypothetical protein 2 [Wuhan spider virus 5]
SRR24146889|k141_162438/Senecavirus/471/231-9/1.0512287378640774	YP_009003341.1	75.0	144	35	1	434	3	1	143	9.199999999999999e-67	211.0	471	434	91.7	32.9	YP_009003341.1 phosphopyruvate hydratase [Streptococcus phage 20617]
SRR25884743|k141_8873/Mamastrovirus/455/3-378/5.288869921875	YP_009664790.1	75.2	125	31	0	2	376	398	522	1.62e-65	210.0	455	522	82.4	23.9	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_3004/Vesivirus/547/541-112/8.915302916666667	YP_006347580.1	53.6	181	82	1	545	9	1921	2101	4.88e-62	210.0	547	2284	98.2	7.9	YP_006347580.1 polyprotein [Bat sapovirus TLC58/HK]
SRR25884743|k141_7003/Mamastrovirus/426/3-420/9.622189453125	YP_009664790.1	67.6	142	46	0	1	426	301	442	1.5900000000000001e-65	210.0	426	522	100.0	27.2	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_990/Crohivirus/854/63-852/17.831620238095237	YP_009508298.1	40.1	277	158	4	38	853	540	813	8.43e-59	205.0	854	2143	95.6	12.8	YP_009508298.1 polyprotein [Shanbavirus A]
SRR30851198|k141_32008/Enterovirus/1755/1215-960/1.007306846153846	YP_009109643.1	41.5	277	146	6	1681	881	4	274	3.08e-60	204.0	1755	282	45.6	96.1	YP_009109643.1 replication-associated protein [Circoviridae 5 LDMD-2013]
SRR33769985|k141_55114/Gallivirus/613/523-382/1.026506	YP_010667917.1	53.5	202	84	2	608	6	205	397	4.97e-63	204.0	613	445	98.4	43.4	YP_010667917.1 AAA-ATPase [Erwinia phage AH04]
SRR25884743|k141_9023/Mamastrovirus/453/450-84/4.659482421875	YP_009664790.1	72.5	120	33	0	451	92	403	522	1.0999999999999999e-61	200.0	453	522	79.5	23.0	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_3244/Crohivirus/688/679-1/24.382380952380952	YP_009345900.1	47.4	234	113	6	687	1	606	834	9.180000000000001e-58	200.0	688	2173	99.9	10.5	YP_009345900.1 polyprotein [Crohivirus B]
SRR30851198|k141_37974/Limnipivirus/530/203-50/1.0269675	YP_009329882.1	55.2	174	75	2	528	13	79	251	1.09e-60	197.0	530	470	97.4	36.8	YP_009329882.1 RdRp [Wuhan insect virus 23]
SRR25884743|k141_2210/Mamastrovirus/378/3-366/4.911599609374999	YP_009664790.1	72.3	119	33	0	1	357	404	522	6.45e-61	197.0	378	522	94.4	22.8	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_7672/Mamastrovirus/350/3-339/8.13055859375	YP_009664790.1	78.4	116	25	0	2	349	120	235	9.19e-60	194.0	350	522	99.4	22.2	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_3120/Mamastrovirus/392/389-2/5.546547265625	YP_009664790.1	66.2	130	44	0	391	2	389	518	6.3e-59	192.0	392	522	99.5	24.9	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_2740/Mamastrovirus/362/359-2/8.58353125	YP_009664790.1	75.0	120	30	0	362	3	102	221	8.31e-59	191.0	362	522	99.4	23.0	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_2103/Avastrovirus/317/314-2/8.069044943820224	YP_009664790.1	79.8	104	21	0	316	5	192	295	2.8400000000000003e-56	184.0	317	522	98.4	19.9	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_2898/Mamastrovirus/321/312-3/7.541428125	YP_009664790.1	81.9	105	19	0	315	1	132	236	2.35e-55	182.0	321	522	98.1	20.1	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR30851198|k141_18377/Cosavirus/552/54-294/1.596286976744186	YP_009336872.1	47.3	182	91	2	13	549	424	603	1.32e-51	179.0	552	859	97.3	21.0	YP_009336872.1 hypothetical protein 3 [Hubei toti-like virus 16]
SRR30851198|k141_52213/Avisivirus/410/374-14/1.4176374534161489	YP_009337883.1	58.8	136	56	0	410	3	520	655	7.5e-52	178.0	410	964	99.5	14.1	YP_009337883.1 RNA-dependent RNA polymerase [Hubei orthoptera virus 4]
SRR25884743|k141_79/Mamastrovirus/356/353-2/6.205984765625	YP_009664790.1	70.1	117	35	0	355	5	60	176	8.22e-53	176.0	356	522	98.6	22.4	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR30851198|k141_58719/Oscivirus/371/12-246/1.693063586956522	YP_003084290.1	62.8	121	45	0	1	363	138	258	7.58e-53	171.0	371	306	97.8	39.5	YP_003084290.1 putative Rep protein [Circovirus-like genome RW-D]
SRR25884743|k141_296/Aphthovirus/575/569-137/1.9127119266055044	NP_620565.1	53.2	158	71	2	575	105	71	226	7.870000000000001e-47	166.0	575	853	81.9	18.3	NP_620565.1 structural polyprotein [Black queen cell virus]
SRR25884743|k141_7938/Mamastrovirus/356/347-2/4.945143164062499	YP_009664790.1	64.7	116	41	0	349	2	8	123	1.49e-47	162.0	356	522	97.8	22.2	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR30851198|k141_45081/Aphthovirus/642/99-609/2.9014268807339447	YP_009337104.1	45.0	211	109	5	15	641	1656	1861	1e-44	162.0	642	2458	97.7	8.4	YP_009337104.1 hypothetical protein 1 [Hubei picorna-like virus 69]
SRR30851198|k141_7441/Mamastrovirus/549/540-51/6.852128515625	YP_006905858.1	50.9	161	72	2	542	81	460	620	6.06e-44	158.0	549	889	84.2	18.1	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR30851198|k141_134377/Tottorivirus/610/292-76/1.432727238095238	YP_007237227.1	46.2	199	94	5	16	591	30	222	5.15e-44	157.0	610	599	94.4	32.2	YP_007237227.1 DNA primase/helicase [Pseudomonas phage AF]
SRR30851198|k141_53344/Megrivirus/885/318-405/1.0752855639097745	YP_009163927.1	39.6	207	116	4	2	619	74	272	1.33e-42	150.0	885	272	69.8	73.2	YP_009163927.1 putative replication initiation protein [Calanoida sp. copepod associated circular virus]
SRR25884743|k141_1915/Hepatovirus/597/591-18/3.201355677966101	YP_009337788.1	41.7	192	108	3	572	6	2198	2388	1.18e-40	149.0	597	3291	95.0	5.8	YP_009337788.1 hypothetical protein [Hubei picorna-like virus 68]
SRR33769985|k141_199200/Vesivirus/436/370-196/1.382795393258427	YP_009611957.1	51.7	149	64	3	434	3	448	593	2.66e-40	145.0	436	765	99.1	19.1	YP_009611957.1 ATP-dependent protease [Agrobacterium phage Atu_ph07]
SRR25884743|k141_8022/Hepatovirus/945/771-342/3.428585254237288	YP_009026407.1	32.8	308	179	6	944	48	186	474	8.49e-39	145.0	945	475	94.9	60.8	YP_009026407.1 RNA dependent RNA polymerase [Arhar cryptic virus-I]
SRR25884743|k141_3128/Mamastrovirus/571/568-4/5.987857421875	YP_006905858.1	43.5	184	101	3	551	9	370	553	4.15e-39	144.0	571	889	95.1	20.7	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR25884743|k141_4350/Mamastrovirus/439/21-432/3.0595890625	YP_009664788.1	52.2	138	64	2	26	439	94	229	1.06e-41	143.0	439	302	94.3	45.0	YP_009664788.1 polyprotein 1a, partial [Mamastrovirus 18]
SRR33769985|k141_183843/Norovirus/423/87-228/1.103899553072626	YP_009612157.1	52.1	140	66	1	5	421	353	492	5.05e-39	141.0	423	661	98.6	21.2	YP_009612157.1 ATP-dependent protease [Agrobacterium phage Atu_ph07]
SRR25884743|k141_3675/Mamastrovirus/376/87-372/3.4022140625	YP_009664790.1	66.3	95	32	0	90	374	2	96	6.280000000000001e-37	134.0	376	522	75.8	18.2	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_1834/Bopivirus/378/153-375/1.3081546715328467	NP_620564.1	48.0	125	65	0	2	376	1196	1320	1.01e-34	129.0	378	1655	99.2	7.6	NP_620564.1 nonstructural polyprotein [Black queen cell virus]
SRR30851198|k141_72133/Oscivirus/325/223-100/1.1297502173913043	YP_007675406.1	58.8	102	40	1	324	19	245	344	1.39e-35	128.0	325	444	94.2	22.5	YP_007675406.1 terminase large subunit [Sulfitobacter phage pCB2047-A]
SRR25884743|k141_7484/Sapovirus/663/651-30/2.084179552845528	YP_006347580.1	36.5	211	128	6	658	32	698	904	3.6400000000000004e-32	126.0	663	2284	94.6	9.1	YP_006347580.1 polyprotein [Bat sapovirus TLC58/HK]
SRR33769985|k141_195539/Cosavirus/602/500-353/1.436064069767442	NP_795382.1	37.9	190	111	2	567	1	153	336	5.45e-33	125.0	602	446	94.2	41.3	NP_795382.1 putative DNA polymerase III delta prime subunit [Streptococcus phage 315.1]
ERR14656781|k141_72507/Passerivirus/639/204-39/1.0404701851851852	YP_005102506.1	54.7	106	48	0	1	318	467	572	1.9800000000000002e-32	125.0	639	579	49.8	18.3	YP_005102506.1 portal protein [Bacteroides phage B124-14]
SRR25884743|k141_7865/Mamastrovirus/483/477-21/2.8908140625	YP_009664788.1	43.6	165	84	4	477	7	138	301	7.66e-33	120.0	483	302	97.5	54.3	YP_009664788.1 polyprotein 1a, partial [Mamastrovirus 18]
SRR25884743|k141_6391/Astroviridae/475/466-70/1.2290603125	YP_009480672.1	55.0	120	51	2	472	116	242	359	6.01e-31	119.0	475	618	75.2	19.1	YP_009480672.1 ORF2 [Bat Middle East Hepe-Astrovirus]
SRR30851198|k141_40794/Mosavirus/501/117-18/1.0638807633587786	YP_003347598.1	47.1	170	66	7	5	493	150	302	4.6300000000000005e-31	119.0	501	444	97.6	34.5	YP_003347598.1 DNA adenine methyltransferase [Enterococcus phage phiFL3A]
SRR25884743|k141_7239/Mamastrovirus/308/302-86/2.3477268359375	YP_009664790.1	74.6	71	18	0	308	96	452	522	2.34e-31	117.0	308	522	69.2	13.6	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR25884743|k141_868/Hunnivirus/584/362-50/1.596986090909091	YP_009329867.1	38.2	178	107	3	573	46	158	334	3.41e-30	117.0	584	452	90.4	39.2	YP_009329867.1 RdRp [Xinzhou partiti-like virus 1]
SRR25884743|k141_1171/Crohivirus/491/12-486/7.635102380952381	YP_009508298.1	37.1	159	100	0	11	487	919	1077	4.05e-29	115.0	491	2143	97.1	7.4	YP_009508298.1 polyprotein [Shanbavirus A]
SRR25884743|k141_3611/Crohivirus/439/427-7/4.2838014285714285	YP_009508298.1	49.6	129	64	1	404	21	1463	1591	3.9200000000000003e-29	114.0	439	2143	87.5	6.0	YP_009508298.1 polyprotein [Shanbavirus A]
SRR25884743|k141_1465/Mamastrovirus/344/24-336/4.651615234375	YP_006905858.1	54.5	101	46	0	26	328	499	599	1.1500000000000001e-29	114.0	344	889	88.1	11.4	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR25884743|k141_1300/Aphthovirus/360/48-309/1.458051100917431	YP_009337377.1	57.4	108	44	2	39	359	563	669	2.63e-29	113.0	360	1019	89.2	10.5	YP_009337377.1 hypothetical protein [Sanxia water strider virus 16]
SRR30851198|k141_116175/Megrivirus/491/192-363/1.178408947368421	YP_007974237.1	39.9	158	93	2	4	471	98	255	1.7700000000000001e-29	112.0	491	313	95.3	50.5	YP_007974237.1 replicase [Bat associated circovirus 2]
SRR25884743|k141_5319/Mamastrovirus/488/485-2/5.309743359374999	YP_006905858.1	42.2	161	70	3	488	6	525	662	2.7700000000000003e-27	109.0	488	889	99.0	15.5	YP_006905858.1 ORF1a [Astrovirus VA3]
SRR30851198|k141_19147/Cosavirus/815/495-807/7.907196511627908	YP_009121743.1	55.9	102	41	1	511	804	369	470	1.17e-25	109.0	815	2251	36.1	4.5	YP_009121743.1 polyprotein [mischivirus C1]
SRR30851198|k141_18686/Recovirus/699/429-600/1.0773237591240876	YP_009213772.1	31.0	200	137	1	661	62	115	313	1.2800000000000001e-26	107.0	699	340	85.8	58.5	YP_009213772.1 minor tail protein [Mannheimia phage vB_MhS_1152AP2]
SRR25884743|k141_2489/Poecivirus/304/30-174/2.1548176470588234	YP_009345015.1	48.1	104	50	2	2	304	1773	1875	3.58e-27	106.0	304	2530	99.7	4.1	YP_009345015.1 hypothetical protein 1 [Wuhan spider virus 5]
SRR25884743|k141_2054/Mamastrovirus/584/3-450/2.73606796875	YP_009664788.1	36.3	146	79	3	8	418	141	281	1.3e-24	100.0	584	302	70.4	46.7	YP_009664788.1 polyprotein 1a, partial [Mamastrovirus 18]
SRR30851198|k141_64324/Crohivirus/330/39-240/2.491763928571429	YP_009329869.1	48.2	110	56	1	3	329	264	373	1.1499999999999999e-24	99.4	330	468	99.1	23.5	YP_009329869.1 RdRp [Beihai barnacle virus 13]
SRR33769985|k141_213183/Hunnivirus/722/545-122/1.2581396363636363	YP_009276424.1	31.3	230	132	6	710	33	121	328	9.95e-23	99.4	722	561	93.9	37.1	YP_009276424.1 Reverse transcriptase [Pseudomonas phage phi3]
SRR25884743|k141_7427/Mamastrovirus/330/318-9/3.4265460937499994	YP_009664787.1	51.7	120	43	4	328	5	16	132	3.87e-23	95.5	330	816	98.2	14.3	YP_009664787.1 polyprotein 1AB, partial [Mamastrovirus 18]
SRR30851198|k141_95794/Kunsagivirus/621/141-363/1.1244222314049588	YP_010762279.1	59.3	81	33	0	211	453	29	109	7.819999999999999e-24	94.4	621	123	39.1	65.9	YP_010762279.1 hypothetical protein QE323_gp023 [Pseudomonas phage SPA05]
SRR24146889|k141_127298/Cosavirus/2174/381-582/1.0135922093023255	YP_009665578.1	24.5	514	291	17	776	2041	143	651	4.6e-18	92.4	2174	870	58.2	58.5	YP_009665578.1 ATPase [Paramecium bursaria Chlorella virus NYs1]
SRR25884743|k141_1187/Hepatovirus/386/99-291/2.271952542372881	NP_620564.1	38.5	135	66	4	29	385	1014	1147	6.350000000000001e-21	90.1	386	1655	92.5	8.1	NP_620564.1 nonstructural polyprotein [Black queen cell virus]
SRR25884743|k141_8892/Mamastrovirus/333/63-327/1.616180703125	YP_009664788.1	46.0	100	53	1	32	331	182	280	6.76e-22	90.1	333	302	90.1	32.8	YP_009664788.1 polyprotein 1a, partial [Mamastrovirus 18]
SRR33769985|k141_10593/Mosavirus/316/78-216/1.1013781679389314	YP_009035213.1	38.6	132	54	2	2	316	163	294	2.7800000000000003e-21	89.4	316	395	99.7	33.4	YP_009035213.1 tRNA splicing ligase [Bacillus phage Hoody T]
SRR25884743|k141_3838/Crohivirus/388/93-381/4.2636063095238095	YP_009508298.1	35.4	113	73	0	38	376	67	179	1.24e-20	89.4	388	2143	87.4	5.3	YP_009508298.1 polyprotein [Shanbavirus A]
SRR25884743|k141_6156/Astroviridae/340/337-148/1.9726338125	YP_009664789.1	43.8	128	57	4	339	1	396	523	8.9e-21	89.0	340	850	99.7	15.1	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR30851198|k141_5104/Caliciviridae/1134/858-984/1.0351201680672268	YP_010056239.1	30.8	201	115	4	178	768	7	187	2.47e-19	88.2	1134	198	52.1	91.4	YP_010056239.1 deoxynucleoside monophosphate kinase [Streptomyces phage Saftant]
SRR33769985|k141_139699/Vesivirus/312/303-198/1.0052385393258427	YP_009844889.1	42.9	105	58	2	312	1	25	128	2.64e-20	87.0	312	487	100.0	21.4	YP_009844889.1 clamp loader of DNA polymerase [Nodularia phage vB_NspS-kac68v161]
SRR24146889|k141_142440/Astroviridae/971/851-407/1.0171709539473686	YP_010804469.1	32.1	246	147	10	881	168	28	261	1.32e-17	86.3	971	458	73.5	51.1	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR33769985|k141_65246/Sapovirus/1257/963-1098/1.088859349593496	YP_009612157.1	36.7	128	74	3	870	1241	362	486	1.14e-15	82.4	1257	661	29.6	18.9	YP_009612157.1 ATP-dependent protease [Agrobacterium phage Atu_ph07]
SRR25884743|k141_7220/Astroviridae/746/39-321/1.145622125	YP_009505809.1	28.2	262	157	8	1	741	538	783	1.72e-16	81.6	746	800	99.3	30.8	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR33769985|k141_79641/Vesivirus/304/289-178/1.0326088764044945	YP_009844889.1	42.9	98	54	2	295	5	25	121	9.17e-18	79.7	304	487	95.7	19.9	YP_009844889.1 clamp loader of DNA polymerase [Nodularia phage vB_NspS-kac68v161]
SRR24146889|k141_30890/Astroviridae/1003/69-480/1.0079707236842106	YP_010804469.1	29.8	248	150	9	44	748	29	265	3.34e-15	79.3	1003	458	70.3	51.7	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR24146889|k141_153181/Limnipivirus/378/51-165/1.4690362068965517	YP_009226388.1	38.0	108	65	2	54	377	155	260	6.77e-17	77.4	378	308	85.7	34.4	YP_009226388.1 DnaC-like helicase loader [Brevibacillus phage Jimmer1]
SRR33769985|k141_74258/Ailurivirus/714/369-567/1.404993962264151	YP_009789834.1	27.3	242	156	8	1	708	23	250	3.63e-15	76.3	714	309	99.2	73.8	YP_009789834.1 polymerase [Klebsiella phage 4LV2017]
SRR25884743|k141_3771/Mamastrovirus/544/535-166/2.9672953125	YP_009047246.1	36.1	119	74	2	517	167	327	445	6.08e-15	75.1	544	1369	64.5	8.7	YP_009047246.1 ORF1AB nonstructural polyprotein [Bovine astrovirus CH13]
SRR25884743|k141_503/Mamastrovirus/335/3-333/3.1098946875	YP_009047246.1	35.7	112	71	1	3	335	344	455	2.91e-15	73.2	335	1369	99.4	8.2	YP_009047246.1 ORF1AB nonstructural polyprotein [Bovine astrovirus CH13]
SRR33769985|k141_22038/Sapovirus/325/277-142/1.233070325203252	YP_010679028.1	42.0	88	46	1	251	3	460	547	3.99e-14	69.7	325	739	76.6	11.9	YP_010679028.1 porphyrin biosynthesis [Pseudomonas phage vB_PaeM_PA5oct]
