,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
40,vHMM_13728,k141_51755,10.23812,41,14,Tremovirus,5.5,polyprotein,1.8614763636363636,683,5,683
41,vHMM_3423,k141_23002,13.954887,186,150,Caliciviridae,7.6,polyprotein;nonstructural,1.8361693421052632,336,4,336
42,vHMM_13327,k141_155440,13.008527,321,258,Harkavirus,7.1,polyprotein,1.8321869014084509,450,6,450
43,vHMM_13392,k141_118134,15.036702,228,306,Kunsagivirus,8.3,polyprotein,1.811650843373494,345,2,345
44,vHMM_3457,k141_331737,12.096506,1364,1253,Norovirus,6.7,polyprotein;nonstructural,1.8054486567164179,2468,5,2468
45,vHMM_3457,k141_293320,11.943964,93,147,Norovirus,6.7,polyprotein;nonstructural,1.7826811940298506,310,1,310
46,vHMM_3413,k141_54949,11.765354,363,321,Vesivirus,6.6,capsid,1.782629393939394,666,4,666
47,vHMM_13703,k141_41626,17.005793,54,99,Torchivirus,9.6,polyprotein,1.7714367708333334,399,1,399
48,vHMM_13330,k141_22291,12.30884,364,331,Harkavirus,7.0,polyprotein,1.7584057142857143,394,5,394
49,vHMM_13330,k141_271953,12.298785,75,117,Harkavirus,7.0,polyprotein,1.7569692857142858,474,3,474
50,vHMM_13330,k141_122494,12.27782,243,273,Harkavirus,7.0,polyprotein,1.7539742857142857,489,3,489
51,vHMM_13733,k141_299332,15.041892,329,290,Tremovirus,8.6,polyprotein,1.7490572093023258,359,4,359
52,vHMM_2449,k141_331077,14.982942,97,67,Avastrovirus,8.6,polyprotein 1ab,1.7422025581395348,340,5,340
53,vHMM_13728,k141_96479,9.571101,237,216,Tremovirus,5.5,polyprotein,1.7402001818181818,528,4,528
54,vHMM_13728,k141_115513,9.548755,280,244,Tremovirus,5.5,polyprotein,1.7361372727272728,304,6,304
55,vHMM_13330,k141_127668,12.056552,108,144,Harkavirus,7.0,polyprotein,1.7223645714285714,323,1,323
56,vHMM_3423,k141_4523,13.072457,48,90,Caliciviridae,7.6,polyprotein;nonstructural,1.7200601315789474,333,1,333
57,vHMM_13330,k141_312602,12.036778,809,770,Harkavirus,7.0,polyprotein,1.7195397142857143,911,4,911
58,vHMM_13330,k141_320831,11.998038,182,146,Harkavirus,7.0,polyprotein,1.7140054285714286,449,4,449
59,vHMM_13204,k141_68146,18.506706,66,21,Aphthovirus,10.8,polyprotein,1.7135838888888888,585,6,585
60,vHMM_3457,k141_340203,11.475801,249,303,Norovirus,6.7,polyprotein;nonstructural,1.712806119402985,351,3,351
61,vHMM_3413,k141_84656,11.27445,15,63,Vesivirus,6.6,capsid,1.70825,392,2,392
62,vHMM_13224,k141_221000,11.189234,90,138,Avihepatovirus,6.6,polyprotein,1.6953384848484851,325,3,325
63,vHMM_3457,k141_111187,11.338818,168,132,Norovirus,6.7,polyprotein;nonstructural,1.6923608955223879,336,6,336
64,vHMM_3457,k141_328960,11.311108,45,72,Norovirus,6.7,polyprotein;nonstructural,1.6882250746268657,358,1,358
65,vHMM_13330,k141_33773,11.803001,225,276,Harkavirus,7.0,polyprotein,1.686143,331,3,331
66,vHMM_13224,k141_17639,11.069519,167,131,Avihepatovirus,6.6,polyprotein,1.6771998484848485,332,4,332
67,vHMM_13728,k141_195265,9.207922,369,339,Tremovirus,5.5,polyprotein,1.6741676363636364,435,6,435
68,vHMM_13335,k141_17705,11.363536,233,197,Harkavirus,6.8,polyprotein,1.6711082352941176,326,5,326
69,vHMM_13335,k141_24560,11.359668,146,107,Harkavirus,6.8,polyprotein,1.6705394117647059,380,5,380
70,vHMM_13335,k141_214121,11.334925,98,68,Harkavirus,6.8,polyprotein,1.6669007352941176,554,6,554
71,vHMM_13212,k141_236444,19.727213,90,45,Aquamavirus,11.9,polyprotein,1.6577489915966386,378,5,378
72,vHMM_3413,k141_235287,10.927938,18,69,Vesivirus,6.6,capsid,1.6557481818181818,352,1,352
73,vHMM_13647,k141_336352,16.54138,282,309,Senecavirus,10.0,polyprotein,1.654138,576,3,576
74,vHMM_3423,k141_143949,12.570239,311,287,Caliciviridae,7.6,polyprotein;nonstructural,1.653978815789474,404,4,404
75,vHMM_13263,k141_249025,18.187931,69,93,Cosavirus,11.0,polyprotein,1.6534482727272726,313,3,313
76,vHMM_3413,k141_48387,10.888618,192,225,Vesivirus,6.6,capsid,1.649790606060606,395,1,395
77,vHMM_13224,k141_229881,10.886214,146,107,Avihepatovirus,6.6,polyprotein,1.6494263636363637,395,6,395
78,vHMM_3449,k141_233661,16.310408,381,459,Lagovirus,9.9,polyprotein;nonstructural,1.6475159595959594,880,2,880
79,vHMM_13327,k141_276819,11.683604,84,123,Harkavirus,7.1,polyprotein,1.6455780281690142,451,3,451
80,vHMM_3413,k141_276105,10.828817,49,25,Vesivirus,6.6,capsid,1.6407298484848487,301,4,301
81,vHMM_13645,k141_82002,17.664833,336,306,Senecavirus,10.8,polyprotein,1.6356326851851852,414,6,414
82,vHMM_3423,k141_33652,12.421101,123,147,Caliciviridae,7.6,polyprotein;nonstructural,1.634355394736842,494,1,494
83,vHMM_13327,k141_334694,11.599019,239,215,Harkavirus,7.1,polyprotein,1.633664647887324,332,6,332
84,vHMM_13560,k141_84956,15.179018,267,237,Potamipivirus,9.3,polyprotein,1.6321524731182793,459,6,459
85,vHMM_13583,k141_361855,14.170991,153,204,Rafivirus,8.7,polyprotein,1.6288495402298853,352,1,352
86,vHMM_13335,k141_91279,11.064403,247,217,Harkavirus,6.8,polyprotein,1.6271180882352942,514,5,514
87,vHMM_3423,k141_334785,12.318236,398,350,Caliciviridae,7.6,polyprotein;nonstructural,1.6208205263157895,635,6,635
88,vHMM_13365,k141_301272,12.138174,267,300,Hepatovirus,7.5,polyprotein,1.6184231999999998,330,3,330
89,vHMM_3413,k141_246492,10.629902,123,165,Vesivirus,6.6,capsid,1.610591212121212,321,2,321
90,vHMM_13392,k141_10355,13.340048,180,255,Kunsagivirus,8.3,polyprotein,1.6072346987951804,911,1,911
91,vHMM_3408,k141_352215,19.804781,177,228,Vesivirus,12.4,capsid,1.597159758064516,377,1,377
92,vHMM_13335,k141_356365,10.856696,237,276,Harkavirus,6.8,polyprotein,1.5965729411764706,373,1,373
93,vHMM_13231,k141_309235,13.882396,330,366,Avihepatovirus,8.7,polyprotein,1.5956777011494254,522,1,522
94,vHMM_13661,k141_283865,17.681017,300,213,Sicinivirus,11.1,polyprotein,1.5928844144144145,519,4,519
95,vHMM_13294,k141_230732,16.360563,190,166,Erbovirus,10.3,polyprotein,1.5884041747572815,307,4,307
96,vHMM_13671,k141_91491,16.977852,267,321,Sicinivirus,10.7,polyprotein,1.586715140186916,446,2,446
97,vHMM_13184,k141_163425,15.187229,157,121,Ampivirus,9.6,polyprotein,1.5820030208333333,559,5,559
98,vHMM_13703,k141_318180,15.177042,109,70,Torchivirus,9.6,polyprotein,1.5809418750000002,457,5,457
99,vHMM_13491,k141_323723,17.18701,51,102,Parechovirus,10.9,polyprotein,1.5767899082568808,340,2,340
100,vHMM_3441,k141_178666,9.442893,340,265,Lagovirus,6.0,polyprotein;nonstructural,1.5738155,751,4,751
101,vHMM_13365,k141_137456,11.748069,285,315,Hepatovirus,7.5,polyprotein,1.5664091999999998,485,2,485
102,vHMM_13330,k141_126741,10.957883,351,309,Harkavirus,7.0,polyprotein,1.5654118571428572,384,4,384
103,vHMM_13733,k141_296035,13.440101,180,213,Tremovirus,8.6,polyprotein,1.5628024418604651,336,2,336
104,vHMM_13327,k141_286991,11.075627,489,447,Harkavirus,7.1,polyprotein,1.5599474647887326,588,4,588
105,vHMM_13715,k141_23110,12.94396,249,288,Tottorivirus,8.3,polyprotein,1.5595132530120481,399,2,399
106,vHMM_3400,k141_19479,17.285683,100,43,Recovirus,11.1,capsid,1.5572687387387387,445,5,445
107,vHMM_2450,k141_69277,17.743982,288,354,Avastrovirus,11.4,polyprotein 1ab,1.5564896491228069,691,2,691
108,vHMM_13691,k141_144537,12.736633,33,60,Teschovirus,8.2,polyprotein,1.5532479268292683,416,3,416
109,vHMM_13359,k141_285049,11.645367,259,229,Hepatovirus,7.5,polyprotein,1.5527156,373,5,373
110,vHMM_3423,k141_284680,11.7851715,741,771,Caliciviridae,7.6,polyprotein;nonstructural,1.550680460526316,969,1,969
111,vHMM_13653,k141_216305,17.1628,477,531,Senecavirus,11.1,polyprotein,1.5461981981981983,723,3,723
112,vHMM_13638,k141_342979,16.221659,40,7,Salivirus,10.5,polyprotein,1.5449199047619047,319,6,319
113,vHMM_13185,k141_282970,15.598479,167,83,Ampivirus,10.1,polyprotein,1.5444038613861386,470,5,470
114,vHMM_3423,k141_331568,11.728523,257,230,Caliciviridae,7.6,polyprotein;nonstructural,1.5432267105263158,728,4,728
115,vHMM_13305,k141_86788,17.343311,145,103,Erbovirus,11.3,polyprotein,1.5348062831858407,313,5,313
116,vHMM_13359,k141_66380,11.500625,180,228,Hepatovirus,7.5,polyprotein,1.5334166666666667,321,3,321
117,vHMM_13691,k141_23335,12.47039,71,41,Teschovirus,8.2,polyprotein,1.520779268292683,329,4,329
118,vHMM_13638,k141_284360,15.917832,111,138,Salivirus,10.5,polyprotein,1.515984,365,1,365
119,vHMM_3494,k141_193991,20.858742,342,402,Sapovirus,13.8,polyprotein;nonstructural,1.5115030434782608,661,3,661
120,vHMM_13341,k141_130165,15.867606,554,500,Harkavirus,10.5,polyprotein,1.5112005714285714,671,4,671
121,vHMM_13668,k141_334781,16.447271,275,236,Sicinivirus,10.9,polyprotein,1.5089239449541285,410,5,410
122,vHMM_3423,k141_161044,11.464986,231,267,Caliciviridae,7.6,polyprotein;nonstructural,1.5085507894736843,731,3,731
123,vHMM_13600,k141_141488,12.944084,64,16,Rosavirus,8.6,polyprotein,1.505126046511628,475,5,475
124,vHMM_13583,k141_100169,13.082308,188,146,Rafivirus,8.7,polyprotein,1.503713563218391,497,5,497
125,vHMM_18368,k141_71916,15.028637,235,76,Aquamavirus,10.0,polyprotein,1.5028637,370,4,370
126,vHMM_3423,k141_173505,11.360955,396,420,Caliciviridae,7.6,polyprotein;nonstructural,1.4948625000000002,502,3,502
127,vHMM_13149,k141_273210,12.54939,407,356,Ampivirus,8.4,polyprotein,1.493975,1118,4,1118
128,vHMM_13330,k141_315139,10.447022,180,117,Harkavirus,7.0,polyprotein,1.4924317142857144,423,5,423
129,vHMM_13392,k141_81459,12.364568,92,32,Kunsagivirus,8.3,polyprotein,1.4897069879518072,317,4,317
130,vHMM_13359,k141_187032,11.122077,504,483,Hepatovirus,7.5,polyprotein,1.4829436,558,4,558
131,vHMM_13715,k141_61191,12.307856,216,258,Tottorivirus,8.3,polyprotein,1.4828742168674696,322,1,322
132,vHMM_13184,k141_260178,14.187142,183,225,Ampivirus,9.6,polyprotein,1.4778272916666666,435,3,435
133,vHMM_13728,k141_333876,8.121007,330,345,Tremovirus,5.5,polyprotein,1.4765467272727273,474,1,474
134,vHMM_13319,k141_88164,15.583579,144,111,Gallivirus,10.6,polyprotein,1.470148962264151,306,5,306
135,vHMM_13653,k141_218629,16.279228,252,192,Senecavirus,11.1,polyprotein,1.466597117117117,444,4,444
136,vHMM_13615,k141_71306,15.040522,341,287,Sakobuvirus,10.3,polyprotein,1.460244854368932,455,5,455
137,vHMM_3406,k141_248694,14.580843,198,228,Sapovirus,10.0,capsid,1.4580842999999999,320,3,320
138,vHMM_13709,k141_344141,11.943386,246,210,Tottorivirus,8.2,polyprotein,1.4565104878048782,324,5,324
139,vHMM_13345,k141_249197,16.311804,483,519,Harkavirus,11.2,polyprotein,1.4564110714285714,548,3,548
140,vHMM_13392,k141_98135,12.080554,210,267,Kunsagivirus,8.3,polyprotein,1.4554884337349396,326,3,326
141,vHMM_3423,k141_352016,11.059707,77,44,Caliciviridae,7.6,polyprotein;nonstructural,1.4552246052631579,323,5,323
142,vHMM_13231,k141_245487,12.659553,99,135,Avihepatovirus,8.7,polyprotein,1.4551210344827588,474,3,474
143,vHMM_13191,k141_16406,14.986945,24,69,Ampivirus,10.3,polyprotein,1.455043203883495,362,2,362
144,vHMM_13484,k141_14500,16.440516,198,240,Parechovirus,11.3,polyprotein,1.4549129203539821,364,1,364
145,vHMM_13366,k141_327902,15.950733,130,91,Hepatovirus,11.0,polyprotein,1.4500666363636363,487,4,487
146,vHMM_13359,k141_325765,10.85738,136,112,Hepatovirus,7.5,polyprotein,1.4476506666666666,382,4,382
147,vHMM_13263,k141_361494,15.923905,219,189,Cosavirus,11.0,polyprotein,1.4476277272727271,411,4,411
148,vHMM_13235,k141_105715,15.914454,57,123,Avihepatovirus,11.0,polyprotein,1.4467685454545454,311,2,311
149,vHMM_3449,k141_46359,14.313871,108,213,Lagovirus,9.9,polyprotein;nonstructural,1.4458455555555556,356,2,356
150,vHMM_2437,k141_57260,15.757623,300,210,Astroviridae,10.9,polyprotein 1ab,1.4456534862385322,447,6,447
151,vHMM_13594,k141_216006,16.1764,2740,2701,Rafivirus,11.2,polyprotein,1.4443214285714288,3253,6,3253
152,vHMM_13318,k141_226173,17.322893,144,192,Gallivirus,12.0,polyprotein,1.4435744166666666,636,1,636
153,vHMM_3423,k141_183095,10.9470415,114,144,Caliciviridae,7.6,polyprotein;nonstructural,1.440400197368421,335,1,335
154,vHMM_13392,k141_182143,11.939257,138,204,Kunsagivirus,8.3,polyprotein,1.4384646987951806,387,2,387
155,vHMM_3382,k141_288564,15.087515,241,199,Caliciviridae,10.5,capsid,1.4369061904761904,337,5,337
156,vHMM_13709,k141_211254,11.749238,359,272,Tottorivirus,8.2,polyprotein,1.4328339024390244,371,6,371
157,vHMM_13709,k141_274983,11.734648,150,201,Tottorivirus,8.2,polyprotein,1.4310546341463415,412,3,412
158,vHMM_13146,k141_102125,14.854516,95,38,Ampivirus,10.4,polyprotein,1.428318846153846,305,4,305
159,vHMM_13615,k141_351586,14.67915,78,129,Sakobuvirus,10.3,polyprotein,1.4251601941747571,338,1,338
160,vHMM_13615,k141_332545,14.678286,72,111,Sakobuvirus,10.3,polyprotein,1.4250763106796116,330,3,330
161,vHMM_13733,k141_161465,12.222679,279,318,Tremovirus,8.6,polyprotein,1.4212417441860465,462,1,462
162,vHMM_13377,k141_218396,17.314688,105,141,Hunnivirus,12.2,polyprotein,1.4192367213114756,570,3,570
163,vHMM_13367,k141_48790,16.022133,177,219,Hepatovirus,11.3,polyprotein,1.4178878761061946,303,1,303
164,vHMM_3431,k141_261618,15.297237,135,162,Lagovirus,10.8,polyprotein;nonstructural,1.4164108333333334,362,1,362
165,vHMM_13335,k141_179766,9.630129,177,213,Harkavirus,6.8,polyprotein,1.4161954411764706,427,2,427
166,vHMM_13333,k141_18269,14.300748,179,128,Harkavirus,10.1,polyprotein,1.4159156435643565,665,5,665
167,vHMM_18378,k141_29482,13.297324,237,450,Harkavirus,9.4,polyprotein,1.4146089361702128,559,3,559
168,vHMM_2450,k141_281404,16.126368,372,417,Avastrovirus,11.4,polyprotein 1ab,1.4145936842105262,471,1,471
169,vHMM_13653,k141_14666,15.693444,60,96,Senecavirus,11.1,polyprotein,1.4138237837837837,306,1,306
170,vHMM_3412,k141_255546,15.235585,114,183,Vesivirus,10.8,capsid,1.4107023148148148,380,2,380
171,vHMM_13117,k141_152048,14.524797,177,222,Aalivirus,10.3,polyprotein,1.4101744660194173,336,3,336
172,vHMM_13638,k141_203392,14.79487,99,129,Salivirus,10.5,polyprotein,1.409035238095238,385,1,385
173,vHMM_13335,k141_181508,9.570464,237,276,Harkavirus,6.8,polyprotein,1.4074211764705882,534,2,534
174,vHMM_13600,k141_68437,12.095212,357,378,Rosavirus,8.6,polyprotein,1.40642,503,1,503
175,vHMM_3501,k141_205909,15.042492,195,222,Vesivirus,10.7,polyprotein;nonstructural,1.4058403738317757,317,1,317
176,vHMM_2449,k141_258777,12.068248,183,207,Avastrovirus,8.6,polyprotein 1ab,1.4032846511627908,322,2,322
177,vHMM_13682,k141_111361,15.288796,323,272,Teschovirus,10.9,polyprotein,1.4026418348623853,536,6,536
178,vHMM_13560,k141_73004,13.020812,438,468,Potamipivirus,9.3,polyprotein,1.4000873118279569,513,1,513
179,vHMM_13715,k141_261919,11.612929,101,80,Tottorivirus,8.3,polyprotein,1.3991480722891565,344,4,344
180,vHMM_13600,k141_120077,12.017132,57,96,Rosavirus,8.6,polyprotein,1.3973409302325581,469,3,469
181,vHMM_13733,k141_124944,12.001464,207,177,Tremovirus,8.6,polyprotein,1.395519069767442,384,6,384
182,vHMM_2449,k141_330728,11.994085,215,182,Avastrovirus,8.6,polyprotein 1ab,1.394661046511628,461,5,461
183,vHMM_3440,k141_65673,17.152786,735,807,Lagovirus,12.3,polyprotein;nonstructural,1.3945354471544713,849,2,849
184,vHMM_13129,k141_299350,15.8861065,149,113,Aalivirus,11.4,polyprotein,1.3935181140350876,359,5,359
185,vHMM_13439,k141_322009,14.209151,21,78,Livupivirus,10.2,polyprotein,1.3930540196078434,501,2,501
186,vHMM_13733,k141_234099,11.955818,123,63,Tremovirus,8.6,polyprotein,1.3902113953488373,378,5,378
187,vHMM_13320,k141_68,15.828021,27,57,Gallivirus,11.4,polyprotein,1.388422894736842,379,3,379
188,vHMM_3414,k141_89942,15.536077,112,79,Vesivirus,11.2,capsid,1.3871497321428572,307,5,307
189,vHMM_13189,k141_350194,13.991086,294,336,Ampivirus,10.1,polyprotein,1.3852560396039604,362,1,362
190,vHMM_13319,k141_304242,14.6665745,321,288,Gallivirus,10.6,polyprotein,1.383639103773585,417,6,417
191,vHMM_13333,k141_222051,13.969581,213,282,Harkavirus,10.1,polyprotein,1.3831268316831684,324,1,324
192,vHMM_3523,k141_236895,15.762569,1356,1449,Vesivirus,11.4,polyprotein;nonstructural,1.38268149122807,1948,2,1948
193,vHMM_13604,k141_210702,13.134285,99,132,Rosavirus,9.5,polyprotein,1.3825563157894738,444,2,444
194,vHMM_13685,k141_257712,15.337053,159,216,Teschovirus,11.1,polyprotein,1.3817164864864864,340,1,340
195,vHMM_13196,k141_193694,14.493162,147,180,Aphthovirus,10.5,polyprotein,1.3803011428571428,486,1,486
196,vHMM_13718,k141_290525,15.453224,232,175,Tottorivirus,11.2,polyprotein,1.379752142857143,382,5,382
197,vHMM_13421,k141_75578,16.14089,24,75,Limnipivirus,11.7,polyprotein,1.3795632478632478,303,3,303
198,vHMM_3449,k141_40047,13.653402,250,223,Lagovirus,9.9,polyprotein;nonstructural,1.379131515151515,367,4,367
199,vHMM_13647,k141_53071,13.774073,45,99,Senecavirus,10.0,polyprotein,1.3774073,565,3,565
200,vHMM_13494,k141_297604,17.198631,182,140,Parechovirus,12.5,polyprotein,1.3758904799999998,209,5,209
201,vHMM_18373,k141_292198,11.831886,54,309,Cosavirus,8.6,polyprotein,1.3758006976744188,453,3,453
202,vHMM_13366,k141_137642,15.120029,315,282,Hepatovirus,11.0,polyprotein,1.374548090909091,414,6,414
203,vHMM_13638,k141_229595,14.428958,327,357,Salivirus,10.5,polyprotein,1.374186476190476,436,3,436
204,vHMM_13691,k141_188253,11.26742,201,252,Teschovirus,8.2,polyprotein,1.3740756097560975,363,2,363
205,vHMM_13136,k141_257781,15.102828,212,173,Ailurivirus,11.0,polyprotein,1.3729843636363637,368,4,368
206,vHMM_13638,k141_63891,14.413357,165,129,Salivirus,10.5,polyprotein,1.3727006666666666,348,5,348
207,vHMM_13558,k141_146034,15.3694515,339,378,Potamipivirus,11.2,polyprotein,1.372272455357143,393,2,393
208,vHMM_13733,k141_173250,11.79469,114,162,Tremovirus,8.6,polyprotein,1.3714755813953488,344,1,344
209,vHMM_13238,k141_297741,14.800062,213,276,Avihepatovirus,10.8,polyprotein,1.370376111111111,322,1,322
210,vHMM_13604,k141_29568,13.010516,816,783,Rosavirus,9.5,polyprotein,1.369528,1314,6,1314
211,vHMM_13594,k141_162767,15.333012,132,174,Rafivirus,11.2,polyprotein,1.3690189285714287,483,2,483
212,vHMM_13399,k141_67868,17.219889,526,469,Kunsagivirus,12.6,polyprotein,1.3666578571428571,685,5,685
213,vHMM_2449,k141_111022,11.74921,285,240,Avastrovirus,8.6,polyprotein 1ab,1.3661872093023255,390,5,390
214,vHMM_13258,k141_122949,15.562063,86,53,Cardiovirus,11.4,polyprotein,1.365093245614035,401,5,401
215,vHMM_13733,k141_182039,11.723582,204,246,Tremovirus,8.6,polyprotein,1.3632072093023258,348,3,348
216,vHMM_13560,k141_262266,12.664665,234,204,Potamipivirus,9.3,polyprotein,1.3617919354838708,693,6,693
217,vHMM_3492,k141_71946,15.496961,144,93,Sapovirus,11.4,polyprotein;nonstructural,1.3593825438596492,450,4,450
218,vHMM_13436,k141_250084,16.44697,306,339,Livupivirus,12.1,polyprotein,1.3592537190082645,358,2,358
219,vHMM_3392,k141_347968,14.672314,247,220,Lagovirus,10.8,capsid,1.3585475925925925,343,6,343
220,vHMM_13189,k141_21701,13.705875,453,405,Ampivirus,10.1,polyprotein,1.3570173267326733,561,5,561
221,vHMM_13216,k141_237055,14.513968,36,72,Aquamavirus,10.7,polyprotein,1.3564456074766356,325,3,325
222,vHMM_13374,k141_11029,13.408826,393,372,Hunnivirus,9.9,polyprotein,1.3544268686868686,453,4,453
223,vHMM_13189,k141_335043,13.667303,246,279,Ampivirus,10.1,polyprotein,1.3531983168316832,397,1,397
224,vHMM_13231,k141_287013,11.766613,55,16,Avihepatovirus,8.7,polyprotein,1.3524842528735632,343,4,343
225,vHMM_3449,k141_295411,13.382047,337,310,Lagovirus,9.9,polyprotein;nonstructural,1.3517219191919192,361,4,361
226,vHMM_13497,k141_58208,13.650066,233,200,Pasivirus,10.1,polyprotein,1.351491683168317,308,5,308
227,vHMM_13645,k141_234932,14.596019,321,351,Senecavirus,10.8,polyprotein,1.3514832407407407,375,2,375
228,vHMM_13251,k141_288781,15.271566,407,353,Avisivirus,11.3,polyprotein,1.351466017699115,1580,4,1580
229,vHMM_13604,k141_323263,12.824302,6,42,Rosavirus,9.5,polyprotein,1.3499265263157894,336,3,336
230,vHMM_18374,k141_24562,11.3307495,156,282,Crohivirus,8.4,polyprotein,1.3488987499999998,303,2,303
231,vHMM_2418,k141_281753,14.966541,192,240,Astroviridae,11.1,capsid;VP90,1.348337027027027,313,1,313
232,vHMM_13611,k141_246695,14.155097,3,36,Rosavirus,10.5,polyprotein,1.3481044761904761,367,1,367
233,vHMM_13662,k141_243843,16.422796,198,246,Sicinivirus,12.2,polyprotein,1.3461308196721313,327,1,327
234,vHMM_13366,k141_284743,14.800967,259,223,Hepatovirus,11.0,polyprotein,1.3455424545454546,388,4,388
235,vHMM_3382,k141_287373,14.127766,93,153,Caliciviridae,10.5,capsid,1.3455015238095238,478,1,478
236,vHMM_13441,k141_206970,14.126639,162,201,Livupivirus,10.5,polyprotein,1.3453941904761906,342,2,342
237,vHMM_13734,k141_148350,14.257575,284,239,Tremovirus,10.6,polyprotein,1.3450542452830188,515,6,515
238,vHMM_2449,k141_32949,11.56466,252,288,Avastrovirus,8.6,polyprotein 1ab,1.3447279069767442,313,2,313
239,vHMM_13733,k141_268332,11.552907,204,177,Tremovirus,8.6,polyprotein,1.3433612790697673,831,6,831
