,Query,Name,Score,From,To,Taxon,Threshold,Positive terms,Score_ratio,Lengh,Frame,Length_contig
17,vHMM_13359,k141_10684,10.524083,2508,2544,Hepatovirus,7.5,polyprotein,1.4032110666666666,3215,3,3215
18,vHMM_2483,k141_4641,15.684697,79,40,Mamastrovirus,11.6,polyprotein 1ab,1.352129051724138,604,5,604
19,vHMM_13338,k141_19445,14.969392,240,189,Harkavirus,11.1,polyprotein,1.3485938738738739,303,5,303
20,vHMM_2437,k141_11308,14.633173,3,69,Astroviridae,10.9,polyprotein 1ab,1.3424929357798163,635,2,635
21,vHMM_13583,k141_18086,11.671854,160,133,Rafivirus,8.7,polyprotein,1.3415924137931035,748,5,748
22,vHMM_13237,k141_13799,16.13139,270,225,Avihepatovirus,12.1,polyprotein,1.3331727272727272,435,6,435
23,vHMM_13583,k141_3787,11.537044,222,270,Rafivirus,8.7,polyprotein,1.326097011494253,348,1,348
24,vHMM_13374,k141_538,13.090516,191,161,Hunnivirus,9.9,polyprotein,1.3222743434343434,482,5,482
25,vHMM_13281,k141_9080,15.033512,330,243,Crohivirus,11.4,polyprotein,1.3187291228070175,405,5,405
26,vHMM_13314,k141_3004,14.55356,72,108,Gallivirus,11.1,polyprotein,1.3111315315315315,312,2,312
27,vHMM_3523,k141_16440,14.895577,819,912,Vesivirus,11.4,polyprotein;nonstructural,1.3066295614035086,3337,1,3337
28,vHMM_13191,k141_8899,13.222184,618,663,Ampivirus,10.3,polyprotein,1.2837071844660193,856,2,856
29,vHMM_13300,k141_17527,13.495085,24,66,Erbovirus,10.6,polyprotein,1.2731212264150944,363,1,363
30,vHMM_13615,k141_1027,13.013271,1074,1035,Sakobuvirus,10.3,polyprotein,1.2634243689320388,1554,4,1554
31,vHMM_13254,k141_12547,14.632384,81,111,Bopivirus,11.6,polyprotein,1.2614124137931035,450,1,450
32,vHMM_13182,k141_8040,14.910202,156,192,Ampivirus,12.0,polyprotein,1.2425168333333334,472,3,472
33,vHMM_13281,k141_20922,14.135108,126,78,Crohivirus,11.4,polyprotein,1.2399217543859649,360,6,360
34,vHMM_13402,k141_1683,13.596781,884,860,Kunsagivirus,11.1,polyprotein,1.2249352252252252,950,5,950
35,vHMM_13284,k141_13,12.681175,87,39,Crohivirus,10.4,polyprotein,1.21934375,390,6,390
36,vHMM_13333,k141_5575,12.305461,246,210,Harkavirus,10.1,polyprotein,1.2183624752475248,339,4,339
37,vHMM_3503,k141_12578,22.401943,112,49,Vesivirus,18.4,polyprotein;nonstructural,1.217496902173913,349,4,349
38,vHMM_13660,k141_17059,14.410016,275,125,Sicinivirus,11.9,polyprotein,1.2109257142857144,320,6,320
39,vHMM_13458,k141_20472,17.513882,243,297,Megrivirus,14.5,polyprotein,1.2078539310344827,410,1,410
40,vHMM_13239,k141_12044,13.376284,30,57,Avihepatovirus,11.1,polyprotein,1.2050706306306307,346,3,346
41,vHMM_13374,k141_8223,11.907172,348,378,Hunnivirus,9.9,polyprotein,1.2027446464646463,975,3,975
42,vHMM_13469,k141_10404,12.891952,484,466,Oscivirus,10.8,polyprotein,1.1936992592592592,700,4,700
43,vHMM_2439,k141_18618,14.9170265,164,128,Avastrovirus,12.5,polyprotein 1ab,1.19336212,374,4,374
44,vHMM_13111,k141_18064,13.842369,30,84,Aalivirus,11.6,polyprotein,1.1933076724137932,301,1,301
45,vHMM_13345,k141_8801,13.258038,1860,1824,Harkavirus,11.2,polyprotein,1.183753392857143,4578,4,4578
46,vHMM_3479,k141_5584,12.401973,60,84,Norovirus,10.5,polyprotein;nonstructural,1.1811402857142856,321,2,321
47,vHMM_13333,k141_1658,11.882111,249,291,Harkavirus,10.1,polyprotein,1.1764466336633663,387,1,387
48,vHMM_13527,k141_20581,13.276349,207,273,Passerivirus,11.3,polyprotein,1.1748981415929203,359,3,359
49,vHMM_13500,k141_6723,12.566032,238,208,Pasivirus,10.7,polyprotein,1.1743955140186917,319,5,319
50,vHMM_13281,k141_15030,13.378053,272,212,Crohivirus,11.4,polyprotein,1.1735134210526315,329,6,329
51,vHMM_3423,k141_6453,8.907704,279,309,Caliciviridae,7.6,polyprotein;nonstructural,1.1720663157894737,319,3,319
52,vHMM_13159,k141_1941,13.038754,279,318,Ampivirus,11.2,polyprotein,1.1641744642857144,1043,1,1043
53,vHMM_13560,k141_2804,10.749934,140,110,Potamipivirus,9.3,polyprotein,1.1559068817204299,380,5,380
54,vHMM_13415,k141_15885,12.4827585,92,56,Limnipivirus,10.8,polyprotein,1.155810972222222,383,6,383
55,vHMM_3400,k141_16002,12.759977,30,66,Recovirus,11.1,capsid,1.1495474774774774,1535,2,1535
56,vHMM_13152,k141_3907,13.564146,230,191,Ampivirus,11.8,polyprotein,1.1495038983050847,650,6,650
57,vHMM_2483,k141_3763,13.30445,993,1026,Mamastrovirus,11.6,polyprotein 1ab,1.146935344827586,1165,3,1165
58,vHMM_13161,k141_18428,12.265661,18,84,Ampivirus,10.7,polyprotein,1.1463234579439252,407,3,407
59,vHMM_13317,k141_5355,13.054396,84,123,Gallivirus,11.4,polyprotein,1.1451224561403508,368,3,368
60,vHMM_13259,k141_1611,13.734319,189,228,Cardiovirus,12.0,polyprotein,1.1445265833333333,430,2,430
61,vHMM_13284,k141_19396,11.889413,228,267,Crohivirus,10.4,polyprotein,1.1432127884615384,370,2,370
62,vHMM_13615,k141_814,11.747373,222,261,Sakobuvirus,10.3,polyprotein,1.1405216504854367,938,1,938
63,vHMM_2474,k141_4272,12.9714775,169,124,Mamastrovirus,11.4,polyprotein 1ab,1.137848903508772,451,5,451
64,vHMM_2448,k141_20076,13.418333,6,39,Avastrovirus,11.8,polyprotein 1ab,1.1371468644067797,314,2,314
65,vHMM_13257,k141_11737,14.50656,480,519,Cardiovirus,12.8,polyprotein,1.133325,755,3,755
66,vHMM_13171,k141_10836,13.463551,177,138,Ampivirus,11.9,polyprotein,1.1313908403361346,438,5,438
67,vHMM_3391,k141_8630,13.461876,564,489,Lagovirus,11.9,capsid,1.1312500840336135,621,5,621
68,vHMM_13333,k141_1852,11.424528,117,183,Harkavirus,10.1,polyprotein,1.131141386138614,411,1,411
69,vHMM_13261,k141_14944,12.424825,321,348,Cosavirus,11.0,polyprotein,1.1295295454545455,1417,3,1417
70,vHMM_3385,k141_10725,13.54603,96,165,Caliciviridae,12.0,capsid,1.1288358333333333,481,1,481
71,vHMM_13170,k141_6199,13.532602,189,150,Ampivirus,12.0,polyprotein,1.1277168333333334,339,6,339
72,vHMM_13489,k141_20591,13.405424,154,124,Parechovirus,12.0,polyprotein,1.1171186666666666,403,4,403
73,vHMM_13350,k141_3764,12.937973,183,282,Harkavirus,11.6,polyprotein,1.1153425,518,2,518
74,vHMM_13421,k141_11164,13.037591,41,8,Limnipivirus,11.7,polyprotein,1.1143240170940172,374,6,374
75,vHMM_13225,k141_6078,13.415937,478,457,Avihepatovirus,12.2,polyprotein,1.0996669672131147,736,6,736
76,vHMM_13265,k141_20658,12.1887865,507,531,Cosavirus,11.1,polyprotein,1.0980888738738739,589,2,589
77,vHMM_13540,k141_6537,13.152504,349,307,Poecivirus,12.0,polyprotein,1.096042,535,6,535
78,vHMM_13374,k141_15469,10.846455,3,24,Hunnivirus,9.9,polyprotein,1.0956015151515153,520,1,520
79,vHMM_13212,k141_7034,13.013792,588,549,Aquamavirus,11.9,polyprotein,1.0935959663865547,822,4,822
80,vHMM_13210,k141_11122,12.55637,419,368,Aquamavirus,11.5,polyprotein,1.091858260869565,1229,5,1229
81,vHMM_13496,k141_5728,13.429006,75,18,Pasivirus,12.3,polyprotein,1.0917891056910567,345,5,345
82,vHMM_13734,k141_16692,11.507463,147,111,Tremovirus,10.6,polyprotein,1.085609716981132,375,4,375
83,vHMM_13374,k141_13838,10.693742,39,60,Hunnivirus,9.9,polyprotein,1.0801759595959597,386,1,386
84,vHMM_13743,k141_13679,13.499892,438,384,Tremovirus,12.5,polyprotein,1.07999136,729,6,729
85,vHMM_3387,k141_16300,12.5051985,306,276,Lagovirus,11.6,capsid,1.078034353448276,342,4,342
86,vHMM_13469,k141_16704,11.607315,120,144,Oscivirus,10.8,polyprotein,1.0747513888888889,366,3,366
87,vHMM_3391,k141_19252,12.713814,311,233,Lagovirus,11.9,capsid,1.0683877310924368,317,6,317
88,vHMM_3449,k141_9246,10.575369,489,513,Lagovirus,9.9,polyprotein;nonstructural,1.068219090909091,740,1,740
89,vHMM_13561,k141_11307,13.959027,218,173,Potamipivirus,13.1,polyprotein,1.065574580152672,572,5,572
90,vHMM_13668,k141_6268,11.609773,693,669,Sicinivirus,10.9,polyprotein,1.0651167889908257,744,6,744
91,vHMM_13742,k141_14132,15.653034,381,333,Tremovirus,14.7,polyprotein,1.0648322448979592,606,4,606
92,vHMM_2454,k141_6706,12.548147,18,84,Avastrovirus,11.8,polyprotein 1ab,1.0634022881355931,699,1,699
93,vHMM_13524,k141_3004,12.847441,33,66,Passerivirus,12.1,polyprotein,1.0617719834710744,312,3,312
94,vHMM_13342,k141_15697,11.176777,336,378,Harkavirus,10.6,polyprotein,1.0544129245283018,477,1,477
95,vHMM_3387,k141_2677,12.22401,44,11,Lagovirus,11.6,capsid,1.0537939655172415,302,6,302
96,vHMM_13275,k141_14438,13.055142,315,363,Crohivirus,12.4,polyprotein,1.0528340322580645,377,2,377
97,vHMM_3432,k141_9235,12.631413,594,546,Lagovirus,12.0,polyprotein;nonstructural,1.05261775,630,4,630
98,vHMM_13483,k141_12762,12.730663,263,209,Parechovirus,12.1,polyprotein,1.0521209090909092,323,4,323
99,vHMM_2467,k141_8761,11.451945,27,66,Mamastrovirus,10.9,polyprotein 1ab,1.0506371559633028,336,2,336
100,vHMM_13317,k141_12948,11.964057,290,251,Gallivirus,11.4,polyprotein,1.0494786842105264,377,5,377
101,vHMM_13258,k141_5374,11.940731,237,270,Cardiovirus,11.4,polyprotein,1.047432543859649,509,1,509
102,vHMM_13374,k141_3867,10.368332,456,432,Hunnivirus,9.9,polyprotein,1.0473062626262626,507,5,507
103,vHMM_3509,k141_16219,11.609776,201,225,Vesivirus,11.1,polyprotein;nonstructural,1.045925765765766,417,3,417
104,vHMM_13172,k141_1146,14.316287,221,161,Ampivirus,13.7,polyprotein,1.0449844525547447,332,4,332
105,vHMM_13718,k141_10064,11.68394,404,308,Tottorivirus,11.2,polyprotein,1.0432089285714286,584,4,584
106,vHMM_13239,k141_18618,11.523671,365,332,Avihepatovirus,11.1,polyprotein,1.0381685585585587,374,4,374
107,vHMM_3382,k141_2359,10.893871,260,215,Caliciviridae,10.5,capsid,1.0375115238095238,890,5,890
108,vHMM_13261,k141_3209,11.407773,141,162,Cosavirus,11.0,polyprotein,1.0370702727272727,315,1,315
109,vHMM_13546,k141_16475,11.39932,399,438,Poecivirus,11.0,polyprotein,1.0363018181818182,634,3,634
110,vHMM_13449,k141_12493,12.74302,156,180,Megrivirus,12.3,polyprotein,1.0360178861788616,362,2,362
111,vHMM_13645,k141_9669,11.156752,75,93,Senecavirus,10.8,polyprotein,1.0330325925925925,414,2,414
112,vHMM_13261,k141_8672,11.3587265,187,163,Cosavirus,11.0,polyprotein,1.0326115,553,6,553
113,vHMM_13515,k141_4226,13.195695,435,399,Passerivirus,12.8,polyprotein,1.030913671875,732,5,732
114,vHMM_13302,k141_4514,11.520745,220,160,Erbovirus,11.2,polyprotein,1.0286379464285715,301,4,301
115,vHMM_2439,k141_10192,12.847983,342,402,Avastrovirus,12.5,polyprotein 1ab,1.02783864,427,3,427
116,vHMM_13677,k141_13835,15.409756,477,510,Sicinivirus,15.0,polyprotein,1.0273170666666667,706,3,706
117,vHMM_13680,k141_19580,12.826202,159,192,Sicinivirus,12.5,polyprotein,1.02609616,716,3,716
118,vHMM_13374,k141_19679,10.155229,406,382,Hunnivirus,9.9,polyprotein,1.025780707070707,574,5,574
119,vHMM_3467,k141_19837,11.076836,799,739,Norovirus,10.8,polyprotein;nonstructural,1.0256329629629628,814,4,814
120,vHMM_13556,k141_8402,11.073272,12,45,Potamipivirus,10.8,polyprotein,1.0253029629629629,311,2,311
121,vHMM_13402,k141_2187,11.37106,71,35,Kunsagivirus,11.1,polyprotein,1.0244198198198198,317,6,317
122,vHMM_13432,k141_15041,12.69261,60,15,Livupivirus,12.4,polyprotein,1.0235975806451614,564,5,564
123,vHMM_2467,k141_14895,11.15669,142,85,Mamastrovirus,10.9,polyprotein 1ab,1.0235495412844036,322,6,322
124,vHMM_13168,k141_18945,11.227281,156,219,Ampivirus,11.0,polyprotein,1.020661909090909,500,1,500
125,vHMM_13441,k141_16186,10.71097,165,186,Livupivirus,10.5,polyprotein,1.020092380952381,390,2,390
126,vHMM_13449,k141_2190,12.532675,402,366,Megrivirus,12.3,polyprotein,1.0189166666666665,495,5,495
127,vHMM_2430,k141_19696,12.117166,365,284,Astroviridae,11.9,polyprotein 1ab,1.0182492436974788,386,5,386
128,vHMM_13606,k141_6719,11.080206,80,47,Rosavirus,10.9,polyprotein,1.0165326605504588,749,5,749
129,vHMM_13212,k141_10332,12.080249,136,106,Aquamavirus,11.9,polyprotein,1.015146974789916,793,6,793
130,vHMM_13159,k141_14936,11.353359,66,132,Ampivirus,11.2,polyprotein,1.0136927678571428,423,2,423
131,vHMM_3467,k141_4117,10.943988,270,324,Norovirus,10.8,polyprotein;nonstructural,1.013332222222222,559,1,559
132,vHMM_13196,k141_16803,10.622242,138,174,Aphthovirus,10.5,polyprotein,1.0116420952380953,713,2,713
133,vHMM_13699,k141_15304,12.742781,393,357,Torchivirus,12.6,polyprotein,1.0113318253968255,426,4,426
134,vHMM_3429,k141_5648,11.014589,336,372,Lagovirus,10.9,polyprotein;nonstructural,1.010512752293578,527,2,527
135,vHMM_13139,k141_10825,13.026566,48,84,Ailurivirus,12.9,polyprotein,1.0098113178294574,463,1,463
136,vHMM_13148,k141_19830,12.716998,213,273,Ampivirus,12.6,polyprotein,1.0092855555555555,305,2,305
137,vHMM_3475,k141_14185,12.913335,231,291,Norovirus,12.8,polyprotein;nonstructural,1.0088542968749998,1105,2,1105
138,vHMM_3496,k141_13837,12.177998,108,141,Sapovirus,12.1,polyprotein;nonstructural,1.0064461157024793,315,3,315
139,vHMM_13540,k141_16246,12.074266,285,318,Poecivirus,12.0,polyprotein,1.0061888333333333,335,3,335
140,vHMM_13473,k141_13391,10.763721,315,300,Oscivirus,10.7,polyprotein,1.0059552336448598,432,5,432
141,vHMM_13610,k141_6139,12.265339,123,144,Rosavirus,12.2,polyprotein,1.005355655737705,433,3,433
142,vHMM_3515,k141_19070,17.861122,357,390,Vesivirus,17.8,polyprotein;nonstructural,1.003433820224719,671,3,671
143,vHMM_13379,k141_5146,12.316866,143,107,Hunnivirus,12.3,polyprotein,1.001371219512195,455,6,455
144,vHMM_13613,k141_14732,13.3156395,216,267,Sakobuvirus,13.3,polyprotein,1.001175902255639,519,2,519
145,vHMM_13221,k141_17838,13.897223,91,25,Aquamavirus,13.9,polyprotein,0.9998002158273381,853,5,853
146,vHMM_3494,k141_15715,13.744435,42,75,Sapovirus,13.8,polyprotein;nonstructural,0.9959735507246376,316,3,316
147,vHMM_13377,k141_20890,12.146498,275,248,Hunnivirus,12.2,polyprotein,0.9956145901639344,482,6,482
148,vHMM_3479,k141_8691,10.44838,324,300,Norovirus,10.5,polyprotein;nonstructural,0.9950838095238096,516,4,516
149,vHMM_13530,k141_14616,11.337977,291,321,Poecivirus,11.4,polyprotein,0.9945593859649123,380,3,380
150,vHMM_13306,k141_8670,15.506138,177,213,Erbovirus,15.6,polyprotein,0.9939832051282051,398,2,398
151,vHMM_13168,k141_13256,10.9247265,294,333,Ampivirus,11.0,polyprotein,0.9931569545454546,405,1,405
152,vHMM_3517,k141_4939,10.718687,762,729,Vesivirus,10.8,polyprotein;nonstructural,0.9924710185185184,1683,6,1683
153,vHMM_2473,k141_12930,13.48603,219,177,Mamastrovirus,13.6,polyprotein 1ab,0.9916198529411765,339,5,339
154,vHMM_13700,k141_4666,11.896615,706,682,Torchivirus,12.0,polyprotein,0.9913845833333333,889,4,889
155,vHMM_3456,k141_17876,12.563865,108,174,Norovirus,12.7,polyprotein;nonstructural,0.9892807086614174,317,2,317
156,vHMM_13183,k141_13702,11.366256,129,198,Ampivirus,11.5,polyprotein,0.9883700869565217,582,3,582
157,vHMM_13437,k141_15927,11.36193,69,18,Livupivirus,11.5,polyprotein,0.9879939130434782,336,4,336
158,vHMM_2418,k141_2455,10.9530945,36,99,Astroviridae,11.1,capsid;VP90,0.9867652702702704,325,2,325
159,vHMM_13352,k141_18726,12.896137,235,160,Harkavirus,13.1,polyprotein,0.9844379389312977,439,4,439
160,vHMM_13275,k141_9683,12.180188,537,573,Crohivirus,12.4,polyprotein,0.9822732258064515,2333,1,2333
161,vHMM_3454,k141_4674,11.187018,111,63,Norovirus,11.4,polyprotein;nonstructural,0.9813173684210527,360,4,360
162,vHMM_2434,k141_2261,12.15929,126,177,Astroviridae,12.4,polyprotein 1ab,0.9805879032258065,419,2,419
163,vHMM_13721,k141_15202,14.211537,199,115,Tottorivirus,14.5,polyprotein,0.980106,346,6,346
164,vHMM_13354,k141_15146,11.827387,256,211,Hepatovirus,12.1,polyprotein,0.9774700000000001,319,6,319
165,vHMM_13523,k141_16077,11.229021,130,100,Passerivirus,11.5,polyprotein,0.9764366086956521,613,5,613
166,vHMM_13456,k141_2227,11.617082,301,262,Megrivirus,11.9,polyprotein,0.9762253781512604,481,4,481
167,vHMM_13304,k141_11455,12.273525,498,579,Erbovirus,12.6,polyprotein,0.9740892857142857,586,1,586
168,vHMM_13366,k141_10326,10.679829,1177,1150,Hepatovirus,11.0,polyprotein,0.9708935454545454,1219,5,1219
169,vHMM_13720,k141_5626,12.714029,183,222,Tottorivirus,13.1,polyprotein,0.9705365648854962,440,2,440
170,vHMM_13522,k141_3221,11.251453,6,36,Passerivirus,11.6,polyprotein,0.9699528448275863,355,3,355
171,vHMM_13522,k141_1585,11.171631,660,705,Passerivirus,11.6,polyprotein,0.9630716379310345,1322,2,1322
172,vHMM_13265,k141_11756,10.682941,66,96,Cosavirus,11.1,polyprotein,0.9624271171171171,1317,3,1317
173,vHMM_13437,k141_16924,11.04232,215,170,Livupivirus,11.5,polyprotein,0.9602017391304348,449,5,449
174,vHMM_3474,k141_7878,11.2274275,84,123,Norovirus,11.7,polyprotein;nonstructural,0.959609188034188,311,2,311
175,vHMM_13527,k141_10579,10.843384,150,96,Passerivirus,11.3,polyprotein,0.9595915044247787,438,5,438
176,vHMM_13702,k141_16997,11.778101,33,66,Torchivirus,12.3,polyprotein,0.9575691869918698,319,2,319
177,vHMM_13688,k141_16802,10.610358,609,642,Teschovirus,11.1,polyprotein,0.9558881081081081,686,1,686
178,vHMM_3449,k141_13129,9.463267,96,162,Lagovirus,9.9,polyprotein;nonstructural,0.9558855555555555,512,1,512
179,vHMM_3496,k141_5376,11.525295,110,89,Sapovirus,12.1,polyprotein;nonstructural,0.9525037190082645,2264,4,2264
180,vHMM_13183,k141_15236,10.946611,60,105,Ampivirus,11.5,polyprotein,0.9518792173913044,346,3,346
181,vHMM_13578,k141_9683,12.65876,540,576,Potamipivirus,13.3,polyprotein,0.9517864661654134,2333,1,2333
182,vHMM_3386,k141_5721,10.815201,42,78,Caliciviridae,11.4,capsid,0.9487018421052631,467,1,467
183,vHMM_13383,k141_10484,10.972216,240,264,Hunnivirus,11.6,polyprotein,0.9458806896551724,556,3,556
184,vHMM_13729,k141_13450,11.816051,156,84,Tremovirus,12.5,polyprotein,0.94528408,435,6,435
185,vHMM_3385,k141_20802,11.337246,117,192,Caliciviridae,12.0,capsid,0.9447705000000001,439,2,439
186,vHMM_3419,k141_18971,10.482718,552,528,Caliciviridae,11.1,polyprotein;nonstructural,0.944389009009009,882,4,882
187,vHMM_13251,k141_10904,10.664972,39,9,Avisivirus,11.3,polyprotein,0.9438028318584071,1134,4,1134
188,vHMM_13455,k141_15796,11.607224,6,48,Megrivirus,12.3,polyprotein,0.9436767479674797,1667,3,1667
189,vHMM_13421,k141_9985,11.011553,150,171,Limnipivirus,11.7,polyprotein,0.941158376068376,331,3,331
190,vHMM_13138,k141_16102,12.325702,90,63,Ailurivirus,13.1,polyprotein,0.9408932824427481,243,6,243
191,vHMM_3438,k141_12764,13.73484,157,82,Lagovirus,14.6,polyprotein;nonstructural,0.9407424657534247,493,4,493
192,vHMM_13200,k141_18158,11.941263,214,193,Aphthovirus,12.7,polyprotein,0.9402569291338583,364,6,364
193,vHMM_3481,k141_15272,10.994424,354,381,Sapovirus,11.7,polyprotein;nonstructural,0.939694358974359,404,1,404
194,vHMM_13734,k141_13533,9.95624,407,359,Tremovirus,10.6,polyprotein,0.9392679245283019,434,5,434
195,vHMM_13489,k141_2092,11.256685,1896,1863,Parechovirus,12.0,polyprotein,0.9380570833333333,2127,4,2127
196,vHMM_13588,k141_18214,12.193366,506,461,Rafivirus,13.0,polyprotein,0.9379512307692307,551,4,551
197,vHMM_2471,k141_6486,13.299286,159,252,Mamastrovirus,14.2,polyprotein 1ab,0.9365694366197184,424,3,424
198,vHMM_13604,k141_11167,8.878197,426,402,Rosavirus,9.5,polyprotein,0.934547052631579,447,5,447
199,vHMM_13437,k141_13391,10.739198,315,255,Livupivirus,11.5,polyprotein,0.9338433043478261,432,5,432
200,vHMM_13366,k141_19618,10.271249,99,126,Hepatovirus,11.0,polyprotein,0.933749909090909,681,3,681
201,vHMM_13662,k141_16206,11.389154,33,63,Sicinivirus,12.2,polyprotein,0.9335372131147541,426,2,426
202,vHMM_13250,k141_13630,10.9216,228,210,Avisivirus,11.7,polyprotein,0.9334700854700855,822,6,822
203,vHMM_13610,k141_16865,11.387068,1896,1944,Rosavirus,12.2,polyprotein,0.9333662295081967,2796,1,2796
204,vHMM_13690,k141_8138,11.105069,6,30,Teschovirus,11.9,polyprotein,0.9331990756302521,308,1,308
205,vHMM_13201,k141_14514,12.776038,84,126,Aphthovirus,13.7,polyprotein,0.9325575182481752,565,1,565
206,vHMM_13668,k141_8609,10.164736,252,282,Sicinivirus,10.9,polyprotein,0.9325445871559632,314,2,314
207,vHMM_3528,k141_15022,11.242843,99,129,Vesivirus,12.1,polyprotein;nonstructural,0.9291605785123968,354,1,354
208,vHMM_13203,k141_5620,12.817403,87,114,Aphthovirus,13.8,polyprotein,0.9287973188405797,416,1,416
209,vHMM_3456,k141_13650,11.788301,306,351,Norovirus,12.7,polyprotein;nonstructural,0.9282126771653544,363,1,363
210,vHMM_13259,k141_5462,11.136739,132,159,Cardiovirus,12.0,polyprotein,0.9280615833333333,590,2,590
211,vHMM_13344,k141_18374,12.231188,135,177,Harkavirus,13.2,polyprotein,0.9266051515151515,2682,3,2682
212,vHMM_13688,k141_10355,10.285027,249,267,Teschovirus,11.1,polyprotein,0.926579009009009,308,1,308
213,vHMM_13605,k141_6902,12.109062,24,54,Rosavirus,13.1,polyprotein,0.9243558778625954,348,3,348
214,vHMM_13488,k141_15017,11.272759,270,291,Parechovirus,12.2,polyprotein,0.9239966393442623,478,2,478
215,vHMM_13345,k141_9364,10.346167,33,75,Harkavirus,11.2,polyprotein,0.9237649107142857,362,1,362
216,vHMM_13469,k141_4815,9.9534025,474,501,Oscivirus,10.8,polyprotein,0.9216113425925925,545,1,545
217,vHMM_13610,k141_9926,11.242277,75,30,Rosavirus,12.2,polyprotein,0.9214981147540984,495,6,495
218,vHMM_3383,k141_20087,11.817049,213,180,Caliciviridae,12.9,capsid,0.9160503100775195,393,5,393
219,vHMM_13729,k141_664,11.449815,54,84,Tremovirus,12.5,polyprotein,0.9159851999999999,711,3,711
220,vHMM_2417,k141_9465,12.090342,262,205,Astroviridae,13.2,capsid;VP90,0.915935,703,6,703
221,vHMM_13436,k141_10261,11.075995,841,790,Livupivirus,12.1,polyprotein,0.9153714876033059,970,6,970
222,vHMM_13729,k141_6524,11.441105,147,108,Tremovirus,12.5,polyprotein,0.9152884,327,6,327
223,vHMM_3503,k141_14349,16.839918,93,129,Vesivirus,18.4,polyprotein;nonstructural,0.9152129347826088,387,2,387
224,vHMM_3399,k141_13782,10.792182,159,183,Recovirus,11.8,capsid,0.9145916949152542,370,3,370
225,vHMM_13110,k141_792,11.149418,225,255,Aalivirus,12.2,polyprotein,0.9138867213114755,330,1,330
226,vHMM_13494,k141_5718,11.42272,246,288,Parechovirus,12.5,polyprotein,0.9138176,533,3,533
227,vHMM_13510,k141_8932,11.330077,144,174,Pasivirus,12.4,polyprotein,0.9137158870967741,376,1,376
228,vHMM_13456,k141_153,10.864333,210,249,Megrivirus,11.9,polyprotein,0.9129691596638655,328,2,328
229,vHMM_13609,k141_4465,11.21584,624,657,Rosavirus,12.3,polyprotein,0.9118569105691057,1524,2,1524
230,vHMM_13611,k141_1594,9.546826,387,354,Rosavirus,10.5,polyprotein,0.9092215238095237,741,6,741
231,vHMM_13523,k141_11684,10.438935,1952,1913,Passerivirus,11.5,polyprotein,0.9077334782608696,2375,6,2375
232,vHMM_13542,k141_1608,11.922831,264,306,Poecivirus,13.2,polyprotein,0.9032447727272728,338,2,338
233,vHMM_13487,k141_4761,12.261622,67,40,Parechovirus,13.6,polyprotein,0.9015898529411764,346,6,346
234,vHMM_2474,k141_20001,10.260471,188,155,Mamastrovirus,11.4,polyprotein 1ab,0.9000413157894738,458,4,458
235,vHMM_13339,k141_19507,11.614228,342,372,Harkavirus,13.0,polyprotein,0.8934021538461538,474,1,474
236,vHMM_3456,k141_17022,11.324623,147,198,Norovirus,12.7,polyprotein;nonstructural,0.891702598425197,309,3,309
237,vHMM_13399,k141_12081,11.234848,78,129,Kunsagivirus,12.6,polyprotein,0.8916546031746032,309,1,309
