qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR19115554|k141_2010/Norovirus/10808/9578-9518/1.0618466929133858	YP_010105024.1	76.3	931	220	1	9866	7074	1	930	0.0	1043.0	10808	2479	25.8	37.5	YP_010105024.1 tail protein [Acinetobacter phage VB_ApiP_XC38]
SRR19115554|k141_43149/Harkavirus/1816/597-1281/4.744280106382979	YP_009336830.1	82.7	600	104	0	1	1800	1569	2168	0.0	1035.0	1816	3146	99.1	19.1	YP_009336830.1 hypothetical protein [Hubei arthropod virus 3]
SRR19115554|k141_48294/Tottorivirus/1671/1164-1398/2.261138095238095	NP_733845.1	90.4	552	53	0	3	1658	1013	1564	0.0	1033.0	1671	2035	99.1	27.1	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_50261/Vesivirus/5656/1318-1231/1.0375430147058824	YP_009230207.1	55.1	928	407	5	5576	2796	5	923	0.0	1021.0	5656	1006	49.2	91.4	YP_009230207.1 capsid protein [Camponotus nipponicus virus]
SRR14381429|k141_5240/Astroviridae/6707/2483-329/41.027828125	YP_009505809.1	69.4	758	214	9	2377	137	48	798	0.0	1010.0	6707	800	33.4	93.9	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR19115554|k141_57660/Hepatovirus/2114/111-2085/14.13701440677966	YP_009272812.1	68.7	697	217	1	19	2109	1941	2636	0.0	1010.0	2114	2694	98.9	25.8	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_56102/Hepatovirus/2532/2427-1125/7.625965254237288	YP_009342286.1	66.7	804	249	5	2429	21	314	1099	0.0	1005.0	2532	1794	95.1	43.8	YP_009342286.1 hypothetical protein 1 [Wuhan arthropod virus 2]
SRR14381429|k141_7260/Astroviridae/2484/72-2040/40.964603125	YP_009505809.1	68.0	756	230	8	160	2400	46	798	0.0	999.0	2484	800	90.2	94.1	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR30793080|k141_97016/Avisivirus/2896/1668-2067/1.1477599378881986	YP_009337883.1	56.3	902	372	6	93	2771	18	906	0.0	984.0	2896	964	92.5	92.2	YP_009337883.1 RNA-dependent RNA polymerase [Hubei orthoptera virus 4]
SRR19115554|k141_1110/Crohivirus/3711/1683-1260/6.6626916666666665	YP_009272812.1	51.8	962	434	13	2833	5	274	1224	1.58e-316	962.0	3711	2694	76.2	35.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR14381429|k141_18221/Crohivirus/8438/7358-5999/5.514039523809523	YP_009330050.1	29.6	2621	1621	67	7531	89	241	2784	2.57e-294	957.0	8438	3029	88.2	84.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_42366/Harkavirus/3527/1061-506/5.0933379787234045	YP_009337152.1	43.0	1160	623	15	3487	11	1710	2832	3.3e-313	955.0	3527	2876	98.6	39.0	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]
SRR14381429|k141_17344/Enterovirus/8540/7026-8502/6.200013076923077	YP_009330050.1	28.7	2768	1707	73	720	8534	198	2861	6.16e-293	954.0	8540	3029	91.5	87.9	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_21485/Hepatovirus/5560/2518-658/9.361769491525424	YP_009345054.1	32.4	2039	1036	39	5541	277	193	2175	1.54e-306	945.0	5560	2189	94.7	90.6	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR19115554|k141_1165/Harkavirus/10685/4779-6570/9.014551702127658	YP_009345054.1	34.1	2092	1005	40	1654	6936	126	2170	3.7999999999999998e-292	944.0	10685	2189	49.4	93.4	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]
SRR14381429|k141_23718/Astroviridae/4882/2467-301/42.16701875	YP_009505809.1	65.3	760	243	11	2370	130	46	797	0.0	942.0	4882	800	45.9	94.0	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR14381429|k141_35143/Crohivirus/5373/1731-2118/4.0818	YP_009342321.1	37.5	1514	866	23	740	5152	388	1864	2.2e-299	942.0	5373	2976	82.1	49.6	YP_009342321.1 hypothetical protein [Wuhan insect virus 13]
SRR19115554|k141_49626/Hepatovirus/3356/2340-3189/4.806048813559322	YP_009272812.1	44.6	1134	601	12	3	3335	1224	2353	7.19e-306	930.0	3356	2694	99.3	41.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR19115554|k141_4479/Crohivirus/1676/1652-1424/2.373034404761905	YP_009407905.1	81.3	560	102	3	1676	3	801	1359	1.49e-318	930.0	1676	2268	99.9	24.6	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]
SRR19115554|k141_28297/Hepatovirus/2677/649-31/4.212960677966102	YP_009272812.1	51.1	897	394	6	2675	9	1303	2162	5.099999999999999e-308	926.0	2677	2694	99.6	31.9	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR14381429|k141_7728/Crohivirus/8858/7250-5777/5.896735714285715	YP_009330050.1	29.6	2586	1578	64	7308	7	241	2737	4.11e-281	923.0	8858	3029	82.4	82.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_11164/Crohivirus/7935/7194-5865/5.865120714285714	YP_009330050.1	28.6	2593	1639	66	7356	10	247	2767	4.45e-277	905.0	7935	3029	92.6	83.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_31257/Crohivirus/4011/2166-1734/5.927015476190475	YP_009336575.1	42.1	1303	664	25	3695	3	69	1353	1.59e-290	904.0	4011	3061	92.1	42.0	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR19115554|k141_35389/Hepatovirus/10899/5928-7275/7.978509322033898	YP_009337174.1	28.9	2371	1489	56	877	7788	141	2381	9.69e-271	891.0	10899	2408	63.4	93.1	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR19115554|k141_4027/Norovirus/1923/1227-1263/1.130699142857143	YP_007438854.1	99.5	442	2	0	596	1921	1	442	4.6e-318	875.0	1923	553	69.0	79.9	YP_007438854.1 polyprotein P2a [Ryegrass mottle virus]
SRR19115554|k141_45934/Harkavirus/1769/156-1062/7.564717553191489	NP_733845.1	92.9	439	31	0	13	1329	1597	2035	7.59e-295	863.0	1769	2035	74.4	21.6	NP_733845.1 nonstructural polyprotein [Aphid lethal paralysis virus]
SRR19115554|k141_21689/Hepatovirus/3015/2463-1026/11.179722033898305	YP_009329822.1	58.7	681	278	3	3015	982	844	1524	1.09e-281	832.0	3015	1524	67.5	44.7	YP_009329822.1 replicative protein [Bivalve RNA virus G5]
SRR19115554|k141_19893/Hepatovirus/4374/2493-30/11.046930508474576	YP_009140562.1	36.4	1514	863	38	4370	21	1572	3049	6.66e-261	828.0	4374	3057	99.5	48.3	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR19115554|k141_44875/Rafivirus/1644/381-1179/3.57263704	YP_009272812.1	68.9	547	169	1	2	1642	1188	1733	3.4199999999999997e-268	806.0	1644	2694	99.8	20.3	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR14381429|k141_3365/Cosavirus/4021/1312-352/10.046662790697676	YP_009336575.1	42.8	1118	579	24	3484	218	1965	3050	1.61e-247	787.0	4021	3061	81.2	35.5	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR19115554|k141_35711/Hepatovirus/5861/5027-2762/12.16705593220339	YP_009336557.1	50.6	785	379	5	5070	2737	1087	1869	1.03e-245	778.0	5861	1870	39.8	41.9	YP_009336557.1 hypothetical protein 1 [Hubei orthoptera virus 1]
SRR14381429|k141_33552/Crohivirus/2163/825-396/5.632153571428572	YP_009345906.1	54.8	688	298	6	2059	20	336	1018	4.25e-249	768.0	2163	3179	94.3	21.5	YP_009345906.1 polyprotein [Bat iflavirus]
SRR19115554|k141_10173/Crohivirus/3270/57-639/4.132445595238095	YP_009336571.1	41.9	1106	488	18	1	3270	461	1427	4.06e-251	764.0	3270	1820	100.0	53.1	YP_009336571.1 hypothetical protein 1 [Hubei diptera virus 1]
SRR14381429|k141_31006/Cosavirus/4938/2181-1731/5.774238372093024	YP_009337415.1	33.9	1442	753	26	3830	3	171	1578	2.7599999999999996e-241	762.0	4938	2054	77.5	68.5	YP_009337415.1 hypothetical protein 1 [Hubei picorna-like virus 79]
SRR14381429|k141_2056/Astroviridae/1749/1713-6/40.69016875	YP_009505809.1	72.2	543	135	9	1611	19	47	585	1.8899999999999998e-270	761.0	1749	800	91.1	67.4	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR19115554|k141_4606/Crohivirus/2320/63-501/2.8069766666666665	YP_009336629.1	51.0	773	335	11	20	2320	218	952	3.3099999999999997e-246	758.0	2320	2823	99.2	26.0	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1]
SRR19115554|k141_47652/Hepatovirus/7743/3543-4863/7.179316101694915	YP_009337174.1	29.9	1869	1172	47	3	5381	577	2383	4.2799999999999996e-228	756.0	7743	2408	69.5	75.0	YP_009337174.1 hypothetical protein 1 [Hubei picorna-like virus 71]
SRR30793080|k141_92678/Avisivirus/6830/1526-1133/1.222867204968944	YP_009336871.1	37.7	1360	764	20	6745	2732	1	1299	1.28e-240	755.0	6830	1299	58.8	100.0	YP_009336871.1 hypothetical protein 2 [Hubei toti-like virus 16]
SRR19115554|k141_36921/Hepatovirus/2826/1110-120/8.487144915254236	YP_009337003.1	45.9	916	468	15	2710	14	1829	2733	7.1599999999999995e-242	753.0	2826	2786	95.4	32.5	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]
SRR19115554|k141_5632/Hepatovirus/4441/3709-2509/10.038729661016948	YP_009329985.1	54.7	675	299	4	4440	2431	1029	1701	4.67e-243	753.0	4441	1701	45.3	39.6	YP_009329985.1 hypothetical protein 1 [Hubei picorna-like virus 24]
SRR19115554|k141_21907/Cosavirus/2754/1491-1221/1.1474017441860465	YP_009336825.1	47.8	822	415	8	2474	30	4	818	1.6599999999999998e-256	740.0	2754	818	88.8	99.6	YP_009336825.1 hypothetical protein 2 [Hubei diptera virus 22]
SRR14381429|k141_7641/Crohivirus/7301/6770-5396/5.676509761904762	YP_009330050.1	28.0	2312	1427	60	6929	450	241	2466	4.85e-216	728.0	7301	3029	88.8	73.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_6113/Astroviridae/3436/1008-3096/41.22700625	YP_009664789.1	51.9	769	300	16	1137	3239	73	839	2.39e-248	728.0	3436	850	61.2	90.2	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR19115554|k141_39351/Astroviridae/1226/942-1050/1.0551302521008403	YP_009164038.1	84.1	402	64	0	18	1223	26	427	4.52e-262	723.0	1226	539	98.4	74.6	YP_009164038.1 RNA-dependent RNA polymerase [Verticillium dahliae partitivirus 1]
SRR19115554|k141_10675/Crohivirus/2628/843-324/2.878742261904762	YP_009337152.1	46.2	826	414	12	2473	2	1	798	9.63e-231	721.0	2628	2876	94.1	27.7	YP_009337152.1 hypothetical protein [Hubei picorna-like virus 34]
SRR19115554|k141_20340/Cosavirus/7423/5862-6282/1.3988575581395348	YP_009336670.1	51.4	683	322	4	5182	7218	10	686	1.09e-233	718.0	7423	700	27.4	96.7	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_10470/Cosavirus/2920/1434-1854/1.3748586046511628	YP_009336670.1	51.4	683	322	4	755	2791	10	686	5.239999999999999e-249	718.0	2920	700	69.8	96.7	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_49888/Crohivirus/2488/1152-1704/4.357632142857143	YP_009272812.1	65.7	519	167	3	956	2488	258	773	1.6e-230	716.0	2488	2694	61.6	19.2	YP_009272812.1 polyprotein [Washington bat picornavirus]
SRR30793080|k141_13926/Aphthovirus/2006/906-1272/1.7048566055045873	NP_077730.1	56.5	627	269	2	2	1873	293	918	4.7700000000000004e-247	714.0	2006	1043	93.3	60.0	NP_077730.1 RNA dependent RNA polymerase protein A [Nodamura virus]
SRR19115554|k141_12490/Cosavirus/2288/693-1113/1.3346013372093024	YP_009336670.1	50.9	689	328	4	11	2065	9	691	4.2199999999999997e-249	711.0	2288	700	89.8	97.6	YP_009336670.1 hypothetical protein 2 [Hubei toti-like virus 21]
SRR19115554|k141_33113/Cosavirus/2407/1231-736/2.470739302325581	YP_009667003.1	43.7	801	445	3	2402	9	264	1061	4.319999999999999e-242	710.0	2407	1138	99.5	70.1	YP_009667003.1 putative RNA-dependent RNA polymerase [Raphanus sativus chrysovirus 1]
SRR14381429|k141_30290/Crohivirus/6623/1005-2478/5.726043571428571	YP_009330050.1	32.4	1464	896	28	946	5130	241	1680	1.3e-206	696.0	6623	3029	63.2	47.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_44699/Crohivirus/9997/4800-5799/4.238827142857143	YP_009345020.1	26.6	2521	1528	70	230	7378	234	2580	1.16e-200	692.0	9997	3113	71.5	75.4	YP_009345020.1 hypothetical protein [Zhejiang mosquito virus 1]
SRR30793080|k141_56409/Erbovirus/19923/19866-19833/1.098522358490566	YP_009213075.1	62.4	548	205	1	18582	16939	3	549	2.23e-221	688.0	19923	549	8.3	99.6	YP_009213075.1 terminase large subunit [Clostridium phage phiCD481-1]
SRR19115554|k141_27066/Hepatovirus/6902/3155-1307/10.850372881355932	YP_009333576.1	27.5	2252	1289	62	6691	149	136	2115	1.25e-202	679.0	6902	2409	94.8	82.2	YP_009333576.1 hypothetical protein 1 [Beihai picorna-like virus 121]
SRR14381429|k141_13333/Crohivirus/4414/4174-2611/6.966730357142857	YP_009330050.1	32.4	1452	870	32	4133	9	240	1656	6.53e-206	674.0	4414	3029	93.5	46.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR19115554|k141_22790/Cosavirus/5737/1737-3081/10.263302790697674	YP_009336621.1	30.8	1698	877	42	1074	5708	1130	2682	3.97e-198	663.0	5737	2839	80.8	54.7	YP_009336621.1 hypothetical protein [Hubei tetragnatha maxillosa virus 1]
SRR19115554|k141_46124/Crohivirus/2780/2456-2057/6.560437738095238	YP_009337018.1	41.3	962	505	17	2746	2	512	1460	4.11e-208	661.0	2780	2953	98.7	32.1	YP_009337018.1 hypothetical protein [Hubei picorna-like virus 48]
