qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR14381429|k141_23792/Crohivirus/8431/7249-5776/5.916105	YP_009330050.1	29.6	2586	1578	64	7308	7	241	2737	3.8199999999999996e-282	923.0	8431	3029	86.6	82.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_26059/Crohivirus/7935/7194-5865/5.865120714285714	YP_009330050.1	28.6	2593	1639	66	7356	10	247	2767	4.45e-277	905.0	7935	3029	92.6	83.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_20596/Kobuvirus/4011/3051-1725/6.17156	YP_009336575.1	42.1	1303	664	25	3695	3	69	1353	1.59e-290	904.0	4011	3061	92.1	42.0	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_13104/Cosavirus/4021/1312-352/10.046662790697676	YP_009336575.1	42.8	1118	579	24	3484	218	1965	3050	1.61e-247	787.0	4021	3061	81.2	35.5	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_28217/Crohivirus/2163/825-396/5.632153571428572	YP_009345906.1	54.8	688	298	6	2059	20	336	1018	4.25e-249	768.0	2163	3179	94.3	21.5	YP_009345906.1 polyprotein [Bat iflavirus]
SRR14381429|k141_16323/Cosavirus/4938/2181-1731/5.774238372093024	YP_009337415.1	33.9	1442	753	26	3830	3	171	1578	2.7599999999999996e-241	762.0	4938	2054	77.5	68.5	YP_009337415.1 hypothetical protein 1 [Hubei picorna-like virus 79]
SRR14381429|k141_17997/Astroviridae/1749/1716-9/44.83488666666666	YP_009505809.1	72.2	543	135	9	1611	19	47	585	1.8899999999999998e-270	761.0	1749	800	91.1	67.4	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR14381429|k141_32976/Crohivirus/7301/6770-5396/5.676509761904762	YP_009330050.1	28.0	2312	1427	60	6929	450	241	2466	4.85e-216	728.0	7301	3029	88.8	73.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_14709/Astroviridae/3436/906-3183/46.63772666666667	YP_009664789.1	51.9	769	300	16	1137	3239	73	839	2.39e-248	728.0	3436	850	61.2	90.2	YP_009664789.1 capsid protein precursor [Mamastrovirus 18]
SRR14381429|k141_25930/Crohivirus/6623/1005-2478/5.726043571428571	YP_009330050.1	32.4	1464	896	28	946	5130	241	1680	1.3e-206	696.0	6623	3029	63.2	47.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_4965/Crohivirus/4414/4174-2611/6.966730357142857	YP_009330050.1	32.4	1452	870	32	4133	9	240	1656	6.53e-206	674.0	4414	3029	93.5	46.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_17033/Kobuvirus/2613/699-2025/6.622795333333333	YP_009336575.1	43.8	864	444	12	57	2528	69	930	1.8699999999999998e-207	657.0	2613	3061	94.6	28.2	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_1677/Bopivirus/5142/1953-429/7.0055065693430665	YP_009330050.1	29.7	1735	1050	44	5058	157	1363	3028	9.7e-195	649.0	5142	3029	95.3	55.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_18144/Bopivirus/5129/3168-4695/6.900521167883212	YP_009330050.1	29.8	1729	1056	42	67	4968	1363	3028	2.51e-193	645.0	5129	3029	95.6	55.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_5211/Parechovirus/5098/3351-4860/7.087174999999999	YP_009330050.1	29.6	1721	1033	46	89	4939	1382	3027	1.72e-192	642.0	5098	3029	95.2	54.3	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_10396/Parechovirus/5580/4266-5556/7.4383025	YP_009330050.1	28.3	1986	1211	51	4	5577	1038	2939	5.03e-187	630.0	5580	3029	99.9	62.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_21581/Astroviridae/1485/1230-6/47.01519333333333	YP_009664790.1	67.5	428	138	1	1285	2	1	427	3.65e-218	614.0	1485	522	86.5	81.8	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR14381429|k141_14389/Crohivirus/4785/3816-2346/6.3062797619047615	YP_009330050.1	32.1	1364	827	31	3878	3	241	1577	1.99e-183	613.0	4785	3029	81.0	44.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_30338/Cosavirus/1862/243-1338/10.865939534883722	YP_009336575.1	60.7	504	195	3	11	1519	2549	3050	1.45e-192	605.0	1862	3061	81.0	16.4	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_3721/Bopivirus/4842/1941-417/7.610508029197081	YP_009330050.1	29.3	1645	996	40	4788	145	1454	3028	1.76e-180	605.0	4842	3029	95.9	52.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_25241/Hepatovirus/2410/2278-1120/5.915341101694914	YP_009337415.1	61.1	452	173	2	2402	1050	1601	2050	6.09e-187	588.0	2410	2054	56.1	21.9	YP_009337415.1 hypothetical protein 1 [Hubei picorna-like virus 79]
SRR14381429|k141_33133/Astroviridae/1985/1637-83/50.04074666666667	YP_009664783.1	57.7	471	197	2	1496	84	1	469	1.79e-201	577.0	1985	470	71.2	99.8	YP_009664783.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD77/2007]
SRR14381429|k141_24306/Parechovirus/6530/1733-260/7.98834	YP_009330050.1	29.4	1515	929	39	4467	160	1574	3027	1.68e-156	544.0	6530	3029	66.0	48.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_34467/Crohivirus/4024/1059-2421/5.4552209523809525	YP_009330050.1	35.8	964	571	19	889	3678	241	1190	4.24e-161	540.0	4024	3029	69.3	31.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_19575/Crohivirus/3338/3152-1685/6.079944880952381	YP_009330050.1	35.4	964	575	19	3216	427	241	1190	2.3e-162	537.0	3338	3029	83.6	31.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_30547/Cosavirus/4107/1269-273/9.95460069767442	YP_009336575.1	58.0	455	190	1	1580	216	2597	3050	1.4300000000000001e-157	531.0	4107	3061	33.2	14.8	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_24914/Parechovirus/1240/63-381/2.31707875	YP_009345906.1	61.1	414	152	4	1	1233	1654	2061	9.529999999999999e-170	530.0	1240	3179	99.4	12.8	YP_009345906.1 polyprotein [Bat iflavirus]
SRR14381429|k141_6292/Avisivirus/2243/1770-2238/1.3563884472049688	YP_009336575.1	41.8	746	386	15	103	2241	858	1588	3.6200000000000006e-163	526.0	2243	3061	95.4	23.9	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_13486/Crohivirus/4913/1644-3165/6.763756666666667	YP_009330050.1	34.2	1005	588	25	1557	4448	220	1192	7.7e-153	523.0	4913	3029	58.9	32.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_14505/Crohivirus/3594/2622-1155/6.062929523809523	YP_009330050.1	35.7	924	549	19	2687	12	241	1151	1.0900000000000001e-156	523.0	3594	3029	74.5	30.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_33454/Cosavirus/1547/240-1104/10.314166976744186	YP_009336575.1	59.4	433	174	2	26	1321	2624	3055	1.75e-164	520.0	1547	3061	83.8	14.1	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_27917/Crohivirus/3609/3267-1743/7.299187499999999	YP_009330050.1	34.0	976	586	22	3264	454	239	1195	4.7e-155	518.0	3609	3029	77.9	31.6	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_30029/Bopivirus/1439/609-1437/20.2230700729927	YP_004782204.1	87.6	283	35	0	591	1439	1	283	1.9300000000000002e-163	513.0	1439	2338	59.0	12.1	YP_004782204.1 polyprotein [Bat picornavirus 3]
SRR14381429|k141_1801/Crohivirus/4507/1422-2751/5.871982976190476	YP_009330050.1	33.6	961	588	20	1263	4040	247	1192	2.6e-150	513.0	4507	3029	61.6	31.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_483/Crohivirus/3828/2634-1302/6.028064523809523	YP_009330050.1	33.7	961	587	20	2793	16	247	1192	4.36e-152	512.0	3828	3029	72.6	31.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_15113/Crohivirus/8254/570-2106/6.798642023809523	YP_009330050.1	34.2	971	587	19	591	3392	240	1195	5.4100000000000004e-145	512.0	8254	3029	33.9	31.6	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_10166/Crohivirus/4987/1884-3216/5.882795238095238	YP_009330050.1	33.6	961	588	20	1726	4503	247	1192	5.92e-149	512.0	4987	3029	55.7	31.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_32403/Crohivirus/4993/3082-1753/5.902285714285714	YP_009330050.1	33.6	961	588	20	3242	465	247	1192	1.4500000000000001e-148	511.0	4993	3029	55.6	31.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_33005/Enterovirus/4984/1561-85/5.857362	YP_009330050.1	28.0	1586	973	43	4458	1	1363	2879	2.75e-146	504.0	4984	3029	89.4	50.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_33538/Enterovirus/3773/1728-3693/7.026809230769231	YP_009330050.1	33.4	1020	600	25	810	3728	2040	3027	1.7e-148	501.0	3773	3029	77.4	32.6	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_31821/Parechovirus/3428/1719-3246/3.6494878333333336	YP_009330050.1	46.9	571	285	10	1738	3426	247	807	2.56e-147	494.0	3428	3029	49.3	18.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_35403/Enterovirus/5003/1418-197/4.926848769230769	YP_009330050.1	26.2	1811	1099	49	5003	3	1114	2831	2.79e-140	486.0	5003	3029	100.0	56.7	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_24337/Harkavirus/1099/661-10/8.334648936170211	YP_009336575.1	64.9	362	126	1	1088	3	2551	2911	5.58e-155	485.0	1099	3061	98.8	11.8	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_27034/Crohivirus/2616/99-1422/6.099490238095238	YP_009330050.1	33.6	899	552	17	16	2616	275	1160	2.76e-147	484.0	2616	3029	99.4	29.3	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_34296/Parechovirus/5012/1022-2/5.83711625	YP_009330050.1	26.5	1786	1124	48	5012	3	1130	2842	1.68e-139	484.0	5012	3029	100.0	56.6	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_34246/Enterovirus/4432/3102-4395/6.638242307692308	YP_009330050.1	27.8	1559	959	41	41	4426	1373	2861	9.749999999999999e-141	483.0	4432	3029	99.0	49.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_24231/Kobuvirus/3565/2191-1840/1.1869818666666667	YP_009336659.1	49.2	512	251	5	2685	1162	17	523	1.41e-157	483.0	3565	525	42.7	96.6	YP_009336659.1 hypothetical protein 2 [Hubei tombus-like virus 17]
SRR14381429|k141_3378/Oscivirus/10619/9447-10383/7.688371739130435	NP_049374.1	26.7	1750	1023	53	5419	10455	1292	2853	3.74e-131	468.0	10619	2858	47.4	54.7	NP_049374.1 polyprotein [Sacbrood virus]
SRR14381429|k141_30510/Bopivirus/2531/1250-317/2.3554090510948904	YP_009330010.1	60.7	364	140	2	1157	66	10	370	1.38e-156	464.0	2531	371	43.1	97.3	YP_009330010.1 hypothetical protein 2 [Hubei sobemo-like virus 10]
SRR14381429|k141_17794/Bopivirus/4840/1210-196/4.738362773722629	YP_009330050.1	27.3	1533	955	41	4314	1	1363	2831	3.8100000000000004e-132	460.0	4840	3029	89.1	48.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_805/Crohivirus/2930/123-1191/4.649624166666666	YP_009330050.1	33.7	858	517	18	9	2474	351	1192	4.32e-135	452.0	2930	3029	84.2	27.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_26150/Bopivirus/4181/1022-20/4.543436496350365	YP_009330050.1	27.9	1476	889	43	4125	10	1363	2767	2.2400000000000002e-125	435.0	4181	3029	98.4	46.4	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_25796/Parechovirus/4098/1095-39/6.387970833333333	YP_009330050.1	27.8	1433	886	37	4083	34	1489	2856	4.19e-121	422.0	4098	3029	98.8	45.2	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_8927/Kobuvirus/2605/1675-1/3.944046	YP_009342321.1	38.9	588	337	11	1714	2	2107	2689	1.98e-123	415.0	2605	2976	65.8	19.6	YP_009342321.1 hypothetical protein [Wuhan insect virus 13]
SRR14381429|k141_21322/Crohivirus/2012/1547-1037/4.425624642857143	YP_009336575.1	47.9	432	224	1	1983	688	1371	1801	1.2300000000000001e-123	408.0	2012	3061	64.4	14.1	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_19637/Oscivirus/1612/1078-796/2.4081852173913045	YP_009329996.1	53.1	375	172	3	1155	34	1	372	6.02e-138	406.0	1612	372	69.6	100.0	YP_009329996.1 hypothetical protein 2 [Hubei sobemo-like virus 47]
SRR14381429|k141_22466/Crohivirus/1483/1012-514/4.374001785714286	YP_009336575.1	47.0	432	228	1	1450	155	1371	1801	5.45e-124	402.0	1483	3061	87.4	14.1	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_31894/Teschovirus/1196/438-795/1.3110294285714286	NP_620557.1	52.2	387	180	3	3	1160	2248	2630	1.3e-125	402.0	1196	2630	96.8	14.6	NP_620557.1 protein P1 [Acyrthosiphon pisum virus]
SRR14381429|k141_8554/Crohivirus/2780/654-1059/4.280837380952381	YP_009330050.1	31.4	809	514	15	11	2347	395	1192	1.91e-118	402.0	2780	3029	84.1	26.3	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_18910/Hepatovirus/970/622-181/1.6736848305084744	YP_009329869.1	57.4	317	134	1	950	3	93	409	1.5e-136	398.0	970	468	97.7	67.7	YP_009329869.1 RdRp [Beihai barnacle virus 13]
SRR14381429|k141_28613/Crohivirus/3182/2090-761/6.101177738095238	YP_009330050.1	33.5	765	466	16	2252	57	247	1001	5.7e-114	393.0	3182	3029	69.0	24.9	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_13160/Kobuvirus/2837/773-179/4.294058000000001	YP_009330050.1	36.8	652	372	16	1887	1	2049	2683	2.85e-113	387.0	2837	3029	66.5	21.0	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_5792/Parechovirus/1482/651-1131/2.535141	YP_009329869.1	46.9	418	219	3	126	1373	34	450	5.36e-128	383.0	1482	468	84.2	89.1	YP_009329869.1 RdRp [Beihai barnacle virus 13]
SRR14381429|k141_3759/Rosavirus/876/111-558/2.868972929292929	YP_009337269.1	63.7	292	105	1	3	875	1665	1956	1.1899999999999999e-120	383.0	876	2585	99.7	11.3	YP_009337269.1 hypothetical protein 1 [Hubei picorna-like virus 55]
SRR14381429|k141_7677/Norovirus/1740/717-573/1.1487972067039107	YP_006987334.1	38.2	584	293	8	1740	1	203	722	9.770000000000001e-123	382.0	1740	764	100.0	68.1	YP_006987334.1 ATP-dependent protease [Cronobacter phage vB_CsaM_GAP32]
SRR14381429|k141_7331/Astroviridae/799/63-618/1.899309	YP_271922.1	66.4	265	89	0	1	795	225	489	1.33e-127	375.0	799	538	99.5	49.3	YP_271922.1 putative dsRNA-dependent RNA polymerase [Penicillium stoloniferum virus F]
SRR14381429|k141_24094/Crohivirus/1789/855-1380/4.427092857142856	YP_009336575.1	42.0	553	278	10	245	1789	69	616	5.29e-112	372.0	1789	3061	86.4	17.9	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_17201/Hepatovirus/757/18-741/5.775020338983051	YP_009305421.1	67.5	252	82	0	2	757	2684	2935	3.47e-114	363.0	757	3050	99.9	8.3	YP_009305421.1 polyprotein [Moku virus]
SRR14381429|k141_14456/Hepatovirus/1243/1231-259/5.403341864406779	YP_009330050.1	49.4	360	174	4	1242	175	2672	3027	5.94e-110	358.0	1243	3029	85.9	11.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_21195/Parechovirus/3673/1690-7/6.711626666666667	YP_009330050.1	27.1	1296	796	39	3648	1	1621	2847	5.8e-101	358.0	3673	3029	99.3	40.5	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_36460/Astroviridae/2652/1119-492/2.5234710666666667	YP_009330003.1	46.5	372	196	2	1215	103	1	370	3.55e-113	353.0	2652	374	42.0	98.9	YP_009330003.1 hypothetical protein 2 [Hubei sobemo-like virus 46]
SRR14381429|k141_30912/Astroviridae/2954/2921-368/54.87458933333333	NP_795334.1	32.5	841	489	18	2793	388	71	871	1.58e-105	352.0	2954	874	81.4	91.6	NP_795334.1 putative serine protase [Mamastrovirus 10]
SRR14381429|k141_13532/Caliciviridae/1988/1265-1199/1.3818700833333333	YP_009330050.1	33.9	678	414	14	1988	3	805	1464	4.53e-101	342.0	1988	3029	99.9	21.8	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_2119/Enterovirus/2040/534-2010/6.544003384615385	YP_009111311.1	34.7	665	384	19	71	2017	2200	2830	1.82e-100	341.0	2040	3006	95.4	21.0	YP_009111311.1 polyprotein [Dinocampus coccinellae paralysis virus]
SRR14381429|k141_2372/Parechovirus/1318/306-942/2.5147193333333333	YP_009336543.1	41.0	437	253	4	1	1296	57	493	1.96e-103	340.0	1318	2565	98.3	17.0	YP_009336543.1 hypothetical protein 1 [Hubei picorna-like virus 56]
SRR14381429|k141_25842/Parechovirus/1998/903-1968/6.450929666666667	YP_009342053.1	36.0	617	364	15	172	1998	2266	2859	2.23e-98	335.0	1998	3023	91.4	19.6	YP_009342053.1 hypothetical protein [Wuhan coneheads virus 1]
SRR14381429|k141_252/Cosavirus/735/528-9/5.865217674418605	YP_009336575.1	67.1	237	76	2	710	3	2624	2859	2.64e-103	331.0	735	3061	96.3	7.7	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_8248/Hepatovirus/1665/924-429/3.535780847457627	YP_009508065.1	39.8	505	269	9	1526	108	12	513	5.06e-106	330.0	1665	523	85.2	96.0	YP_009508065.1 RNA-dependent RNA polymerase [Cryptosporidium parvum virus 1]
SRR14381429|k141_29106/Enterovirus/725/677-53/3.0899936923076927	YP_009111311.1	67.2	232	76	0	712	17	2775	3006	1.1e-102	329.0	725	3006	96.0	7.7	YP_009111311.1 polyprotein [Dinocampus coccinellae paralysis virus]
SRR14381429|k141_15118/Crohivirus/2119/2101-1684/4.197212857142857	YP_009330050.1	34.4	588	352	14	2118	427	613	1190	1.7699999999999998e-94	325.0	2119	3029	79.8	19.1	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_35811/Crohivirus/1609/165-675/4.482431428571429	YP_009336575.1	47.4	340	178	1	5	1024	1463	1801	2.5e-94	318.0	1609	3061	63.4	11.1	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_2605/Parechovirus/889/501-870/4.924792916666667	YP_009336575.1	51.1	305	139	1	4	888	435	739	7.54e-94	306.0	889	3061	99.6	10.0	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_20466/Hepatovirus/1108/601-103/1.3704130508474577	YP_009329882.1	46.3	339	173	6	1074	61	1	331	2.93e-99	305.0	1108	470	91.5	70.4	YP_009329882.1 RdRp [Wuhan insect virus 23]
SRR14381429|k141_10387/Crohivirus/2539/1345-16/6.088213095238095	YP_009330050.1	37.2	514	303	10	1503	1	247	753	1.02e-85	303.0	2539	3029	59.2	16.7	YP_009330050.1 hypothetical protein [Hubei myriapoda virus 1]
SRR14381429|k141_33962/Crohivirus/1837/1167-1674/4.698905476190476	YP_009336575.1	41.0	466	238	7	538	1830	69	532	2.51e-88	303.0	1837	3061	70.4	15.2	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_11615/Cosavirus/1156/1150-343/5.588115813953489	YP_009336575.1	43.0	393	204	6	1151	27	624	1014	2.08e-91	303.0	1156	3061	97.3	12.8	YP_009336575.1 hypothetical protein [Hubei picorna-like virus 29]
SRR14381429|k141_20403/Kobuvirus/1994/1166-302/4.834158666666666	YP_009111311.1	33.9	584	355	16	1825	95	2201	2760	1.15e-86	300.0	1994	3006	86.8	18.6	YP_009111311.1 polyprotein [Dinocampus coccinellae paralysis virus]
SRR14381429|k141_23885/Astroviridae/466/3-465/20.235656666666667	YP_009505809.1	92.9	154	11	0	1	462	91	244	5.580000000000001e-97	299.0	466	800	99.1	19.3	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR14381429|k141_16454/Astroviridae/545/542-2/21.431514666666665	YP_009664790.1	70.0	180	54	0	542	3	230	409	1.54e-93	284.0	545	522	99.1	34.5	YP_009664790.1 non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]
SRR14381429|k141_35241/Ailurivirus/885/645-858/1.081568490566038	NP_620557.1	46.8	284	150	1	24	872	1233	1516	7.730000000000001e-86	283.0	885	2630	95.9	10.8	NP_620557.1 protein P1 [Acyrthosiphon pisum virus]
SRR14381429|k141_26401/Enterovirus/2871/978-78/5.096959615384615	YP_009342053.1	39.9	461	255	14	1372	8	2291	2735	7.04e-78	282.0	2871	3023	47.5	14.7	YP_009342053.1 hypothetical protein [Wuhan coneheads virus 1]
SRR14381429|k141_32590/Crohivirus/513/93-336/1.3847777976190476	YP_009305421.1	71.2	170	49	0	3	512	1000	1169	8.050000000000001e-85	275.0	513	3050	99.4	5.6	YP_009305421.1 polyprotein [Moku virus]
SRR14381429|k141_11299/Astroviridae/2061/2058-267/30.53134533333333	YP_003275953.1	49.2	301	139	6	2060	1176	102	394	4.16e-79	270.0	2061	731	42.9	40.1	YP_003275953.1 capsid [HMO Astrovirus A]
SRR14381429|k141_7561/Parechovirus/662/212-44/1.2849080833333333	YP_007419077.1	62.8	199	73	1	662	66	235	432	5.2600000000000005e-86	268.0	662	603	90.2	32.8	YP_007419077.1 RNA-dependent RNA polymerase [Rosellinia necatrix partitivirus 2]
